WP_000340715.1	lcl|NZ_AOVN01000083.1_cds_WP_000340715.1_2025	100.000	86	106
WP_000410266.1	lcl|NZ_AOVN01000083.1_cds_WP_000410273.1_2024	99.363	314	314
WP_000410266.1	lcl|NZ_AOVN01000083.1_cds_WP_000093099.1_2004	46.988	83	314
WP_000410266.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	25.392	319	314
WP_000410266.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	24.383	324	314
WP_000410266.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	25.269	186	314
WP_000410266.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	23.958	288	314
WP_000410266.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	24.695	328	314
WP_000604525.1	lcl|NZ_AOVN01000083.1_cds_WP_000604524.1_2023	99.178	365	365
WP_000884059.1	lcl|NZ_AOVN01000083.1_cds_WP_000884059.1_2022	100.000	185	185
WP_000884059.1	lcl|NZ_AOVN01000022.1_cds_WP_000351733.1_387	40.000	140	185
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	98.784	329	329
WP_000646254.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	31.746	315	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	31.045	335	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	34.109	258	329
WP_000646254.1	lcl|NZ_AOVN01000111.1_cds_WP_001984071.1_2859	31.475	305	329
WP_000646254.1	lcl|NZ_AOVN01000070.1_cds_WP_000649925.1_1395	30.183	328	329
WP_000646254.1	lcl|NZ_AOVN01000068.1_cds_WP_000709511.1_1347	29.730	333	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000601375.1_1968	25.091	275	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	30.350	257	329
WP_000646254.1	lcl|NZ_AOVN01000127.1_cds_WP_000688695.1_3195	28.975	283	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000475904.1_1959	27.737	274	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000410273.1_2024	25.705	319	329
WP_000646254.1	lcl|NZ_AOVN01000042.1_cds_WP_001074785.1_793	29.057	265	329
WP_000646254.1	lcl|NZ_AOVN01000103.1_cds_WP_001003555.1_2483	25.148	338	329
WP_000646254.1	lcl|NZ_AOVN01000083.1_cds_WP_000487322.1_1970	27.077	325	329
WP_000774259.1	lcl|NZ_AOVN01000083.1_cds_WP_000774262.1_2020	98.127	267	267
WP_000774259.1	lcl|NZ_AOVN01000083.1_cds_WP_000859505.1_1971	25.820	244	267
WP_000774259.1	lcl|NZ_AOVN01000083.1_cds_WP_000800438.1_1990	24.786	234	267
WP_000774259.1	lcl|NZ_AOVN01000083.1_cds_WP_000842260.1_1941	26.316	190	267
WP_000774259.1	lcl|NZ_AOVN01000092.1_cds_WP_000667727.1_2243	31.818	110	267
