WP_000340715.1	lcl|NZ_AKWC02000024.1_cds_WP_000340715.1_1440	100.000	86	106
WP_000410266.1	lcl|NZ_AKWC02000024.1_cds_WP_000410273.1_1441	99.363	314	314
WP_000410266.1	lcl|NZ_AKWC02000024.1_cds_WP_000093099.1_1461	46.988	83	314
WP_000410266.1	lcl|NZ_AKWC02000024.1_cds_WP_000646250.1_1444	25.392	319	314
WP_000410266.1	lcl|NZ_AKWC02000039.1_cds_WP_000744700.1_88	24.383	324	314
WP_000410266.1	lcl|NZ_AKWC02000024.1_cds_WP_000600889.1_1470	25.269	186	314
WP_000410266.1	lcl|NZ_AKWC02000024.1_cds_WP_000723090.1_1523	23.958	288	314
WP_000410266.1	lcl|NZ_AKWC02000024.1_cds_WP_001067557.1_1447	24.695	328	314
WP_000604525.1	lcl|NZ_AKWC02000024.1_cds_WP_000604524.1_1442	99.178	365	365
WP_000884059.1	lcl|NZ_AKWC02000024.1_cds_WP_000884059.1_1443	100.000	185	185
WP_000884059.1	lcl|NZ_AKWC02000024.1_cds_WP_000351733.1_1910	40.000	140	185
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000646250.1_1444	98.784	329	329
WP_000646254.1	lcl|NZ_AKWC02000039.1_cds_WP_000744700.1_88	31.746	315	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000723090.1_1523	31.045	335	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000600889.1_1470	34.109	258	329
WP_000646254.1	lcl|NZ_AKWC02000020.1_cds_WP_001984071.1_2576	31.475	305	329
WP_000646254.1	lcl|NZ_AKWC02000039.1_cds_WP_000649925.1_248	30.183	328	329
WP_000646254.1	lcl|NZ_AKWC02000002.1_cds_WP_000709511.1_3602	29.730	333	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000601375.1_1497	25.091	275	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_001067557.1_1447	30.350	257	329
WP_000646254.1	lcl|NZ_AKWC02000020.1_cds_WP_000688695.1_2556	28.975	283	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000475904.1_1506	27.737	274	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000410273.1_1441	25.705	319	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_001074785.1_1705	29.057	265	329
WP_000646254.1	lcl|NZ_AKWC02000021.1_cds_WP_001003555.1_2271	25.148	338	329
WP_000646254.1	lcl|NZ_AKWC02000024.1_cds_WP_000487322.1_1495	27.077	325	329
WP_000774259.1	lcl|NZ_AKWC02000024.1_cds_WP_000774262.1_1445	98.127	267	267
WP_000774259.1	lcl|NZ_AKWC02000024.1_cds_WP_000859505.1_1494	25.820	244	267
WP_000774259.1	lcl|NZ_AKWC02000024.1_cds_WP_000800438.1_1475	24.786	234	267
WP_000774259.1	lcl|NZ_AKWC02000024.1_cds_WP_000842260.1_1524	26.316	190	267
WP_000774259.1	lcl|NZ_AKWC02000020.1_cds_WP_000667727.1_2533	31.818	110	267
WP_000774259.1	lcl|NZ_AKWC02000015.1_cds_WP_000805357.1_2983	26.190	210	267
WP_002072162.1	lcl|NZ_AKWC02000024.1_cds_WP_000612797.1_1446	98.232	509	509
WP_002072162.1	lcl|NZ_AKWC02000024.1_cds_WP_000291591.1_1629	26.911	327	509
WP_002072162.1	lcl|NZ_AKWC02000024.1_cds_WP_000364507.1_1630	31.111	90	509
WP_002072162.1	lcl|NZ_AKWC02000024.1_cds_WP_000612797.1_1446	98.232	509	509
WP_002072162.1	lcl|NZ_AKWC02000024.1_cds_WP_000291591.1_1629	26.911	327	509
WP_002072162.1	lcl|NZ_AKWC02000024.1_cds_WP_000364507.1_1630	31.111	90	509
WP_001067557.1	lcl|NZ_AKWC02000024.1_cds_WP_001067557.1_1447	100.000	330	330
WP_001067557.1	lcl|NZ_AKWC02000024.1_cds_WP_000646250.1_1444	28.664	307	330
WP_001067557.1	lcl|NZ_AKWC02000024.1_cds_WP_000600889.1_1470	26.316	266	330
WP_001067557.1	lcl|NZ_AKWC02000020.1_cds_WP_001984071.1_2576	25.735	272	330
WP_001067557.1	lcl|NZ_AKWC02000021.1_cds_WP_001003555.1_2271	28.395	243	330
WP_001067557.1	lcl|NZ_AKWC02000039.1_cds_WP_000744700.1_88	26.812	276	330
WP_001067557.1	lcl|NZ_AKWC02000024.1_cds_WP_000723090.1_1523	23.724	333	330
WP_001067557.1	lcl|NZ_AKWC02000039.1_cds_WP_000649925.1_248	28.854	253	330
WP_001067557.1	lcl|NZ_AKWC02000020.1_cds_WP_000688695.1_2556	25.681	257	330
WP_001067557.1	lcl|NZ_AKWC02000024.1_cds_WP_000601375.1_1497	26.545	275	330
WP_001067557.1	lcl|NZ_AKWC02000024.1_cds_WP_000410273.1_1441	24.695	328	330
WP_001198107.1	lcl|NZ_AKWC02000024.1_cds_WP_001198107.1_1448	100.000	366	366
WP_001198107.1	lcl|NZ_AKWC02000024.1_cds_WP_000608295.1_1449	39.726	365	366
WP_001198107.1	lcl|NZ_AKWC02000024.1_cds_WP_000575178.1_1517	34.262	359	366
WP_001198107.1	lcl|NZ_AKWC02000020.1_cds_WP_001281953.1_2542	27.441	379	366
WP_001198107.1	lcl|NZ_AKWC02000024.1_cds_WP_000346036.1_1478	28.090	356	366
WP_001198107.1	lcl|NZ_AKWC02000024.1_cds_WP_000582222.1_1459	31.111	360	366
WP_001198107.1	lcl|NZ_AKWC02000010.1_cds_WP_000538752.1_3300	29.692	357	366
WP_001198107.1	lcl|NZ_AKWC02000024.1_cds_WP_000947844.1_1471	26.667	345	366
WP_001198107.1	lcl|NZ_AKWC02000020.1_cds_WP_001982414.1_2458	31.579	190	366
WP_000608294.1	lcl|NZ_AKWC02000024.1_cds_WP_000608295.1_1449	99.728	367	367
WP_000608294.1	lcl|NZ_AKWC02000024.1_cds_WP_001198107.1_1448	39.452	365	367
WP_000608294.1	lcl|NZ_AKWC02000024.1_cds_WP_000575178.1_1517	36.712	365	367
WP_000608294.1	lcl|NZ_AKWC02000010.1_cds_WP_000538752.1_3300	30.189	371	367
WP_000608294.1	lcl|NZ_AKWC02000024.1_cds_WP_000582222.1_1459	35.385	325	367
WP_000608294.1	lcl|NZ_AKWC02000020.1_cds_WP_001281953.1_2542	30.208	384	367
WP_000608294.1	lcl|NZ_AKWC02000024.1_cds_WP_000346036.1_1478	24.397	373	367
WP_000608294.1	lcl|NZ_AKWC02000024.1_cds_WP_000947844.1_1471	26.404	356	367
WP_000608294.1	lcl|NZ_AKWC02000020.1_cds_WP_001982414.1_2458	25.698	358	367
WP_000689740.1	lcl|NZ_AKWC02000024.1_cds_WP_000689743.1_1450	99.816	544	544
WP_000689740.1	lcl|NZ_AKWC02000024.1_cds_WP_000689743.1_1450	99.816	544	544
WP_000342716.1	lcl|NZ_AKWC02000024.1_cds_WP_000342713.1_1451	99.623	265	265
WP_000342716.1	lcl|NZ_AKWC02000025.1_cds_WP_001002663.1_1284	44.856	243	265
WP_001246619.1	lcl|NZ_AKWC02000024.1_cds_WP_001246618.1_1452	96.774	310	310
WP_001246619.1	lcl|NZ_AKWC02000011.1_cds_WP_000501205.1_3259	38.158	304	310
WP_001246619.1	lcl|NZ_AKWC02000012.1_cds_WP_001183723.1_3070	25.163	306	310
WP_001246619.1	lcl|NZ_AKWC02000024.1_cds_WP_000279894.1_1981	24.809	262	310
WP_001246619.1	lcl|NZ_AKWC02000024.1_cds_WP_001246618.1_1452	96.774	310	310
WP_001246619.1	lcl|NZ_AKWC02000011.1_cds_WP_000501205.1_3259	38.158	304	310
WP_001246619.1	lcl|NZ_AKWC02000012.1_cds_WP_001183723.1_3070	25.163	306	310
WP_001246619.1	lcl|NZ_AKWC02000024.1_cds_WP_000279894.1_1981	24.809	262	310
WP_000479980.1	lcl|NZ_AKWC02000024.1_cds_WP_000479982.1_1453	99.621	264	264
WP_000715958.1	lcl|NZ_AKWC02000024.1_cds_WP_000715958.1_1454	100.000	131	131
WP_001088861.1	lcl|NZ_AKWC02000024.1_cds_WP_001088866.1_1455	98.611	144	144
WP_001088861.1	lcl|NZ_AKWC02000027.1_cds_WP_002069656.1_1109	42.857	56	144
WP_000517242.1	lcl|NZ_AKWC02000024.1_cds_WP_000517242.1_1456	100.000	221	221
WP_000517242.1	lcl|NZ_AKWC02000039.1_cds_WP_001082180.1_117	28.205	78	221
WP_000517242.1	lcl|NZ_AKWC02000011.1_cds_WP_001069834.1_3238	27.523	109	221
WP_228003844.1	lcl|NZ_AKWC02000024.1_cds_WP_042709618.1_2043	82.353	34	34
WP_001018782.1	lcl|NZ_AKWC02000024.1_cds_WP_229309472.1_2044	81.818	77	77
WP_000282882.1	lcl|NZ_AKWC02000024.1_cds_WP_000282880.1_1519	99.267	273	273
WP_000282882.1	lcl|NZ_AKWC02000024.1_cds_WP_001068986.1_1498	31.760	233	273
WP_000282882.1	lcl|NZ_AKWC02000034.1_cds_WP_001099029.1_588	34.737	190	273
WP_000282882.1	lcl|NZ_AKWC02000024.1_cds_WP_000854002.1_1520	26.457	223	273
WP_000282882.1	lcl|NZ_AKWC02000024.1_cds_WP_000560752.1_1518	32.075	106	273
WP_000282882.1	lcl|NZ_AKWC02000020.1_cds_WP_000262844.1_2383	25.137	183	273
WP_000282882.1	lcl|NZ_AKWC02000015.1_cds_WP_000868621.1_2961	31.111	90	273
WP_000282882.1	lcl|NZ_AKWC02000024.1_cds_WP_000579813.1_1467	30.769	91	273
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_000854002.1_1520	99.313	582	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_001068986.1_1498	37.398	123	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_000282880.1_1519	26.457	223	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_000560752.1_1518	30.769	247	582
WP_000853988.1	lcl|NZ_AKWC02000034.1_cds_WP_001099029.1_588	27.723	202	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_000854002.1_1520	99.313	582	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_001068986.1_1498	37.398	123	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_000282880.1_1519	26.457	223	582
WP_000853988.1	lcl|NZ_AKWC02000024.1_cds_WP_000560752.1_1518	30.769	247	582
WP_000853988.1	lcl|NZ_AKWC02000034.1_cds_WP_001099029.1_588	27.723	202	582
WP_001159758.1	lcl|NZ_AKWC02000024.1_cds_WP_001159758.1_1521	100.000	186	186
WP_000642146.1	lcl|NZ_AKWC02000024.1_cds_WP_000642158.1_1522	98.039	306	306
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000723090.1_1523	99.702	336	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000646250.1_1444	31.343	335	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000600889.1_1470	28.274	336	349
WP_000723091.1	lcl|NZ_AKWC02000039.1_cds_WP_000649925.1_248	27.077	325	349
WP_000723091.1	lcl|NZ_AKWC02000039.1_cds_WP_000744700.1_88	26.567	335	349
WP_000723091.1	lcl|NZ_AKWC02000002.1_cds_WP_000709511.1_3602	26.647	334	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000487322.1_1495	23.099	342	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_001067557.1_1447	23.423	333	349
WP_000723091.1	lcl|NZ_AKWC02000020.1_cds_WP_001984071.1_2576	23.373	338	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000475904.1_1506	26.908	249	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000410273.1_1441	23.611	288	349
WP_000723091.1	lcl|NZ_AKWC02000027.1_cds_WP_000457972.1_1036	28.571	154	349
WP_000723091.1	lcl|NZ_AKWC02000024.1_cds_WP_000601375.1_1497	23.596	267	349
WP_000723091.1	lcl|NZ_AKWC02000020.1_cds_WP_000688695.1_2556	23.577	246	349
WP_000723091.1	lcl|NZ_AKWC02000021.1_cds_WP_001003555.1_2271	23.121	346	349
WP_000842260.1	lcl|NZ_AKWC02000024.1_cds_WP_000842260.1_1524	100.000	294	294
WP_000842260.1	lcl|NZ_AKWC02000024.1_cds_WP_000800438.1_1475	32.609	184	294
WP_000842260.1	lcl|NZ_AKWC02000024.1_cds_WP_000774262.1_1445	26.316	190	294
WP_000878674.1	lcl|NZ_AKWC02000024.1_cds_WP_000878673.1_1525	99.691	324	324
WP_000878674.1	lcl|NZ_AKWC02000024.1_cds_WP_000394235.1_1527	23.451	226	324
WP_001114273.1	lcl|NZ_AKWC02000024.1_cds_WP_001114267.1_1526	99.670	303	303
WP_000394243.1	lcl|NZ_AKWC02000024.1_cds_WP_000394235.1_1527	98.582	282	282
WP_000394243.1	lcl|NZ_AKWC02000024.1_cds_WP_000878673.1_1525	23.451	226	282
WP_000827955.1	lcl|NZ_AKWC02000024.1_cds_WP_000827971.1_1528	99.138	464	464
WP_001256699.1	lcl|NZ_AKWC02000001.1_cds_WP_001237996.1_3625	23.481	362	699
WP_002072239.1	lcl|NZ_AKWC02000012.1_cds_WP_002067912.1_3124	25.688	218	333
