WP_000340715.1	lcl|NZ_AOVM01000050.1_cds_WP_000340715.1_989	100.000	86	106
WP_000410266.1	lcl|NZ_AOVM01000050.1_cds_WP_000410273.1_988	99.363	314	314
WP_000410266.1	lcl|NZ_AOVM01000050.1_cds_WP_000093099.1_968	46.988	83	314
WP_000410266.1	lcl|NZ_AOVM01000050.1_cds_WP_000646250.1_985	25.392	319	314
WP_000410266.1	lcl|NZ_AOVM01000138.1_cds_WP_000744700.1_3645	24.383	324	314
WP_000410266.1	lcl|NZ_AOVM01000050.1_cds_WP_000600889.1_959	25.269	186	314
WP_000410266.1	lcl|NZ_AOVM01000050.1_cds_WP_000723090.1_906	23.958	288	314
WP_000410266.1	lcl|NZ_AOVM01000050.1_cds_WP_001067557.1_982	24.695	328	314
WP_000604525.1	lcl|NZ_AOVM01000050.1_cds_WP_000604524.1_987	99.178	365	365
WP_000884059.1	lcl|NZ_AOVM01000050.1_cds_WP_000884059.1_986	100.000	185	185
WP_000884059.1	lcl|NZ_AOVM01000123.1_cds_WP_000351733.1_2962	40.000	140	185
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000646250.1_985	98.784	329	329
WP_000646254.1	lcl|NZ_AOVM01000138.1_cds_WP_000744700.1_3645	31.746	315	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000723090.1_906	31.045	335	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000600889.1_959	34.109	258	329
WP_000646254.1	lcl|NZ_AOVM01000039.1_cds_WP_001984071.1_699	31.475	305	329
WP_000646254.1	lcl|NZ_AOVM01000101.1_cds_WP_000649925.1_2208	30.183	328	329
WP_000646254.1	lcl|NZ_AOVM01000028.1_cds_WP_000709511.1_526	29.730	333	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000601375.1_932	25.091	275	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_001067557.1_982	30.350	257	329
WP_000646254.1	lcl|NZ_AOVM01000087.1_cds_WP_000688695.1_1797	28.975	283	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000475904.1_923	27.737	274	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000410273.1_988	25.705	319	329
WP_000646254.1	lcl|NZ_AOVM01000016.1_cds_WP_001074785.1_235	29.057	265	329
WP_000646254.1	lcl|NZ_AOVM01000106.1_cds_WP_001003555.1_2368	25.148	338	329
WP_000646254.1	lcl|NZ_AOVM01000050.1_cds_WP_000487322.1_934	27.077	325	329
WP_000774259.1	lcl|NZ_AOVM01000050.1_cds_WP_000774262.1_984	98.127	267	267
WP_000774259.1	lcl|NZ_AOVM01000050.1_cds_WP_000859505.1_935	25.820	244	267
WP_000774259.1	lcl|NZ_AOVM01000050.1_cds_WP_000800438.1_954	24.786	234	267
WP_000774259.1	lcl|NZ_AOVM01000050.1_cds_WP_000842260.1_905	26.316	190	267
WP_000774259.1	lcl|NZ_AOVM01000137.1_cds_WP_000667727.1_3538	31.818	110	267
WP_000774259.1	lcl|NZ_AOVM01000108.1_cds_WP_000805357.1_2411	26.190	210	267
WP_002072162.1	lcl|NZ_AOVM01000050.1_cds_WP_000612797.1_983	98.232	509	509
