WP_000340715.1	lcl|NZ_RQFT01000015.1_cds_WP_135594790.1_3449	63.514	74	106
WP_000410266.1	lcl|NZ_RQFT01000015.1_cds_WP_135771956.1_3450	81.529	314	314
WP_000410266.1	lcl|NZ_RQFT01000015.1_cds_WP_135771987.1_3504	23.377	308	314
WP_000410266.1	lcl|NZ_RQFT01000003.1_cds_WP_135753425.1_516	23.457	324	314
WP_000410266.1	lcl|NZ_RQFT01000015.1_cds_WP_135754283.1_3502	23.741	278	314
WP_000410266.1	lcl|NZ_RQFT01000001.1_cds_WP_135753811.1_3194	24.118	170	314
WP_000410266.1	lcl|NZ_RQFT01000017.1_cds_WP_135740844.1_3567	22.812	320	314
WP_000884059.1	lcl|NZ_RQFT01000015.1_cds_WP_135754301.1_3482	31.088	193	185
WP_000884059.1	lcl|NZ_RQFT01000011.1_cds_WP_135741918.1_1665	30.000	170	185
WP_000646254.1	lcl|NZ_RQFT01000015.1_cds_WP_135754283.1_3502	32.890	301	329
WP_000646254.1	lcl|NZ_RQFT01000015.1_cds_WP_135771987.1_3504	32.550	298	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135753425.1_516	30.573	314	329
WP_000646254.1	lcl|NZ_RQFT01000017.1_cds_WP_135740844.1_3567	30.065	306	329
WP_000646254.1	lcl|NZ_RQFT01000001.1_cds_WP_135753811.1_3194	29.326	341	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135740016.1_489	28.479	309	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135770028.1_127	27.950	322	329
WP_000646254.1	lcl|NZ_RQFT01000015.1_cds_WP_135771956.1_3450	27.987	318	329
WP_000646254.1	lcl|NZ_RQFT01000015.1_cds_WP_135771983.1_3495	22.472	267	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135770060.1_180	25.100	251	329
WP_000646254.1	lcl|NZ_RQFT01000015.1_cds_WP_135771982.1_3492	37.302	126	329
WP_000646254.1	lcl|NZ_RQFT01000015.1_cds_WP_135771988.1_3506	26.154	260	329
WP_000646254.1	lcl|NZ_RQFT01000011.1_cds_WP_135771513.1_2023	25.188	266	329
WP_000646254.1	lcl|NZ_RQFT01000001.1_cds_WP_208730825.1_3205	24.026	308	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135739943.1_568	28.112	249	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135770054.1_172	22.761	268	329
WP_000646254.1	lcl|NZ_RQFT01000003.1_cds_WP_135770351.1_857	25.698	179	329
