WP_000340715.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583224.1_115	61.538	78	106
WP_000410266.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583227.1_118	80.323	310	314
WP_000410266.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	27.070	314	314
WP_000410266.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	23.438	320	314
WP_000410266.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	22.120	217	314
WP_000410266.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	24.339	189	314
WP_000410266.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587403.1_1018	22.741	321	314
WP_000884059.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583564.1_511	33.065	124	185
WP_000646254.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	30.892	314	329
WP_000646254.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587403.1_1018	30.255	314	329
WP_000646254.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	26.786	336	329
WP_000646254.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	28.869	336	329
WP_000646254.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	28.296	311	329
WP_000646254.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587715.1_1206	27.864	323	329
WP_000646254.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583227.1_118	25.786	318	329
WP_000646254.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583268.1_159	25.283	265	329
WP_000646254.1	lcl|NZ_RQGQ01000014.1_cds_WP_208729531.1_2971	26.407	231	329
WP_000646254.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588454.1_1667	27.711	249	329
WP_000646254.1	lcl|NZ_RQGQ01000022.1_cds_WP_135588873.1_3445	22.179	257	329
WP_000774259.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583293.1_220	23.755	261	267
WP_000774259.1	lcl|NZ_RQGQ01000004.1_cds_WP_341867405.1_116	24.883	213	267
WP_000774259.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587594.1_1125	26.901	171	267
WP_000774259.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585813.1_2983	25.641	195	267
WP_002072162.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583532.1_489	23.529	323	509
WP_002072162.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583531.1_488	28.302	106	509
WP_002072162.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583532.1_489	23.529	323	509
WP_002072162.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583531.1_488	28.302	106	509
WP_001067557.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587403.1_1018	24.101	278	330
WP_001067557.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	27.536	276	330
WP_001067557.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	24.848	330	330
WP_001067557.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	25.188	266	330
WP_001067557.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587702.1_1189	28.824	170	330
WP_001067557.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	23.529	323	330
WP_001067557.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588454.1_1667	24.390	205	330
WP_001067557.1	lcl|NZ_RQGQ01000022.1_cds_WP_135588873.1_3445	30.323	155	330
WP_001198107.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583243.1_134	35.632	348	366
WP_001198107.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587890.1_1326	28.609	381	366
WP_001198107.1	lcl|NZ_RQGQ01000016.1_cds_WP_135587122.1_2283	28.612	353	366
WP_000608294.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583243.1_134	36.236	356	367
WP_000608294.1	lcl|NZ_RQGQ01000016.1_cds_WP_135587122.1_2283	29.144	374	367
WP_000608294.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587890.1_1326	29.101	378	367
WP_000608294.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586544.1_1925	26.331	357	367
WP_000608294.1	lcl|NZ_RQGQ01000011.1_cds_WP_135584995.1_2615	35.106	94	367
WP_000342716.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586449.1_1871	40.741	243	265
WP_001246619.1	lcl|NZ_RQGQ01000001.1_cds_WP_135583022.1_3254	36.129	310	310
WP_001246619.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585127.1_2686	28.664	307	310
WP_001246619.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583675.1_576	23.574	263	310
WP_001246619.1	lcl|NZ_RQGQ01000001.1_cds_WP_135583022.1_3254	36.129	310	310
WP_001246619.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585127.1_2686	28.664	307	310
WP_001246619.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583675.1_576	23.574	263	310
WP_001088861.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585083.1_2661	39.683	63	144
WP_000517242.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583717.1_602	30.328	122	221
WP_000282882.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583256.1_147	29.752	242	273
WP_000282882.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583485.1_435	29.333	225	273
WP_000282882.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583254.1_145	30.332	211	273
WP_000282882.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583251.1_142	26.860	242	273
WP_000282882.1	lcl|NZ_RQGQ01000022.1_cds_WP_167481732.1_3419	26.953	256	273
WP_000282882.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583262.1_153	27.679	112	273
WP_000282882.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583259.1_150	33.684	95	273
WP_000282882.1	lcl|NZ_RQGQ01000009.1_cds_WP_135584890.1_2573	29.348	92	273
WP_000853988.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583256.1_147	37.500	120	582
WP_000853988.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583485.1_435	32.558	129	582
WP_000853988.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583251.1_142	24.138	232	582
WP_000853988.1	lcl|NZ_RQGQ01000009.1_cds_WP_135584890.1_2573	23.214	112	582
WP_000853988.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583256.1_147	37.500	120	582
WP_000853988.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583485.1_435	32.558	129	582
WP_000853988.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583251.1_142	24.138	232	582
WP_000853988.1	lcl|NZ_RQGQ01000009.1_cds_WP_135584890.1_2573	23.214	112	582
WP_000723091.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583226.1_117	52.108	332	349
WP_000723091.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585811.1_2982	28.000	350	349
WP_000723091.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587715.1_1206	25.519	337	349
WP_000723091.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588384.1_1604	28.632	234	349
WP_000723091.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588334.1_1577	24.779	339	349
WP_000723091.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583227.1_118	22.599	354	349
WP_000723091.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587403.1_1018	24.169	331	349
WP_000723091.1	lcl|NZ_RQGQ01000014.1_cds_WP_208729531.1_2971	31.690	142	349
WP_000842260.1	lcl|NZ_RQGQ01000004.1_cds_WP_341867405.1_116	58.131	289	294
WP_000842260.1	lcl|NZ_RQGQ01000014.1_cds_WP_135585813.1_2983	27.103	214	294
WP_000878674.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583254.1_145	26.695	236	324
WP_000827955.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587607.1_1135	36.215	428	464
WP_001256699.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584216.1_896	27.568	370	699
WP_002072239.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588275.1_1545	25.234	214	333
WP_002072239.1	lcl|NZ_RQGQ01000001.1_cds_WP_135582938.1_3160	23.457	243	333
WP_002072239.1	lcl|NZ_RQGQ01000017.1_cds_WP_135588275.1_1545	25.234	214	333
WP_002072239.1	lcl|NZ_RQGQ01000001.1_cds_WP_135582938.1_3160	23.457	243	333
WP_001046777.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583241.1_132	27.559	127	392
WP_001046777.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583240.1_131	27.523	109	392
WP_001046777.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584223.1_900	26.178	191	392
WP_001046777.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583136.1_23	26.761	142	392
WP_000564977.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587992.1_1387	28.777	139	174
WP_000228801.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587890.1_1326	27.415	383	362
WP_000228801.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583243.1_134	34.545	275	362
WP_000228801.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586544.1_1925	23.873	377	362
WP_000228801.1	lcl|NZ_RQGQ01000016.1_cds_WP_135587122.1_2283	30.233	258	362
WP_000228801.1	lcl|NZ_RQGQ01000011.1_cds_WP_135584995.1_2615	28.571	126	362
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587854.1_1306	37.795	254	596
WP_002072224.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586824.1_2087	36.596	235	596
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587960.1_1370	34.649	228	596
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587393.1_1012	35.745	235	596
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587389.1_1010	30.769	325	596
WP_002072224.1	lcl|NZ_RQGQ01000009.1_cds_WP_244288247.1_2586	27.964	329	596
WP_002072224.1	lcl|NZ_RQGQ01000020.1_cds_WP_135588760.1_3397	30.233	215	596
WP_002072224.1	lcl|NZ_RQGQ01000001.1_cds_WP_135582961.1_3184	26.991	226	596
WP_002072224.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586230.1_1736	27.397	219	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584325.1_483	25.974	231	596
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587546.1_1101	26.941	219	596
WP_002072224.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585055.1_2646	28.505	214	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583340.1_274	27.149	221	596
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587432.1_1038	29.091	220	596
WP_002072224.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585208.1_2736	27.155	232	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583307.1_237	25.941	239	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583816.1_658	28.571	224	596
WP_002072224.1	lcl|NZ_RQGQ01000009.1_cds_WP_135584653.1_2436	27.536	207	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583562.1_510	25.688	218	596
WP_002072224.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585347.1_2816	23.200	250	596
WP_002072224.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585347.1_2816	25.806	155	596
WP_002072224.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586574.1_1944	25.551	227	596
WP_002072224.1	lcl|NZ_RQGQ01000016.1_cds_WP_135586574.1_1944	24.468	188	596
WP_002072224.1	lcl|NZ_RQGQ01000011.1_cds_WP_135585071.1_2654	26.047	215	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583286.1_213	22.170	212	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583284.1_211	25.481	208	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135584367.1_800	26.554	177	596
WP_002072224.1	lcl|NZ_RQGQ01000017.1_cds_WP_135587433.1_1039	22.984	248	596
WP_002072224.1	lcl|NZ_RQGQ01000004.1_cds_WP_135583237.1_128	26.238	202	596
