WP_000340715.1	lcl|NZ_AOVR01000084.1_cds_WP_000340715.1_1975	100.000	86	106
WP_000410266.1	lcl|NZ_AOVR01000084.1_cds_WP_000410273.1_1974	99.363	314	314
WP_000410266.1	lcl|NZ_AOVR01000084.1_cds_WP_000093099.1_1954	46.988	83	314
WP_000410266.1	lcl|NZ_AOVR01000084.1_cds_WP_000646250.1_1971	25.392	319	314
WP_000410266.1	lcl|NZ_AOVR01000119.1_cds_WP_000744700.1_2990	24.383	324	314
WP_000410266.1	lcl|NZ_AOVR01000084.1_cds_WP_000600889.1_1945	25.269	186	314
WP_000410266.1	lcl|NZ_AOVR01000084.1_cds_WP_000723090.1_1892	23.958	288	314
WP_000410266.1	lcl|NZ_AOVR01000084.1_cds_WP_001067557.1_1968	24.695	328	314
WP_000604525.1	lcl|NZ_AOVR01000084.1_cds_WP_000604524.1_1973	99.178	365	365
WP_000884059.1	lcl|NZ_AOVR01000084.1_cds_WP_000884059.1_1972	100.000	185	185
WP_000884059.1	lcl|NZ_AOVR01000086.1_cds_WP_000351733.1_2054	40.000	140	185
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000646250.1_1971	98.784	329	329
WP_000646254.1	lcl|NZ_AOVR01000119.1_cds_WP_000744700.1_2990	31.746	315	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000723090.1_1892	31.045	335	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000600889.1_1945	34.109	258	329
WP_000646254.1	lcl|NZ_AOVR01000015.1_cds_WP_001984071.1_298	31.475	305	329
WP_000646254.1	lcl|NZ_AOVR01000103.1_cds_WP_000649925.1_2549	30.183	328	329
WP_000646254.1	lcl|NZ_AOVR01000037.1_cds_WP_000709511.1_761	29.730	333	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000601375.1_1918	25.091	275	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_001067557.1_1968	30.350	257	329
WP_000646254.1	lcl|NZ_AOVR01000085.1_cds_WP_000688695.1_1985	28.975	283	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000475904.1_1909	27.737	274	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000410273.1_1974	25.705	319	329
WP_000646254.1	lcl|NZ_AOVR01000025.1_cds_WP_001074785.1_558	29.057	265	329
WP_000646254.1	lcl|NZ_AOVR01000113.1_cds_WP_001003555.1_2756	25.148	338	329
WP_000646254.1	lcl|NZ_AOVR01000084.1_cds_WP_000487322.1_1920	27.077	325	329
WP_000774259.1	lcl|NZ_AOVR01000084.1_cds_WP_000774262.1_1970	98.127	267	267
WP_000774259.1	lcl|NZ_AOVR01000084.1_cds_WP_000859505.1_1921	25.820	244	267
WP_000774259.1	lcl|NZ_AOVR01000084.1_cds_WP_000800438.1_1940	24.786	234	267
WP_000774259.1	lcl|NZ_AOVR01000084.1_cds_WP_000842260.1_1891	26.316	190	267
WP_000774259.1	lcl|NZ_AOVR01000101.1_cds_WP_000667727.1_2481	31.818	110	267
WP_000774259.1	lcl|NZ_AOVR01000096.1_cds_WP_000805357.1_2299	26.190	210	267
WP_002072162.1	lcl|NZ_AOVR01000084.1_cds_WP_000612797.1_1969	98.232	509	509
WP_002072162.1	lcl|NZ_AOVR01000111.1_cds_WP_000291591.1_2674	26.911	327	509
WP_002072162.1	lcl|NZ_AOVR01000111.1_cds_WP_000364507.1_2675	31.111	90	509
WP_002072162.1	lcl|NZ_AOVR01000084.1_cds_WP_000612797.1_1969	98.232	509	509
WP_002072162.1	lcl|NZ_AOVR01000111.1_cds_WP_000291591.1_2674	26.911	327	509
WP_002072162.1	lcl|NZ_AOVR01000111.1_cds_WP_000364507.1_2675	31.111	90	509
WP_001067557.1	lcl|NZ_AOVR01000084.1_cds_WP_001067557.1_1968	100.000	330	330
WP_001067557.1	lcl|NZ_AOVR01000084.1_cds_WP_000646250.1_1971	28.664	307	330
WP_001067557.1	lcl|NZ_AOVR01000084.1_cds_WP_000600889.1_1945	26.316	266	330
WP_001067557.1	lcl|NZ_AOVR01000015.1_cds_WP_001984071.1_298	25.735	272	330
WP_001067557.1	lcl|NZ_AOVR01000113.1_cds_WP_001003555.1_2756	28.395	243	330
WP_001067557.1	lcl|NZ_AOVR01000119.1_cds_WP_000744700.1_2990	26.812	276	330
WP_001067557.1	lcl|NZ_AOVR01000084.1_cds_WP_000723090.1_1892	23.724	333	330
WP_001067557.1	lcl|NZ_AOVR01000103.1_cds_WP_000649925.1_2549	28.854	253	330
WP_001067557.1	lcl|NZ_AOVR01000085.1_cds_WP_000688695.1_1985	25.681	257	330
WP_001067557.1	lcl|NZ_AOVR01000084.1_cds_WP_000601375.1_1918	26.545	275	330
WP_001067557.1	lcl|NZ_AOVR01000084.1_cds_WP_000410273.1_1974	24.695	328	330
WP_001198107.1	lcl|NZ_AOVR01000084.1_cds_WP_001198107.1_1967	100.000	366	366
WP_001198107.1	lcl|NZ_AOVR01000084.1_cds_WP_000608295.1_1966	39.726	365	366
WP_001198107.1	lcl|NZ_AOVR01000084.1_cds_WP_000575178.1_1898	34.262	359	366
WP_001198107.1	lcl|NZ_AOVR01000026.1_cds_WP_001281953.1_568	27.441	379	366
WP_001198107.1	lcl|NZ_AOVR01000084.1_cds_WP_000346036.1_1937	28.090	356	366
WP_001198107.1	lcl|NZ_AOVR01000084.1_cds_WP_000582222.1_1956	31.111	360	366
WP_001198107.1	lcl|NZ_AOVR01000095.1_cds_WP_000538752.1_2282	29.692	357	366
WP_001198107.1	lcl|NZ_AOVR01000084.1_cds_WP_000947844.1_1944	26.667	345	366
WP_001198107.1	lcl|NZ_AOVR01000110.1_cds_WP_001982414.1_2660	31.579	190	366
WP_000608294.1	lcl|NZ_AOVR01000084.1_cds_WP_000608295.1_1966	99.728	367	367
WP_000608294.1	lcl|NZ_AOVR01000084.1_cds_WP_001198107.1_1967	39.452	365	367
WP_000608294.1	lcl|NZ_AOVR01000084.1_cds_WP_000575178.1_1898	36.712	365	367
WP_000608294.1	lcl|NZ_AOVR01000095.1_cds_WP_000538752.1_2282	30.189	371	367
WP_000608294.1	lcl|NZ_AOVR01000084.1_cds_WP_000582222.1_1956	35.385	325	367
WP_000608294.1	lcl|NZ_AOVR01000026.1_cds_WP_001281953.1_568	30.208	384	367
WP_000608294.1	lcl|NZ_AOVR01000084.1_cds_WP_000346036.1_1937	24.397	373	367
WP_000608294.1	lcl|NZ_AOVR01000084.1_cds_WP_000947844.1_1944	26.404	356	367
WP_000608294.1	lcl|NZ_AOVR01000110.1_cds_WP_001982414.1_2660	25.698	358	367
WP_000689740.1	lcl|NZ_AOVR01000084.1_cds_WP_000689743.1_1965	99.816	544	544
WP_000689740.1	lcl|NZ_AOVR01000084.1_cds_WP_000689743.1_1965	99.816	544	544
WP_000342716.1	lcl|NZ_AOVR01000084.1_cds_WP_000342713.1_1964	99.623	265	265
WP_000342716.1	lcl|NZ_AOVR01000005.1_cds_WP_001002663.1_57	44.856	243	265
WP_001246619.1	lcl|NZ_AOVR01000084.1_cds_WP_001246618.1_1963	96.774	310	310
WP_001246619.1	lcl|NZ_AOVR01000052.1_cds_WP_000501205.1_929	38.158	304	310
WP_001246619.1	lcl|NZ_AOVR01000076.1_cds_WP_001183723.1_1524	25.163	306	310
WP_001246619.1	lcl|NZ_AOVR01000127.1_cds_WP_000279894.1_3357	24.809	262	310
WP_001246619.1	lcl|NZ_AOVR01000084.1_cds_WP_001246618.1_1963	96.774	310	310
WP_001246619.1	lcl|NZ_AOVR01000052.1_cds_WP_000501205.1_929	38.158	304	310
WP_001246619.1	lcl|NZ_AOVR01000076.1_cds_WP_001183723.1_1524	25.163	306	310
WP_001246619.1	lcl|NZ_AOVR01000127.1_cds_WP_000279894.1_3357	24.809	262	310
WP_000479980.1	lcl|NZ_AOVR01000084.1_cds_WP_000479982.1_1962	99.621	264	264
WP_000715958.1	lcl|NZ_AOVR01000084.1_cds_WP_000715958.1_1961	100.000	131	131
WP_001088861.1	lcl|NZ_AOVR01000084.1_cds_WP_001088866.1_1960	98.611	144	144
WP_001088861.1	lcl|NZ_AOVR01000114.1_cds_WP_232420505.1_2853	42.857	56	144
WP_000517242.1	lcl|NZ_AOVR01000084.1_cds_WP_000517242.1_1959	100.000	221	221
WP_000517242.1	lcl|NZ_AOVR01000119.1_cds_WP_001082180.1_3019	28.205	78	221
WP_000517242.1	lcl|NZ_AOVR01000034.1_cds_WP_001069834.1_687	27.523	109	221
WP_228003844.1	lcl|NZ_AOVR01000127.1_cds_WP_042709618.1_3296	82.353	34	34
WP_001018782.1	lcl|NZ_AOVR01000127.1_cds_WP_151314046.1_3295	81.818	77	77
WP_000282882.1	lcl|NZ_AOVR01000084.1_cds_WP_000282880.1_1896	99.267	273	273
WP_000282882.1	lcl|NZ_AOVR01000084.1_cds_WP_001068986.1_1917	31.760	233	273
WP_000282882.1	lcl|NZ_AOVR01000082.1_cds_WP_001099029.1_1727	34.737	190	273
WP_000282882.1	lcl|NZ_AOVR01000084.1_cds_WP_000854002.1_1895	26.457	223	273
WP_000282882.1	lcl|NZ_AOVR01000084.1_cds_WP_000560752.1_1897	32.075	106	273
WP_000282882.1	lcl|NZ_AOVR01000130.1_cds_WP_000262844.1_3414	25.137	183	273
