WP_000340715.1	lcl|NZ_BFBB01000002.1_cds_WP_108973983.1_291	52.500	80	106
WP_000410266.1	lcl|NZ_BFBB01000002.1_cds_WP_108972993.1_303	26.071	280	314
WP_000410266.1	lcl|NZ_BFBB01000008.1_cds_WP_108977869.1_3066	24.611	321	314
WP_000410266.1	lcl|NZ_BFBB01000002.1_cds_WP_108972967.1_290	24.211	190	314
WP_000410266.1	lcl|NZ_BFBB01000009.1_cds_WP_108978222.1_3353	25.532	188	314
WP_000410266.1	lcl|NZ_BFBB01000002.1_cds_WP_108973052.1_333	23.297	279	314
WP_000884059.1	lcl|NZ_BFBB01000002.1_cds_WP_108973424.1_522	32.738	168	185
WP_000646254.1	lcl|NZ_BFBB01000002.1_cds_WP_108972993.1_303	33.333	318	329
WP_000646254.1	lcl|NZ_BFBB01000008.1_cds_WP_108977869.1_3066	30.915	317	329
WP_000646254.1	lcl|NZ_BFBB01000008.1_cds_WP_108977999.1_3213	32.143	308	329
WP_000646254.1	lcl|NZ_BFBB01000002.1_cds_WP_108973052.1_333	28.076	317	329
WP_000646254.1	lcl|NZ_BFBB01000002.1_cds_WP_108972967.1_290	29.674	337	329
WP_000646254.1	lcl|NZ_BFBB01000009.1_cds_WP_108978222.1_3353	29.167	336	329
WP_000646254.1	lcl|NZ_BFBB01000008.1_cds_WP_209452073.1_3040	28.115	313	329
WP_000646254.1	lcl|NZ_BFBB01000008.1_cds_WP_108977542.1_2699	27.500	320	329
WP_000646254.1	lcl|NZ_BFBB01000002.1_cds_WP_108973130.1_371	28.090	267	329
WP_000646254.1	lcl|NZ_BFBB01000009.1_cds_WP_244594481.1_3342	25.890	309	329
WP_000646254.1	lcl|NZ_BFBB01000001.1_cds_WP_108972444.1_35	27.686	242	329
WP_000774259.1	lcl|NZ_BFBB01000002.1_cds_WP_108973003.1_308	31.053	190	267
WP_000774259.1	lcl|NZ_BFBB01000008.1_cds_WP_108977629.1_2792	24.194	248	267
WP_000774259.1	lcl|NZ_BFBB01000002.1_cds_WP_108973247.1_431	25.095	263	267
WP_000774259.1	lcl|NZ_BFBB01000002.1_cds_WP_108972961.1_286	24.599	187	267
WP_000774259.1	lcl|NZ_BFBB01000008.1_cds_WP_108977490.1_2645	24.561	171	267
WP_002072162.1	lcl|NZ_BFBB01000002.1_cds_WP_167836895.1_545	28.657	335	509
WP_002072162.1	lcl|NZ_BFBB01000002.1_cds_WP_167836895.1_545	28.657	335	509
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977999.1_3213	26.351	296	330
WP_001067557.1	lcl|NZ_BFBB01000002.1_cds_WP_108972993.1_303	26.199	271	330
WP_001067557.1	lcl|NZ_BFBB01000002.1_cds_WP_108972967.1_290	25.305	328	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977869.1_3066	27.174	276	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_209452073.1_3040	31.301	246	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977925.1_3134	27.679	224	330
WP_001067557.1	lcl|NZ_BFBB01000009.1_cds_WP_108978222.1_3353	24.224	322	330
WP_001067557.1	lcl|NZ_BFBB01000008.1_cds_WP_108977542.1_2699	30.667	150	330
WP_001198107.1	lcl|NZ_BFBB01000002.1_cds_WP_108973054.1_334	34.444	360	366
WP_001198107.1	lcl|NZ_BFBB01000008.1_cds_WP_108977653.1_2821	28.535	389	366
WP_001198107.1	lcl|NZ_BFBB01000003.1_cds_WP_108974965.1_1284	27.731	357	366
WP_001198107.1	lcl|NZ_BFBB01000002.1_cds_WP_244594247.1_304	25.430	291	366
WP_001198107.1	lcl|NZ_BFBB01000003.1_cds_WP_108975400.1_1515	26.486	185	366
WP_000608294.1	lcl|NZ_BFBB01000002.1_cds_WP_108973054.1_334	38.122	362	367
WP_000608294.1	lcl|NZ_BFBB01000003.1_cds_WP_108974965.1_1284	31.953	338	367
WP_000608294.1	lcl|NZ_BFBB01000008.1_cds_WP_108977653.1_2821	30.159	378	367
WP_000608294.1	lcl|NZ_BFBB01000003.1_cds_WP_108975400.1_1515	27.042	355	367
WP_000608294.1	lcl|NZ_BFBB01000002.1_cds_WP_244594247.1_304	26.797	306	367
WP_000342716.1	lcl|NZ_BFBB01000003.1_cds_WP_108975489.1_1566	43.210	243	265
WP_001246619.1	lcl|NZ_BFBB01000008.1_cds_WP_108978041.1_3260	36.774	310	310
WP_001246619.1	lcl|NZ_BFBB01000007.1_cds_WP_108976690.1_2232	27.599	279	310
WP_001246619.1	lcl|NZ_BFBB01000002.1_cds_WP_108973305.1_461	25.670	261	310
WP_001246619.1	lcl|NZ_BFBB01000008.1_cds_WP_108978041.1_3260	36.774	310	310
WP_001246619.1	lcl|NZ_BFBB01000007.1_cds_WP_108976690.1_2232	27.599	279	310
WP_001246619.1	lcl|NZ_BFBB01000002.1_cds_WP_108973305.1_461	25.670	261	310
WP_001088861.1	lcl|NZ_BFBB01000007.1_cds_WP_108977120.1_2215	36.275	102	144
WP_001088861.1	lcl|NZ_BFBB01000008.1_cds_WP_108977788.1_2973	29.412	68	144
WP_000517242.1	lcl|NZ_BFBB01000004.1_cds_WP_108975905.1_1701	23.636	110	221
WP_000517242.1	lcl|NZ_BFBB01000009.1_cds_WP_108978351.1_3500	31.579	95	221
WP_000282882.1	lcl|NZ_BFBB01000002.1_cds_WP_108973571.1_595	32.110	218	273
WP_000282882.1	lcl|NZ_BFBB01000002.1_cds_WP_108973102.1_357	24.242	264	273
WP_000282882.1	lcl|NZ_BFBB01000005.1_cds_WP_108976412.1_1994	31.304	115	273
WP_000282882.1	lcl|NZ_BFBB01000008.1_cds_WP_108978096.1_3322	25.984	254	273
WP_000282882.1	lcl|NZ_BFBB01000002.1_cds_WP_108972965.1_289	28.571	126	273
WP_000282882.1	lcl|NZ_BFBB01000002.1_cds_WP_108973989.1_362	33.333	90	273
WP_000282882.1	lcl|NZ_BFBB01000002.1_cds_WP_167836879.1_331	31.183	93	273
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_108973571.1_595	28.444	225	582
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_108973102.1_357	25.153	163	582
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_108973102.1_357	31.731	104	582
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_108973093.1_353	23.784	185	582
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_108973989.1_362	26.724	116	582
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_244594274.1_360	25.503	149	582
WP_000853988.1	lcl|NZ_BFBB01000002.1_cds_WP_108973119.1_366	23.478	115	582
