WP_000340715.1	lcl|NZ_JQOQ01000067.1_cds_WP_000340715.1_1587	100.000	86	106
WP_000410266.1	lcl|NZ_JQOQ01000067.1_cds_WP_000410268.1_1586	99.677	310	314
WP_000410266.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	24.731	279	314
WP_000410266.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	24.383	324	314
WP_000410266.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	23.958	288	314
WP_000410266.1	lcl|NZ_JQOQ01000067.1_cds_WP_000567886.1_1533	23.348	227	314
WP_000884059.1	lcl|NZ_JQOQ01000063.1_cds_WP_000351733.1_1425	40.000	140	185
WP_000884059.1	lcl|NZ_JQOQ01000067.1_cds_WP_001047906.1_1555	33.898	177	185
WP_000646254.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	31.464	321	329
WP_000646254.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	31.746	315	329
WP_000646254.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	31.045	335	329
WP_000646254.1	lcl|NZ_JQOQ01000005.1_cds_WP_002072074.1_92	31.148	305	329
WP_000646254.1	lcl|NZ_JQOQ01000026.1_cds_WP_000649924.1_783	30.183	328	329
WP_000646254.1	lcl|NZ_JQOQ01000067.1_cds_WP_000567886.1_1533	29.180	305	329
WP_000646254.1	lcl|NZ_JQOQ01000256.1_cds_WP_000709508.1_3890	29.429	333	329
WP_000646254.1	lcl|NZ_JQOQ01000005.1_cds_WP_000688695.1_112	28.975	283	329
WP_000646254.1	lcl|NZ_JQOQ01000067.1_cds_WP_000410268.1_1586	25.680	331	329
WP_000646254.1	lcl|NZ_JQOQ01000067.1_cds_WP_002183330.1_1530	26.667	240	329
WP_000646254.1	lcl|NZ_JQOQ01000199.1_cds_WP_001074779.1_3544	27.757	263	329
WP_000646254.1	lcl|NZ_JQOQ01000055.1_cds_WP_002105505.1_1261	24.699	332	329
WP_000774259.1	lcl|NZ_JQOQ01000067.1_cds_WP_000043899.1_1534	27.027	185	267
WP_000774259.1	lcl|NZ_JQOQ01000067.1_cds_WP_000842260.1_1512	26.316	190	267
WP_000774259.1	lcl|NZ_JQOQ01000065.1_cds_WP_000667727.1_1460	31.818	110	267
WP_000774259.1	lcl|NZ_JQOQ01000012.1_cds_WP_000805357.1_291	26.190	210	267
WP_002072162.1	lcl|NZ_JQOQ01000054.1_cds_WP_000291581.1_1252	26.911	327	509
WP_002072162.1	lcl|NZ_JQOQ01000054.1_cds_WP_000364504.1_1251	31.111	90	509
WP_002072162.1	lcl|NZ_JQOQ01000054.1_cds_WP_000291581.1_1252	26.911	327	509
WP_002072162.1	lcl|NZ_JQOQ01000054.1_cds_WP_000364504.1_1251	31.111	90	509
WP_001067557.1	lcl|NZ_JQOQ01000005.1_cds_WP_002072074.1_92	26.103	272	330
WP_001067557.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	22.909	275	330
WP_001067557.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	27.174	276	330
WP_001067557.1	lcl|NZ_JQOQ01000055.1_cds_WP_002105505.1_1261	27.572	243	330
WP_001067557.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	23.724	333	330
WP_001067557.1	lcl|NZ_JQOQ01000026.1_cds_WP_000649924.1_783	28.854	253	330
WP_001067557.1	lcl|NZ_JQOQ01000005.1_cds_WP_000688695.1_112	25.681	257	330
WP_001198107.1	lcl|NZ_JQOQ01000067.1_cds_WP_000575181.1_1519	33.983	359	366
WP_001198107.1	lcl|NZ_JQOQ01000067.1_cds_WP_000041235.1_1576	34.161	322	366
WP_001198107.1	lcl|NZ_JQOQ01000075.1_cds_WP_001281953.1_1771	27.441	379	366
WP_001198107.1	lcl|NZ_JQOQ01000067.1_cds_WP_002099944.1_1561	30.513	390	366
WP_001198107.1	lcl|NZ_JQOQ01000299.1_cds_WP_000538755.1_4001	29.972	357	366
WP_001198107.1	lcl|NZ_JQOQ01000067.1_cds_WP_001117631.1_1579	37.864	206	366
WP_001198107.1	lcl|NZ_JQOQ01000030.1_cds_WP_001982414.1_821	31.579	190	366
WP_000608294.1	lcl|NZ_JQOQ01000067.1_cds_WP_000575181.1_1519	36.438	365	367
WP_000608294.1	lcl|NZ_JQOQ01000067.1_cds_WP_002099944.1_1561	31.720	372	367
WP_000608294.1	lcl|NZ_JQOQ01000299.1_cds_WP_000538755.1_4001	30.189	371	367
WP_000608294.1	lcl|NZ_JQOQ01000075.1_cds_WP_001281953.1_1771	30.208	384	367
WP_000608294.1	lcl|NZ_JQOQ01000067.1_cds_WP_000041235.1_1576	34.470	264	367
WP_000608294.1	lcl|NZ_JQOQ01000067.1_cds_WP_001117631.1_1579	28.448	348	367
WP_000608294.1	lcl|NZ_JQOQ01000030.1_cds_WP_001982414.1_821	25.698	358	367
WP_000689740.1	lcl|NZ_JQOQ01000178.1_cds_WP_000584316.1_3318	33.766	77	544
WP_000689740.1	lcl|NZ_JQOQ01000178.1_cds_WP_000584316.1_3318	33.766	77	544
WP_000342716.1	lcl|NZ_JQOQ01000229.1_cds_WP_001002662.1_3753	44.856	243	265
WP_001246619.1	lcl|NZ_JQOQ01000021.1_cds_WP_000501205.1_646	38.158	304	310
WP_001246619.1	lcl|NZ_JQOQ01000044.1_cds_WP_001183714.1_1035	25.163	306	310
WP_001246619.1	lcl|NZ_JQOQ01000071.1_cds_WP_000279896.1_1654	24.427	262	310
WP_001246619.1	lcl|NZ_JQOQ01000021.1_cds_WP_000501205.1_646	38.158	304	310
WP_001246619.1	lcl|NZ_JQOQ01000044.1_cds_WP_001183714.1_1035	25.163	306	310
WP_001246619.1	lcl|NZ_JQOQ01000071.1_cds_WP_000279896.1_1654	24.427	262	310
WP_001088861.1	lcl|NZ_JQOQ01000145.1_cds_WP_002100450.1_2943	44.643	56	144
WP_000517242.1	lcl|NZ_JQOQ01000015.1_cds_WP_001082179.1_394	28.205	78	221
WP_000517242.1	lcl|NZ_JQOQ01000067.1_cds_WP_001075145.1_1570	32.432	111	221
WP_000517242.1	lcl|NZ_JQOQ01000023.1_cds_WP_001069832.1_685	27.523	109	221
WP_033108396.1	lcl|NZ_JQOQ01000208.1_cds_JG95_RS24610_3662	90.909	55	99
WP_000282882.1	lcl|NZ_JQOQ01000067.1_cds_WP_001068976.1_1517	69.776	268	273
WP_000282882.1	lcl|NZ_JQOQ01000190.1_cds_WP_001099039.1_3391	34.737	190	273
WP_000282882.1	lcl|NZ_JQOQ01000067.1_cds_WP_000651740.1_1540	31.674	221	273
WP_000282882.1	lcl|NZ_JQOQ01000067.1_cds_WP_002076509.1_1584	30.172	232	273
WP_000282882.1	lcl|NZ_JQOQ01000067.1_cds_WP_061246194.1_1516	27.928	222	273
WP_000282882.1	lcl|NZ_JQOQ01000067.1_cds_WP_000818509.1_1518	24.364	275	273
WP_000282882.1	lcl|NZ_JQOQ01000112.1_cds_WP_000262844.1_2401	25.137	183	273
WP_000282882.1	lcl|NZ_JQOQ01000012.1_cds_WP_000868621.1_269	31.111	90	273
WP_000853988.1	lcl|NZ_JQOQ01000067.1_cds_WP_061246194.1_1516	94.251	574	582
WP_000853988.1	lcl|NZ_JQOQ01000067.1_cds_WP_001068976.1_1517	28.037	214	582
WP_000853988.1	lcl|NZ_JQOQ01000190.1_cds_WP_001099039.1_3391	27.723	202	582
WP_000853988.1	lcl|NZ_JQOQ01000067.1_cds_WP_000818509.1_1518	26.180	233	582
WP_000853988.1	lcl|NZ_JQOQ01000067.1_cds_WP_061246194.1_1516	94.251	574	582
WP_000853988.1	lcl|NZ_JQOQ01000067.1_cds_WP_001068976.1_1517	28.037	214	582
WP_000853988.1	lcl|NZ_JQOQ01000190.1_cds_WP_001099039.1_3391	27.723	202	582
WP_000853988.1	lcl|NZ_JQOQ01000067.1_cds_WP_000818509.1_1518	26.180	233	582
WP_001159758.1	lcl|NZ_JQOQ01000067.1_cds_WP_002183370.1_1515	99.462	186	186
WP_000642146.1	lcl|NZ_JQOQ01000067.1_cds_WP_000642145.1_1514	97.712	306	306
WP_000723091.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723082.1_1513	99.405	336	349
WP_000723091.1	lcl|NZ_JQOQ01000067.1_cds_WP_000723079.1_1535	29.885	348	349
WP_000723091.1	lcl|NZ_JQOQ01000026.1_cds_WP_000649924.1_783	27.077	325	349
WP_000723091.1	lcl|NZ_JQOQ01000015.1_cds_WP_000744698.1_365	26.567	335	349
WP_000723091.1	lcl|NZ_JQOQ01000256.1_cds_WP_000709508.1_3890	26.946	334	349
WP_000723091.1	lcl|NZ_JQOQ01000067.1_cds_WP_000567886.1_1533	25.234	321	349
WP_000723091.1	lcl|NZ_JQOQ01000005.1_cds_WP_002072074.1_92	23.669	338	349
WP_000723091.1	lcl|NZ_JQOQ01000067.1_cds_WP_000410268.1_1586	23.958	288	349
WP_000723091.1	lcl|NZ_JQOQ01000067.1_cds_WP_002183330.1_1530	28.112	249	349
WP_000723091.1	lcl|NZ_JQOQ01000175.1_cds_WP_000457972.1_3299	28.571	154	349
WP_000723091.1	lcl|NZ_JQOQ01000067.1_cds_WP_000601342.1_1566	29.851	201	349
WP_000723091.1	lcl|NZ_JQOQ01000055.1_cds_WP_002105505.1_1261	23.410	346	349
WP_000723091.1	lcl|NZ_JQOQ01000005.1_cds_WP_000688695.1_112	23.577	246	349
WP_000842260.1	lcl|NZ_JQOQ01000067.1_cds_WP_000842260.1_1512	100.000	294	294
WP_000842260.1	lcl|NZ_JQOQ01000067.1_cds_WP_000043899.1_1534	25.203	246	294
WP_000878674.1	lcl|NZ_JQOQ01000067.1_cds_WP_000878671.1_1511	99.383	324	324
WP_000878674.1	lcl|NZ_JQOQ01000067.1_cds_WP_000394234.1_1509	23.451	226	324
WP_001114273.1	lcl|NZ_JQOQ01000067.1_cds_WP_061227093.1_1510	99.340	303	303
WP_001114273.1	lcl|NZ_JQOQ01000067.1_cds_WP_002076509.1_1584	26.705	176	303
WP_000394243.1	lcl|NZ_JQOQ01000067.1_cds_WP_000394234.1_1509	99.291	282	282
WP_000394243.1	lcl|NZ_JQOQ01000067.1_cds_WP_000878671.1_1511	23.451	226	282
WP_000827955.1	lcl|NZ_JQOQ01000067.1_cds_WP_061227094.1_1508	99.784	464	464
WP_001256699.1	lcl|NZ_JQOQ01000129.1_cds_WP_002107924.1_2655	23.481	362	699
WP_002072239.1	lcl|NZ_JQOQ01000194.1_cds_WP_002067912.1_3464	25.688	218	333
WP_002072239.1	lcl|NZ_JQOQ01000194.1_cds_WP_002067912.1_3464	25.688	218	333
WP_001046777.1	lcl|NZ_JQOQ01000067.1_cds_WP_000661927.1_1543	25.000	140	392
WP_001046777.1	lcl|NZ_JQOQ01000023.1_cds_WP_000347685.1_684	23.313	163	392
WP_001046777.1	lcl|NZ_JQOQ01000098.1_cds_WP_000402849.1_2129	23.207	237	392
WP_000564977.1	lcl|NZ_JQOQ01000182.1_cds_WP_001206947.1_3341	31.496	127	174
WP_000384508.1	lcl|NZ_JQOQ01000023.1_cds_WP_000347685.1_684	23.445	209	405
WP_000228801.1	lcl|NZ_JQOQ01000067.1_cds_WP_002099944.1_1561	30.914	372	362
WP_000228801.1	lcl|NZ_JQOQ01000075.1_cds_WP_001281953.1_1771	29.843	382	362
WP_000228801.1	lcl|NZ_JQOQ01000067.1_cds_WP_001117631.1_1579	33.891	239	362
WP_000228801.1	lcl|NZ_JQOQ01000067.1_cds_WP_000041235.1_1576	35.931	231	362
WP_000228801.1	lcl|NZ_JQOQ01000067.1_cds_WP_000575181.1_1519	31.786	280	362
WP_000228801.1	lcl|NZ_JQOQ01000030.1_cds_WP_001982414.1_821	24.324	370	362
WP_000228801.1	lcl|NZ_JQOQ01000299.1_cds_WP_000538755.1_4001	29.885	261	362
WP_000371037.1	lcl|NZ_JQOQ01000067.1_cds_WP_000627059.1_1544	29.560	159	370
WP_002072224.1	lcl|NZ_JQOQ01000139.1_cds_WP_000172209.1_2828	34.584	373	596
WP_002072224.1	lcl|NZ_JQOQ01000020.1_cds_WP_000667646.1_555	35.907	259	596
WP_002072224.1	lcl|NZ_JQOQ01000025.1_cds_WP_000828456.1_751	35.341	249	596
WP_002072224.1	lcl|NZ_JQOQ01000067.1_cds_WP_000615263.1_1560	30.660	212	596
WP_002072224.1	lcl|NZ_JQOQ01000084.1_cds_WP_000510776.1_1946	31.667	240	596
WP_002072224.1	lcl|NZ_JQOQ01000086.1_cds_WP_001161019.1_1978	30.556	216	596
WP_002072224.1	lcl|NZ_JQOQ01000055.1_cds_WP_002184018.1_1282	24.898	245	596
WP_002072224.1	lcl|NZ_JQOQ01000085.1_cds_WP_000666552.1_1960	30.242	248	596
WP_002072224.1	lcl|NZ_JQOQ01000166.1_cds_WP_002071818.1_3180	27.111	225	596
WP_002072224.1	lcl|NZ_JQOQ01000054.1_cds_WP_000047473.1_1246	26.906	223	596
WP_002072224.1	lcl|NZ_JQOQ01000116.1_cds_WP_001982953.1_2454	28.972	214	596
WP_002072224.1	lcl|NZ_JQOQ01000230.1_cds_WP_000184526.1_3777	28.796	191	596
WP_002072224.1	lcl|NZ_JQOQ01000092.1_cds_WP_000619182.1_2077	29.412	238	596
WP_002072224.1	lcl|NZ_JQOQ01000062.1_cds_WP_000603361.1_1404	27.354	223	596
WP_002072224.1	lcl|NZ_JQOQ01000193.1_cds_WP_000052667.1_3455	27.876	226	596
WP_002072224.1	lcl|NZ_JQOQ01000006.1_cds_WP_000590871.1_119	26.126	222	596
WP_002072224.1	lcl|NZ_JQOQ01000273.1_cds_WP_001141155.1_3947	24.775	222	596
WP_002072224.1	lcl|NZ_JQOQ01000139.1_cds_WP_000626143.1_2823	26.339	224	596
WP_002072224.1	lcl|NZ_JQOQ01000021.1_cds_WP_061226341.1_570	24.215	223	596
WP_002072224.1	lcl|NZ_JQOQ01000021.1_cds_WP_061226341.1_570	29.310	174	596
WP_002072224.1	lcl|NZ_JQOQ01000121.1_cds_WP_061254453.1_2551	24.000	225	596
WP_002072224.1	lcl|NZ_JQOQ01000092.1_cds_WP_000218838.1_2076	24.390	246	596
WP_002072224.1	lcl|NZ_JQOQ01000140.1_cds_WP_000054169.1_2847	20.388	206	596
WP_002072224.1	lcl|NZ_JQOQ01000009.1_cds_WP_000651459.1_217	22.441	254	596
WP_002072224.1	lcl|NZ_JQOQ01000063.1_cds_WP_001089503.1_1424	24.000	225	596
WP_002072224.1	lcl|NZ_JQOQ01000104.1_cds_WP_000481723.1_2244	22.831	219	596
WP_002072224.1	lcl|NZ_JQOQ01000104.1_cds_WP_000481723.1_2244	24.370	238	596
WP_002072224.1	lcl|NZ_JQOQ01000151.1_cds_WP_000431147.1_3042	22.632	190	596
WP_002072224.1	lcl|NZ_JQOQ01000139.1_cds_WP_000172209.1_2828	34.584	373	596
WP_002072224.1	lcl|NZ_JQOQ01000020.1_cds_WP_000667646.1_555	35.907	259	596
WP_002072224.1	lcl|NZ_JQOQ01000025.1_cds_WP_000828456.1_751	35.341	249	596
WP_002072224.1	lcl|NZ_JQOQ01000067.1_cds_WP_000615263.1_1560	30.660	212	596
WP_002072224.1	lcl|NZ_JQOQ01000084.1_cds_WP_000510776.1_1946	31.667	240	596
WP_002072224.1	lcl|NZ_JQOQ01000086.1_cds_WP_001161019.1_1978	30.556	216	596
