WP_000340715.1	lcl|NZ_AHQN01000621.1_cds_WP_000340715.1_973	100.000	86	106
WP_000410266.1	lcl|NZ_AHQN01000621.1_cds_WP_000410273.1_972	99.363	314	314
WP_000410266.1	lcl|NZ_AHQN01000621.1_cds_WP_000646249.1_969	25.392	319	314
WP_000410266.1	lcl|NZ_AHQN01000522.1_cds_WP_000744700.1_1592	24.383	324	314
WP_000410266.1	lcl|NZ_AHQN01000574.1_cds_WP_000723090.1_1235	23.958	288	314
WP_000410266.1	lcl|NZ_AHQN01000066.1_cds_WP_000600886.1_3908	25.269	186	314
WP_000410266.1	lcl|NZ_AHQN01000066.1_cds_WP_000025487.1_3914	21.053	323	314
WP_000410266.1	lcl|NZ_AHQN01000621.1_cds_WP_001067557.1_966	24.695	328	314
WP_000604525.1	lcl|NZ_AHQN01000621.1_cds_WP_000604524.1_971	99.178	365	365
WP_000884059.1	lcl|NZ_AHQN01000621.1_cds_WP_000884059.1_970	100.000	185	185
WP_000884059.1	lcl|NZ_AHQN01000034.1_cds_WP_000351733.1_4302	40.000	140	185
WP_000646254.1	lcl|NZ_AHQN01000621.1_cds_WP_000646249.1_969	98.784	329	329
WP_000646254.1	lcl|NZ_AHQN01000522.1_cds_WP_000744700.1_1592	31.746	315	329
WP_000646254.1	lcl|NZ_AHQN01000574.1_cds_WP_000723090.1_1235	31.045	335	329
WP_000646254.1	lcl|NZ_AHQN01000066.1_cds_WP_000600886.1_3908	33.333	255	329
WP_000646254.1	lcl|NZ_AHQN01000510.1_cds_WP_001984071.1_1727	31.475	305	329
WP_000646254.1	lcl|NZ_AHQN01000339.1_cds_WP_000649924.1_2562	30.183	328	329
WP_000646254.1	lcl|NZ_AHQN01000378.1_cds_WP_000709511.1_2325	29.730	333	329
WP_000646254.1	lcl|NZ_AHQN01000199.1_cds_WP_000601375.1_3215	25.091	275	329
WP_000646254.1	lcl|NZ_AHQN01000621.1_cds_WP_001067557.1_966	30.350	257	329
WP_000646254.1	lcl|NZ_AHQN01000121.1_cds_WP_000688696.1_3515	28.975	283	329
WP_000646254.1	lcl|NZ_AHQN01000066.1_cds_WP_000025487.1_3914	24.451	319	329
WP_000646254.1	lcl|NZ_AHQN01000066.1_cds_WP_025179588.1_3912	28.889	270	329
WP_000646254.1	lcl|NZ_AHQN01000091.1_cds_WP_000475901.1_3696	27.737	274	329
WP_000646254.1	lcl|NZ_AHQN01000621.1_cds_WP_000410273.1_972	25.705	319	329
WP_000646254.1	lcl|NZ_AHQN01000534.1_cds_WP_001074782.1_1489	29.057	265	329
WP_000646254.1	lcl|NZ_AHQN01000511.1_cds_WP_001003557.1_1723	25.000	332	329
WP_000646254.1	lcl|NZ_AHQN01000215.1_cds_WP_000487320.1_3182	34.127	126	329
WP_000774259.1	lcl|NZ_AHQN01000621.1_cds_WP_000774260.1_968	98.502	267	267
WP_000774259.1	lcl|NZ_AHQN01000215.1_cds_WP_000859505.1_3181	25.820	244	267
WP_000774259.1	lcl|NZ_AHQN01000107.1_cds_WP_000800438.1_3586	24.786	234	267
WP_000774259.1	lcl|NZ_AHQN01000574.1_cds_WP_000842260.1_1236	26.316	190	267
WP_000774259.1	lcl|NZ_AHQN01000352.1_cds_WP_000667724.1_2449	31.818	110	267
WP_000774259.1	lcl|NZ_AHQN01000811.1_cds_WP_000805357.1_487	26.190	210	267
WP_002072162.1	lcl|NZ_AHQN01000621.1_cds_WP_000612793.1_967	97.839	509	509
WP_002072162.1	lcl|NZ_AHQN01000037.1_cds_WP_000291581.1_4254	26.911	327	509
WP_002072162.1	lcl|NZ_AHQN01000037.1_cds_WP_000364504.1_4255	31.111	90	509
WP_002072162.1	lcl|NZ_AHQN01000621.1_cds_WP_000612793.1_967	97.839	509	509
WP_002072162.1	lcl|NZ_AHQN01000037.1_cds_WP_000291581.1_4254	26.911	327	509
WP_002072162.1	lcl|NZ_AHQN01000037.1_cds_WP_000364504.1_4255	31.111	90	509
WP_001067557.1	lcl|NZ_AHQN01000621.1_cds_WP_001067557.1_966	100.000	330	330
WP_001067557.1	lcl|NZ_AHQN01000621.1_cds_WP_000646249.1_969	28.664	307	330
WP_001067557.1	lcl|NZ_AHQN01000510.1_cds_WP_001984071.1_1727	25.735	272	330
WP_001067557.1	lcl|NZ_AHQN01000066.1_cds_WP_000600886.1_3908	26.316	266	330
WP_001067557.1	lcl|NZ_AHQN01000066.1_cds_WP_000025487.1_3914	29.864	221	330
WP_001067557.1	lcl|NZ_AHQN01000511.1_cds_WP_001003557.1_1723	28.395	243	330
WP_001067557.1	lcl|NZ_AHQN01000522.1_cds_WP_000744700.1_1592	26.812	276	330
WP_001067557.1	lcl|NZ_AHQN01000574.1_cds_WP_000723090.1_1235	23.724	333	330
WP_001067557.1	lcl|NZ_AHQN01000339.1_cds_WP_000649924.1_2562	28.854	253	330
WP_001067557.1	lcl|NZ_AHQN01000121.1_cds_WP_000688696.1_3515	25.681	257	330
WP_001067557.1	lcl|NZ_AHQN01000199.1_cds_WP_000601375.1_3215	26.545	275	330
WP_001067557.1	lcl|NZ_AHQN01000621.1_cds_WP_000410273.1_972	24.695	328	330
WP_001198107.1	lcl|NZ_AHQN01000621.1_cds_WP_001198107.1_965	100.000	366	366
WP_001198107.1	lcl|NZ_AHQN01000066.1_cds_WP_000575398.1_3918	34.181	354	366
WP_001198107.1	lcl|NZ_AHQN01000310.1_cds_WP_000575179.1_2912	34.262	359	366
WP_001198107.1	lcl|NZ_AHQN01000621.1_cds_WP_000608289.1_964	43.005	193	366
WP_001198107.1	lcl|NZ_AHQN01000400.1_cds_WP_001281953.1_2143	27.441	379	366
WP_001198107.1	lcl|NZ_AHQN01000074.1_cds_WP_000346038.1_3832	28.090	356	366
WP_001198107.1	lcl|NZ_AHQN01000194.1_cds_WP_000675061.1_3227	36.111	180	366
WP_001198107.1	lcl|NZ_AHQN01000638.1_cds_WP_000538750.1_879	29.692	357	366
WP_001198107.1	lcl|NZ_AHQN01000107.1_cds_WP_000325416.1_3590	26.667	345	366
WP_001198107.1	lcl|NZ_AHQN01000834.1_cds_WP_001982414.1_329	31.579	190	366
WP_000608294.1	lcl|NZ_AHQN01000621.1_cds_WP_000608289.1_964	100.000	194	367
WP_000608294.1	lcl|NZ_AHQN01000194.1_cds_WP_000675061.1_3227	99.444	180	367
WP_000608294.1	lcl|NZ_AHQN01000621.1_cds_WP_001198107.1_965	39.452	365	367
WP_000608294.1	lcl|NZ_AHQN01000066.1_cds_WP_000575398.1_3918	40.449	356	367
WP_000608294.1	lcl|NZ_AHQN01000310.1_cds_WP_000575179.1_2912	36.712	365	367
WP_000608294.1	lcl|NZ_AHQN01000638.1_cds_WP_000538750.1_879	30.189	371	367
WP_000608294.1	lcl|NZ_AHQN01000400.1_cds_WP_001281953.1_2143	30.208	384	367
WP_000608294.1	lcl|NZ_AHQN01000074.1_cds_WP_000346038.1_3832	24.397	373	367
WP_000608294.1	lcl|NZ_AHQN01000107.1_cds_WP_000325416.1_3590	26.567	335	367
WP_000608294.1	lcl|NZ_AHQN01000834.1_cds_WP_001982414.1_329	25.698	358	367
