WP_000340715.1	lcl|NZ_BOPX01000004.1_cds_WP_002733653.1_1117	90.698	86	106
WP_000410266.1	lcl|NZ_BOPX01000004.1_cds_WP_002733579.1_1116	92.994	314	314
WP_000410266.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	24.765	319	314
WP_000410266.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	22.462	325	314
WP_000410266.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	24.555	281	314
WP_000410266.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	25.152	330	314
WP_000410266.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	22.222	171	314
WP_000604525.1	lcl|NZ_BOPX01000004.1_cds_WP_026054882.1_1115	84.932	365	365
WP_000884059.1	lcl|NZ_BOPX01000004.1_cds_WP_002733646.1_1114	95.676	185	185
WP_000884059.1	lcl|NZ_BOPX01000003.1_cds_WP_002721790.1_835	36.301	146	185
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	97.872	329	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	30.746	335	329
WP_000646254.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	29.841	315	329
WP_000646254.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	30.868	311	329
WP_000646254.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	27.566	341	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002733638.1_1081	27.586	348	329
WP_000646254.1	lcl|NZ_BOPX01000001.1_cds_WP_002732362.1_142	29.167	312	329
WP_000646254.1	lcl|NZ_BOPX01000002.1_cds_WP_002735602.1_448	27.879	330	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002733546.1_1047	25.000	268	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_016749079.1_1110	28.990	307	329
WP_000646254.1	lcl|NZ_BOPX01000001.1_cds_WP_002732331.1_53	25.369	339	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002733698.1_1039	27.007	274	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002744551.1_1087	28.519	270	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002733579.1_1116	27.309	249	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_016749081.1_1089	23.659	317	329
WP_000646254.1	lcl|NZ_BOPX01000006.1_cds_WP_002728462.1_1490	26.792	265	329
WP_000646254.1	lcl|NZ_BOPX01000031.1_cds_WP_002732574.1_3260	25.076	331	329
WP_000646254.1	lcl|NZ_BOPX01000018.1_cds_WP_002728696.1_2716	27.309	249	329
WP_000646254.1	lcl|NZ_BOPX01000004.1_cds_WP_002733757.1_1049	31.034	174	329
WP_000774259.1	lcl|NZ_BOPX01000004.1_cds_WP_002733627.1_1112	92.884	267	267
WP_000774259.1	lcl|NZ_BOPX01000004.1_cds_WP_002733775.1_1076	24.153	236	267
WP_000774259.1	lcl|NZ_BOPX01000004.1_cds_WP_002733554.1_1050	24.303	251	267
WP_000774259.1	lcl|NZ_BOPX01000004.1_cds_WP_002727921.1_1021	26.455	189	267
WP_000774259.1	lcl|NZ_BOPX01000002.1_cds_WP_002729040.1_625	33.636	110	267
WP_000774259.1	lcl|NZ_BOPX01000005.1_cds_WP_002729513.1_1176	27.225	191	267
WP_000774259.1	lcl|NZ_BOPX01000023.1_cds_WP_002766579.1_3040	25.000	208	267
WP_002072162.1	lcl|NZ_BOPX01000004.1_cds_WP_002738292.1_1111	97.250	509	509
WP_002072162.1	lcl|NZ_BOPX01000006.1_cds_WP_002728536.1_1417	27.103	321	509
WP_002072162.1	lcl|NZ_BOPX01000006.1_cds_WP_002728534.1_1418	31.111	90	509
WP_002072162.1	lcl|NZ_BOPX01000004.1_cds_WP_002738292.1_1111	97.250	509	509
WP_002072162.1	lcl|NZ_BOPX01000006.1_cds_WP_002728536.1_1417	27.103	321	509
WP_002072162.1	lcl|NZ_BOPX01000006.1_cds_WP_002728534.1_1418	31.111	90	509
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_016749079.1_1110	94.848	330	330
WP_001067557.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	26.740	273	330
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	28.990	307	330
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_016749081.1_1089	30.317	221	330
WP_001067557.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	27.425	299	330
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	26.183	317	330
WP_001067557.1	lcl|NZ_BOPX01000001.1_cds_WP_002732331.1_53	27.193	228	330
WP_001067557.1	lcl|NZ_BOPX01000031.1_cds_WP_002732574.1_3260	24.898	245	330
WP_001067557.1	lcl|NZ_BOPX01000001.1_cds_WP_002732362.1_142	27.554	323	330
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_002733546.1_1047	25.275	273	330
WP_001067557.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	25.352	142	330
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_002733638.1_1081	25.965	285	330
WP_001067557.1	lcl|NZ_BOPX01000004.1_cds_WP_002733579.1_1116	24.540	326	330
WP_001067557.1	lcl|NZ_BOPX01000006.1_cds_WP_002728462.1_1490	26.639	244	330
WP_001067557.1	lcl|NZ_BOPX01000018.1_cds_WP_002728696.1_2716	26.014	296	330
WP_001067557.1	lcl|NZ_BOPX01000011.1_cds_WP_002739707.1_2153	25.781	128	330
WP_001198107.1	lcl|NZ_BOPX01000004.1_cds_WP_002733737.1_1093	33.616	354	366
WP_001198107.1	lcl|NZ_BOPX01000004.1_cds_WP_002733556.1_1028	32.861	353	366
WP_001198107.1	lcl|NZ_BOPX01000002.1_cds_WP_002728994.1_619	27.778	378	366
WP_001198107.1	lcl|NZ_BOPX01000002.1_cds_WP_002724694.1_496	30.471	361	366
WP_001198107.1	lcl|NZ_BOPX01000004.1_cds_WP_002733587.1_1099	31.092	357	366
WP_001198107.1	lcl|NZ_BOPX01000004.1_cds_WP_002733730.1_1073	26.966	356	366
WP_001198107.1	lcl|NZ_BOPX01000004.1_cds_WP_002733599.1_1080	25.490	357	366
WP_001198107.1	lcl|NZ_BOPX01000001.1_cds_WP_002724641.1_54	30.270	185	366
WP_000608294.1	lcl|NZ_BOPX01000004.1_cds_WP_002733556.1_1028	37.110	353	367
WP_000608294.1	lcl|NZ_BOPX01000004.1_cds_WP_002733737.1_1093	39.554	359	367
WP_000608294.1	lcl|NZ_BOPX01000002.1_cds_WP_002724694.1_496	33.858	381	367
WP_000608294.1	lcl|NZ_BOPX01000004.1_cds_WP_002733587.1_1099	41.048	229	367
WP_000608294.1	lcl|NZ_BOPX01000002.1_cds_WP_002728994.1_619	30.105	382	367
WP_000608294.1	lcl|NZ_BOPX01000004.1_cds_WP_002733599.1_1080	30.791	354	367
WP_000608294.1	lcl|NZ_BOPX01000004.1_cds_WP_002733730.1_1073	24.000	375	367
WP_000608294.1	lcl|NZ_BOPX01000001.1_cds_WP_002724641.1_54	26.536	358	367
WP_000689740.1	lcl|NZ_BOPX01000004.1_cds_WP_002733528.1_1109	38.674	543	544
WP_000689740.1	lcl|NZ_BOPX01000004.1_cds_WP_002733528.1_1109	38.674	543	544
WP_000342716.1	lcl|NZ_BOPX01000004.1_cds_WP_002733670.1_1108	66.667	264	265
WP_000342716.1	lcl|NZ_BOPX01000023.1_cds_WP_002722928.1_3009	44.534	247	265
WP_001246619.1	lcl|NZ_BOPX01000004.1_cds_WP_002733687.1_1107	90.323	310	310
WP_001246619.1	lcl|NZ_BOPX01000040.1_cds_WP_002730863.1_3369	38.816	304	310
WP_001246619.1	lcl|NZ_BOPX01000020.1_cds_WP_002727287.1_2875	27.972	286	310
WP_001246619.1	lcl|NZ_BOPX01000003.1_cds_WP_002727177.1_782	28.571	133	310
WP_001246619.1	lcl|NZ_BOPX01000004.1_cds_WP_002733687.1_1107	90.323	310	310
WP_001246619.1	lcl|NZ_BOPX01000040.1_cds_WP_002730863.1_3369	38.816	304	310
WP_001246619.1	lcl|NZ_BOPX01000020.1_cds_WP_002727287.1_2875	27.972	286	310
WP_001246619.1	lcl|NZ_BOPX01000003.1_cds_WP_002727177.1_782	28.571	133	310
WP_000479980.1	lcl|NZ_BOPX01000004.1_cds_WP_002733549.1_1106	92.045	264	264
WP_000715958.1	lcl|NZ_BOPX01000004.1_cds_WP_002733551.1_1105	96.124	129	131
WP_001088861.1	lcl|NZ_BOPX01000004.1_cds_WP_017853480.1_1104	97.917	144	144
WP_001088861.1	lcl|NZ_BOPX01000020.1_cds_WP_026054147.1_2885	39.683	63	144
WP_000517242.1	lcl|NZ_BOPX01000004.1_cds_WP_002733760.1_1103	95.475	221	221
WP_000517242.1	lcl|NZ_BOPX01000001.1_cds_WP_011671435.1_238	26.923	78	221
WP_228003844.1	lcl|NZ_BOPX01000009.1_cds_WP_240427006.1_1842	69.697	33	34
WP_228003844.1	lcl|NZ_BOPX01000014.1_cds_KI332_RS11935_2409	72.727	33	34
WP_228003844.1	lcl|NZ_BOPX01000010.1_cds_WP_016762595.1_1953	61.765	34	34
WP_001018782.1	lcl|NZ_BOPX01000014.1_cds_KI332_RS11935_2409	79.221	77	77
WP_001018782.1	lcl|NZ_BOPX01000013.1_cds_WP_002731978.1_2390	72.603	73	77
WP_001018782.1	lcl|NZ_BOPX01000009.1_cds_WP_002735901.1_1843	84.375	32	77
WP_033108396.1	lcl|NZ_BOPX01000014.1_cds_KI332_RS11890_2400	92.391	92	99
WP_033108396.1	lcl|NZ_BOPX01000014.1_cds_KI332_RS17245_2424	89.130	92	99
WP_000282882.1	lcl|NZ_BOPX01000004.1_cds_WP_002733776.1_1026	67.897	271	273
WP_000282882.1	lcl|NZ_BOPX01000004.1_cds_WP_002733605.1_1025	29.767	215	273
WP_000282882.1	lcl|NZ_BOPX01000012.1_cds_WP_002736203.1_2202	34.043	188	273
WP_000282882.1	lcl|NZ_BOPX01000004.1_cds_WP_002733661.1_1046	32.479	234	273
WP_000282882.1	lcl|NZ_BOPX01000004.1_cds_WP_002733688.1_1086	28.571	119	273
WP_000282882.1	lcl|NZ_BOPX01000004.1_cds_WP_002733547.1_1027	23.358	274	273
WP_000282882.1	lcl|NZ_BOPX01000024.1_cds_WP_016749129.1_3065	25.137	183	273
WP_000282882.1	lcl|NZ_BOPX01000002.1_cds_WP_002723163.1_396	30.000	90	273
WP_000853988.1	lcl|NZ_BOPX01000004.1_cds_WP_002733605.1_1025	58.390	584	582
WP_000853988.1	lcl|NZ_BOPX01000004.1_cds_WP_002733661.1_1046	38.211	123	582
WP_000853988.1	lcl|NZ_BOPX01000004.1_cds_WP_002733776.1_1026	26.636	214	582
WP_000853988.1	lcl|NZ_BOPX01000012.1_cds_WP_002736203.1_2202	26.316	190	582
WP_000853988.1	lcl|NZ_BOPX01000004.1_cds_WP_002733688.1_1086	23.308	266	582
