WP_000340715.1	lcl|NZ_JQGW01000100.1_cds_WP_020985020.1_3096	89.535	86	106
WP_000410266.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	91.083	314	314
WP_000410266.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	81.081	37	314
WP_000410266.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	75.862	29	314
WP_000410266.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	75.000	12	314
WP_000410266.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	25.159	314	314
WP_000410266.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	24.149	323	314
WP_000410266.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	24.925	333	314
WP_000410266.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	24.555	281	314
WP_000410266.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	25.000	260	314
WP_000410266.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	21.637	171	314
WP_000604525.1	lcl|NZ_JQGW01000100.1_cds_WP_020984893.1_3098	84.384	365	365
WP_000884059.1	lcl|NZ_JQGW01000100.1_cds_WP_010578411.1_3099	95.135	185	185
WP_000884059.1	lcl|NZ_JQGW01000002.1_cds_WP_078127932.1_162	34.932	146	185
WP_000646254.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	94.833	329	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	31.751	337	329
WP_000646254.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	30.476	315	329
WP_000646254.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	31.190	311	329
WP_000646254.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	28.060	335	329
WP_000646254.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	29.808	312	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_078129421.1_2014	28.161	348	329
WP_000646254.1	lcl|NZ_JQGW01000015.1_cds_WP_039940969.1_686	28.261	322	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_078129391.1_1983	25.000	268	329
WP_000646254.1	lcl|NZ_JQGW01000100.1_cds_WP_078130248.1_3103	29.316	307	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_176087484.1_2020	28.148	270	329
WP_000646254.1	lcl|NZ_JQGW01000017.1_cds_WP_078128406.1_760	27.007	274	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_078129428.1_2022	24.843	318	329
WP_000646254.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	27.778	252	329
WP_000646254.1	lcl|NZ_JQGW01000042.1_cds_WP_078129206.1_1742	26.616	263	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_078129435.1_1974	25.210	238	329
WP_000646254.1	lcl|NZ_JQGW01000084.1_cds_WP_078130049.1_2863	24.471	331	329
WP_000646254.1	lcl|NZ_JQGW01000022.1_cds_WP_078128548.1_947	27.711	249	329
WP_000646254.1	lcl|NZ_JQGW01000050.1_cds_WP_078129393.1_1985	30.460	174	329
WP_000774259.1	lcl|NZ_JQGW01000100.1_cds_WP_078130236.1_3101	89.513	267	267
WP_000774259.1	lcl|NZ_JQGW01000050.1_cds_WP_078129436.1_2006	25.641	234	267
WP_000774259.1	lcl|NZ_JQGW01000050.1_cds_WP_078129394.1_1986	24.303	251	267
WP_000774259.1	lcl|NZ_JQGW01000050.1_cds_WP_004505513.1_1955	26.316	190	267
WP_000774259.1	lcl|NZ_JQGW01000036.1_cds_WP_078129035.1_1542	33.636	110	267
WP_000774259.1	lcl|NZ_JQGW01000041.1_cds_WP_176087471.1_1641	26.596	188	267
WP_000774259.1	lcl|NZ_JQGW01000066.1_cds_WP_078123690.1_2376	25.481	208	267
WP_002072162.1	lcl|NZ_JQGW01000100.1_cds_WP_020984935.1_3102	87.795	508	509
WP_002072162.1	lcl|NZ_JQGW01000058.1_cds_WP_010579017.1_2177	25.826	333	509
WP_002072162.1	lcl|NZ_JQGW01000058.1_cds_WP_078129531.1_2176	31.111	90	509
WP_002072162.1	lcl|NZ_JQGW01000100.1_cds_WP_020984935.1_3102	87.795	508	509
WP_002072162.1	lcl|NZ_JQGW01000058.1_cds_WP_010579017.1_2177	25.826	333	509
WP_002072162.1	lcl|NZ_JQGW01000058.1_cds_WP_078129531.1_2176	31.111	90	509
WP_001067557.1	lcl|NZ_JQGW01000100.1_cds_WP_078130248.1_3103	96.364	330	330
WP_001067557.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	28.525	305	330
WP_001067557.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	26.740	273	330
WP_001067557.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	27.536	276	330
WP_001067557.1	lcl|NZ_JQGW01000050.1_cds_WP_078129428.1_2022	29.412	221	330
WP_001067557.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	24.625	333	330
WP_001067557.1	lcl|NZ_JQGW01000017.1_cds_WP_078128406.1_760	26.493	268	330
WP_001067557.1	lcl|NZ_JQGW01000084.1_cds_WP_078130049.1_2863	25.306	245	330
WP_001067557.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	29.644	253	330
WP_001067557.1	lcl|NZ_JQGW01000050.1_cds_WP_078129421.1_2014	26.689	296	330
WP_001067557.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	25.526	333	330
WP_001067557.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	25.352	142	330
WP_001067557.1	lcl|NZ_JQGW01000050.1_cds_WP_078129391.1_1983	24.265	272	330
WP_001067557.1	lcl|NZ_JQGW01000042.1_cds_WP_078129206.1_1742	25.820	244	330
WP_001067557.1	lcl|NZ_JQGW01000022.1_cds_WP_078128548.1_947	26.014	296	330
WP_001198107.1	lcl|NZ_JQGW01000100.1_cds_WP_078130237.1_3104	97.814	366	366
WP_001198107.1	lcl|NZ_JQGW01000100.1_cds_WP_078130238.1_3105	39.726	365	366
WP_001198107.1	lcl|NZ_JQGW01000050.1_cds_WP_078129431.1_2026	34.463	354	366
WP_001198107.1	lcl|NZ_JQGW01000050.1_cds_WP_078129374.1_1962	33.333	354	366
WP_001198107.1	lcl|NZ_JQGW01000036.1_cds_WP_078129030.1_1536	27.177	379	366
WP_001198107.1	lcl|NZ_JQGW01000050.1_cds_WP_078129411.1_2003	28.291	357	366
WP_001198107.1	lcl|NZ_JQGW01000031.1_cds_WP_078128878.1_1339	30.833	360	366
WP_001198107.1	lcl|NZ_JQGW01000100.1_cds_WP_078130245.1_3117	30.612	343	366
WP_001198107.1	lcl|NZ_JQGW01000050.1_cds_WP_078129420.1_2013	25.070	355	366
WP_001198107.1	lcl|NZ_JQGW01000017.1_cds_WP_078128405.1_759	30.270	185	366
WP_000608294.1	lcl|NZ_JQGW01000100.1_cds_WP_078130238.1_3105	95.913	367	367
WP_000608294.1	lcl|NZ_JQGW01000100.1_cds_WP_078130237.1_3104	39.726	365	367
WP_000608294.1	lcl|NZ_JQGW01000050.1_cds_WP_078129431.1_2026	40.336	357	367
WP_000608294.1	lcl|NZ_JQGW01000050.1_cds_WP_078129374.1_1962	36.757	370	367
WP_000608294.1	lcl|NZ_JQGW01000031.1_cds_WP_078128878.1_1339	33.858	381	367
WP_000608294.1	lcl|NZ_JQGW01000100.1_cds_WP_078130245.1_3117	38.996	259	367
WP_000608294.1	lcl|NZ_JQGW01000036.1_cds_WP_078129030.1_1536	30.366	382	367
WP_000608294.1	lcl|NZ_JQGW01000050.1_cds_WP_078129420.1_2013	30.114	352	367
WP_000608294.1	lcl|NZ_JQGW01000050.1_cds_WP_078129411.1_2003	24.665	373	367
WP_000608294.1	lcl|NZ_JQGW01000017.1_cds_WP_078128405.1_759	26.257	358	367
WP_000689740.1	lcl|NZ_JQGW01000100.1_cds_WP_078130239.1_3106	93.566	544	544
WP_000689740.1	lcl|NZ_JQGW01000100.1_cds_WP_078130239.1_3106	93.566	544	544
WP_000342716.1	lcl|NZ_JQGW01000100.1_cds_WP_010578402.1_3107	95.472	265	265
WP_000342716.1	lcl|NZ_JQGW01000054.1_cds_WP_078129500.1_2132	43.725	247	265
WP_001246619.1	lcl|NZ_JQGW01000100.1_cds_WP_078130240.1_3108	92.903	310	310
WP_001246619.1	lcl|NZ_JQGW01000138.1_cds_WP_078130527.1_3471	38.158	304	310
WP_001246619.1	lcl|NZ_JQGW01000094.1_cds_WP_078130181.1_3028	27.362	307	310
WP_001246619.1	lcl|NZ_JQGW01000018.1_cds_WP_078128434.1_790	28.571	133	310
WP_001246619.1	lcl|NZ_JQGW01000100.1_cds_WP_078130240.1_3108	92.903	310	310
WP_001246619.1	lcl|NZ_JQGW01000138.1_cds_WP_078130527.1_3471	38.158	304	310
WP_001246619.1	lcl|NZ_JQGW01000094.1_cds_WP_078130181.1_3028	27.362	307	310
WP_001246619.1	lcl|NZ_JQGW01000018.1_cds_WP_078128434.1_790	28.571	133	310
WP_000479980.1	lcl|NZ_JQGW01000100.1_cds_WP_078130241.1_3109	92.803	264	264
WP_000715958.1	lcl|NZ_JQGW01000100.1_cds_WP_010578400.1_3110	95.349	129	131
WP_001088861.1	lcl|NZ_JQGW01000100.1_cds_WP_078124244.1_3111	82.069	145	144
WP_001088861.1	lcl|NZ_JQGW01000029.1_cds_WP_004462309.1_1303	41.270	63	144
WP_000517242.1	lcl|NZ_JQGW01000100.1_cds_WP_020984860.1_3112	92.760	221	221
WP_000517242.1	lcl|NZ_JQGW01000038.1_cds_WP_078129090.1_1598	26.923	78	221
WP_000517242.1	lcl|NZ_JQGW01000035.1_cds_WP_078128971.1_1461	30.769	104	221
WP_033108396.1	lcl|NZ_JQGW01000143.1_cds_WP_078130556.1_3504	32.500	80	99
WP_000282882.1	lcl|NZ_JQGW01000050.1_cds_WP_078129372.1_1960	84.191	272	273
WP_000282882.1	lcl|NZ_JQGW01000050.1_cds_WP_078129390.1_1982	29.487	234	273
WP_000282882.1	lcl|NZ_JQGW01000007.1_cds_WP_078128101.1_376	32.461	191	273
WP_000282882.1	lcl|NZ_JQGW01000050.1_cds_WP_078129371.1_1959	27.679	224	273
WP_000282882.1	lcl|NZ_JQGW01000050.1_cds_WP_078129426.1_2019	29.752	121	273
WP_000282882.1	lcl|NZ_JQGW01000010.1_cds_WP_078128178.1_460	24.590	183	273
WP_000282882.1	lcl|NZ_JQGW01000015.1_cds_WP_010577078.1_627	31.111	90	273
WP_000282882.1	lcl|NZ_JQGW01000050.1_cds_WP_078129373.1_1961	28.283	99	273
WP_000282882.1	lcl|NZ_JQGW01000041.1_cds_WP_078129127.1_1643	42.308	52	273
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129371.1_1959	63.007	592	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129390.1_1982	39.024	123	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129372.1_1960	27.907	215	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129373.1_1961	27.615	239	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129426.1_2019	23.704	270	582
WP_000853988.1	lcl|NZ_JQGW01000007.1_cds_WP_078128101.1_376	24.211	190	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129371.1_1959	63.007	592	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129390.1_1982	39.024	123	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129372.1_1960	27.907	215	582
WP_000853988.1	lcl|NZ_JQGW01000050.1_cds_WP_078129373.1_1961	27.615	239	582
