WP_000340715.1	lcl|NZ_AKWT02000035.1_cds_WP_004462903.1_1826	95.349	86	106
WP_000410266.1	lcl|NZ_AKWT02000035.1_cds_WP_004477867.1_1827	91.720	314	314
WP_000410266.1	lcl|NZ_AKWT02000032.1_cds_WP_004476620.1_2107	24.299	321	314
WP_000410266.1	lcl|NZ_AKWT02000035.1_cds_WP_004462127.1_1842	22.464	276	314
WP_000410266.1	lcl|NZ_AKWT02000051.1_cds_WP_004472946.1_1379	24.398	332	314
WP_000410266.1	lcl|NZ_AKWT02000035.1_cds_WP_004491542.1_1902	23.843	281	314
WP_000410266.1	lcl|NZ_AKWT02000040.1_cds_WP_004468319.1_1717	22.222	171	314
WP_000410266.1	lcl|NZ_AKWT02000027.1_cds_WP_004461234.1_2456	25.359	209	314
WP_000884059.1	lcl|NZ_AKWT02000018.1_cds_WP_004460143.1_2990	35.616	146	185
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004462894.1_1831	31.214	346	329
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004462127.1_1842	31.104	299	329
WP_000646254.1	lcl|NZ_AKWT02000032.1_cds_WP_004476620.1_2107	29.841	315	329
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004491542.1_1902	31.045	335	329
WP_000646254.1	lcl|NZ_AKWT02000027.1_cds_WP_004461234.1_2456	32.476	311	329
WP_000646254.1	lcl|NZ_AKWT02000040.1_cds_WP_004468319.1_1717	27.381	336	329
WP_000646254.1	lcl|NZ_AKWT02000051.1_cds_WP_004472946.1_1379	28.882	322	329
WP_000646254.1	lcl|NZ_AKWT02000027.1_cds_WP_004467290.1_2453	28.261	322	329
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004472311.1_1876	25.000	268	329
WP_000646254.1	lcl|NZ_AKWT02000064.1_cds_WP_032916356.1_377	24.638	345	329
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004477867.1_1827	26.667	270	329
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004491549.1_1884	26.471	238	329
WP_000646254.1	lcl|NZ_AKWT02000063.1_cds_WP_004492058.1_591	27.099	262	329
WP_000646254.1	lcl|NZ_AKWT02000032.1_cds_WP_004476349.1_2206	25.076	331	329
WP_000646254.1	lcl|NZ_AKWT02000064.1_cds_WP_004472818.1_431	27.273	286	329
WP_000646254.1	lcl|NZ_AKWT02000035.1_cds_WP_004479573.1_1874	30.460	174	329
WP_000774259.1	lcl|NZ_AKWT02000035.1_cds_WP_004491544.1_1847	24.424	217	267
WP_000774259.1	lcl|NZ_AKWT02000035.1_cds_WP_004477718.1_1873	24.590	244	267
WP_000774259.1	lcl|NZ_AKWT02000005.1_cds_WP_004490850.1_3551	36.441	118	267
WP_000774259.1	lcl|NZ_AKWT02000035.1_cds_WP_004491495.1_1903	26.316	190	267
WP_000774259.1	lcl|NZ_AKWT02000040.1_cds_WP_004477855.1_1716	27.692	195	267
WP_000774259.1	lcl|NZ_AKWT02000027.1_cds_WP_016754360.1_2486	26.442	208	267
WP_002072162.1	lcl|NZ_AKWT02000052.1_cds_WP_004473482.1_1100	27.385	325	509
WP_002072162.1	lcl|NZ_AKWT02000052.1_cds_WP_004460640.1_1099	33.333	90	509
WP_002072162.1	lcl|NZ_AKWT02000052.1_cds_WP_004473482.1_1100	27.385	325	509
