WP_000340715.1	lcl|NZ_JADHZY010000003.1_cds_WP_002725873.1_2031	91.860	86	106
WP_000410266.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733579.1_2030	92.994	314	314
WP_000410266.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733534.1_2027	24.765	319	314
WP_000410266.1	lcl|NZ_JADHZY010000018.1_cds_WP_002722638.1_654	22.462	325	314
WP_000410266.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740024.1_1936	24.555	281	314
WP_000410266.1	lcl|NZ_JADHZY010000002.1_cds_ISU80_RS00825_1413	25.769	260	314
WP_000410266.1	lcl|NZ_JADHZY010000009.1_cds_WP_002743770.1_3343	22.222	171	314
WP_000604525.1	lcl|NZ_JADHZY010000003.1_cds_WP_026054882.1_2029	84.932	365	365
WP_000884059.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733646.1_2028	95.676	185	185
WP_000884059.1	lcl|NZ_JADHZY010000005.1_cds_WP_002721790.1_2827	36.301	146	185
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733534.1_2027	97.872	329	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740024.1_1936	31.343	335	329
WP_000646254.1	lcl|NZ_JADHZY010000018.1_cds_WP_002722638.1_654	29.841	315	329
WP_000646254.1	lcl|NZ_JADHZY010000002.1_cds_ISU80_RS00825_1413	31.169	308	329
WP_000646254.1	lcl|NZ_JADHZY010000009.1_cds_WP_002743770.1_3343	27.566	341	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733638.1_1990	27.586	348	329
WP_000646254.1	lcl|NZ_JADHZY010000069.1_cds_WP_002741146.1_2925	29.167	312	329
WP_000646254.1	lcl|NZ_JADHZY010000002.1_cds_WP_002728316.1_1416	27.879	330	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733546.1_1961	25.000	268	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_ISU80_RS02050_2024	28.990	307	329
WP_000646254.1	lcl|NZ_JADHZY010000008.1_cds_WP_194492932.1_3293	26.909	275	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733698.1_1953	27.007	274	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002744551.1_1996	28.519	270	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733579.1_2030	27.309	249	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_016749081.1_1998	23.659	317	329
WP_000646254.1	lcl|NZ_JADHZY010000055.1_cds_WP_002740236.1_2617	26.792	265	329
WP_000646254.1	lcl|NZ_JADHZY010000006.1_cds_WP_002721725.1_2944	25.076	331	329
WP_000646254.1	lcl|NZ_JADHZY010000006.1_cds_WP_002739935.1_3031	27.711	249	329
WP_000646254.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733757.1_1963	31.034	174	329
WP_000774259.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733627.1_2026	92.884	267	267
WP_000774259.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740926.1_1985	24.786	234	267
WP_000774259.1	lcl|NZ_JADHZY010000003.1_cds_WP_002738295.1_1964	24.303	251	267
WP_000774259.1	lcl|NZ_JADHZY010000003.1_cds_WP_002727921.1_1935	26.455	189	267
WP_000774259.1	lcl|NZ_JADHZY010000025.1_cds_WP_002729040.1_1204	33.636	110	267
WP_000774259.1	lcl|NZ_JADHZY010000009.1_cds_ISU80_RS05680_3342	27.225	191	267
WP_000774259.1	lcl|NZ_JADHZY010000004.1_cds_WP_002766579.1_2474	25.000	208	267
WP_002072162.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740779.1_2025	97.053	509	509
WP_002072162.1	lcl|NZ_JADHZY010000007.1_cds_WP_002728536.1_3128	27.103	321	509
WP_002072162.1	lcl|NZ_JADHZY010000007.1_cds_WP_002728534.1_3129	31.111	90	509
WP_002072162.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740779.1_2025	97.053	509	509
WP_002072162.1	lcl|NZ_JADHZY010000007.1_cds_WP_002728536.1_3128	27.103	321	509
WP_002072162.1	lcl|NZ_JADHZY010000007.1_cds_WP_002728534.1_3129	31.111	90	509
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_ISU80_RS02050_2024	95.152	330	330
WP_001067557.1	lcl|NZ_JADHZY010000002.1_cds_ISU80_RS00825_1413	26.937	271	330
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733534.1_2027	28.990	307	330
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_WP_016749081.1_1998	30.317	221	330
WP_001067557.1	lcl|NZ_JADHZY010000018.1_cds_WP_002722638.1_654	27.425	299	330
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740024.1_1936	26.183	317	330
WP_001067557.1	lcl|NZ_JADHZY010000008.1_cds_WP_194492932.1_3293	27.193	228	330
WP_001067557.1	lcl|NZ_JADHZY010000006.1_cds_WP_002721725.1_2944	24.898	245	330
WP_001067557.1	lcl|NZ_JADHZY010000069.1_cds_WP_002741146.1_2925	27.303	304	330
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733546.1_1961	25.275	273	330
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733638.1_1990	25.965	285	330
WP_001067557.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733579.1_2030	24.540	326	330
WP_001067557.1	lcl|NZ_JADHZY010000009.1_cds_WP_002743770.1_3343	24.648	142	330
WP_001067557.1	lcl|NZ_JADHZY010000006.1_cds_WP_002739935.1_3031	26.351	296	330
WP_001067557.1	lcl|NZ_JADHZY010000055.1_cds_WP_002740236.1_2617	26.337	243	330
WP_001067557.1	lcl|NZ_JADHZY010000037.1_cds_WP_002739707.1_1860	25.781	128	330
WP_001198107.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740826.1_2023	95.628	366	366
WP_001198107.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740861.1_2022	39.452	365	366
WP_001198107.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733737.1_2002	33.616	354	366
WP_001198107.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740294.1_1942	32.861	353	366
WP_001198107.1	lcl|NZ_JADHZY010000025.1_cds_WP_002728994.1_1210	27.778	378	366
WP_001198107.1	lcl|NZ_JADHZY010000002.1_cds_WP_002738884.1_1463	30.471	361	366
WP_001198107.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733599.1_1989	25.490	357	366
WP_001198107.1	lcl|NZ_JADHZY010000008.1_cds_WP_002724641.1_3292	30.270	185	366
WP_000608294.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740861.1_2022	95.640	367	367
WP_000608294.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740826.1_2023	39.726	365	367
WP_000608294.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740294.1_1942	37.110	353	367
WP_000608294.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733737.1_2002	39.554	359	367
WP_000608294.1	lcl|NZ_JADHZY010000002.1_cds_WP_002738884.1_1463	33.596	381	367
WP_000608294.1	lcl|NZ_JADHZY010000025.1_cds_WP_002728994.1_1210	30.105	382	367
WP_000608294.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733599.1_1989	30.791	354	367
WP_000608294.1	lcl|NZ_JADHZY010000008.1_cds_WP_002724641.1_3292	26.536	358	367
WP_000689740.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740729.1_2021	92.096	544	544
WP_000689740.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740729.1_2021	92.096	544	544
WP_000342716.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740998.1_2020	94.717	265	265
WP_000342716.1	lcl|NZ_JADHZY010000004.1_cds_WP_194492927.1_2505	44.130	247	265
WP_001246619.1	lcl|NZ_JADHZY010000003.1_cds_WP_032853071.1_2019	93.871	310	310
WP_001246619.1	lcl|NZ_JADHZY010000035.1_cds_WP_002741402.1_1764	38.816	304	310
WP_001246619.1	lcl|NZ_JADHZY010000022.1_cds_WP_002727287.1_1042	27.972	286	310
WP_001246619.1	lcl|NZ_JADHZY010000005.1_cds_WP_002727177.1_2776	28.571	133	310
WP_001246619.1	lcl|NZ_JADHZY010000003.1_cds_WP_032853071.1_2019	93.871	310	310
WP_001246619.1	lcl|NZ_JADHZY010000035.1_cds_WP_002741402.1_1764	38.816	304	310
WP_001246619.1	lcl|NZ_JADHZY010000022.1_cds_WP_002727287.1_1042	27.972	286	310
WP_001246619.1	lcl|NZ_JADHZY010000005.1_cds_WP_002727177.1_2776	28.571	133	310
WP_000479980.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740848.1_2018	93.561	264	264
WP_000715958.1	lcl|NZ_JADHZY010000003.1_cds_WP_032853450.1_2017	95.349	129	131
WP_001088861.1	lcl|NZ_JADHZY010000003.1_cds_WP_004777167.1_2016	98.611	144	144
WP_000517242.1	lcl|NZ_JADHZY010000003.1_cds_WP_002740917.1_2015	95.475	221	221
WP_000517242.1	lcl|NZ_JADHZY010000018.1_cds_WP_011671435.1_625	26.923	78	221
WP_228003844.1	lcl|NZ_JADHZY010000003.1_cds_WP_193810172.1_1930	70.588	34	34
WP_228003844.1	lcl|NZ_JADHZY010000012.1_cds_WP_016762595.1_262	61.765	34	34
WP_001018782.1	lcl|NZ_JADHZY010000062.1_cds_WP_228003619.1_2869	77.049	61	77
WP_001018782.1	lcl|NZ_JADHZY010000324.1_cds_ISU80_RS19465_1655	89.362	47	77
WP_033108396.1	lcl|NZ_JADHZY010000040.1_cds_ISU80_RS14010_2107	92.391	92	99
WP_033108396.1	lcl|NZ_JADHZY010000010.1_cds_ISU80_RS06105_14	91.304	92	99
WP_000282882.1	lcl|NZ_JADHZY010000003.1_cds_WP_002742128.1_1940	67.897	271	273
WP_000282882.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733661.1_1960	32.479	234	273
WP_000282882.1	lcl|NZ_JADHZY010000032.1_cds_WP_002738595.1_1683	33.511	188	273
WP_000282882.1	lcl|NZ_JADHZY010000003.1_cds_WP_002742120.1_1939	28.837	215	273
WP_000282882.1	lcl|NZ_JADHZY010000003.1_cds_WP_002741093.1_1995	28.571	119	273
WP_000282882.1	lcl|NZ_JADHZY010000003.1_cds_WP_002727913.1_1941	23.188	276	273
WP_000282882.1	lcl|NZ_JADHZY010000058.1_cds_WP_016749129.1_2676	25.137	183	273
WP_000282882.1	lcl|NZ_JADHZY010000020.1_cds_WP_002723163.1_889	30.000	90	273
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002742120.1_1939	58.733	584	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733661.1_1960	38.211	123	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002742128.1_1940	26.636	214	582
WP_000853988.1	lcl|NZ_JADHZY010000032.1_cds_WP_002738595.1_1683	26.316	190	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002741093.1_1995	23.684	266	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002727913.1_1941	26.809	235	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002742120.1_1939	58.733	584	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002733661.1_1960	38.211	123	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002742128.1_1940	26.636	214	582
WP_000853988.1	lcl|NZ_JADHZY010000032.1_cds_WP_002738595.1_1683	26.316	190	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002741093.1_1995	23.684	266	582
WP_000853988.1	lcl|NZ_JADHZY010000003.1_cds_WP_002727913.1_1941	26.809	235	582
WP_001159758.1	lcl|NZ_JADHZY010000003.1_cds_WP_002727916.1_1938	89.785	186	186
