WP_000340715.1	lcl|NZ_AOVL01000117.1_cds_WP_000340715.1_2900	100.000	86	106
WP_000410266.1	lcl|NZ_AOVL01000117.1_cds_WP_000410273.1_2901	99.363	314	314
WP_000410266.1	lcl|NZ_AOVL01000117.1_cds_WP_000093099.1_2921	46.988	83	314
WP_000410266.1	lcl|NZ_AOVL01000117.1_cds_WP_000646250.1_2904	25.392	319	314
WP_000410266.1	lcl|NZ_AOVL01000120.1_cds_WP_000744700.1_3133	24.383	324	314
WP_000410266.1	lcl|NZ_AOVL01000117.1_cds_WP_000600889.1_2930	25.269	186	314
WP_000410266.1	lcl|NZ_AOVL01000117.1_cds_WP_000723090.1_2983	23.958	288	314
WP_000410266.1	lcl|NZ_AOVL01000117.1_cds_WP_001067557.1_2907	24.695	328	314
WP_000604525.1	lcl|NZ_AOVL01000117.1_cds_WP_000604524.1_2902	99.178	365	365
WP_000884059.1	lcl|NZ_AOVL01000117.1_cds_WP_000884059.1_2903	100.000	185	185
WP_000884059.1	lcl|NZ_AOVL01000112.1_cds_WP_000351733.1_2678	40.000	140	185
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000646250.1_2904	98.784	329	329
WP_000646254.1	lcl|NZ_AOVL01000120.1_cds_WP_000744700.1_3133	31.746	315	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000723090.1_2983	31.045	335	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000600889.1_2930	34.109	258	329
WP_000646254.1	lcl|NZ_AOVL01000128.1_cds_WP_001984071.1_3433	31.475	305	329
WP_000646254.1	lcl|NZ_AOVL01000082.1_cds_WP_000649925.1_1454	30.183	328	329
WP_000646254.1	lcl|NZ_AOVL01000013.1_cds_WP_000709511.1_133	29.730	333	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000601375.1_2957	25.091	275	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_001067557.1_2907	30.350	257	329
WP_000646254.1	lcl|NZ_AOVL01000128.1_cds_WP_000688695.1_3413	28.975	283	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000475904.1_2966	27.737	274	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000410273.1_2901	25.705	319	329
WP_000646254.1	lcl|NZ_AOVL01000032.1_cds_WP_001074785.1_463	29.057	265	329
WP_000646254.1	lcl|NZ_AOVL01000098.1_cds_WP_001003555.1_2039	25.148	338	329
WP_000646254.1	lcl|NZ_AOVL01000117.1_cds_WP_000487322.1_2955	27.077	325	329
WP_000774259.1	lcl|NZ_AOVL01000117.1_cds_WP_000774262.1_2905	98.127	267	267
WP_000774259.1	lcl|NZ_AOVL01000117.1_cds_WP_000859505.1_2954	25.820	244	267
WP_000774259.1	lcl|NZ_AOVL01000117.1_cds_WP_000800438.1_2935	24.786	234	267
WP_000774259.1	lcl|NZ_AOVL01000117.1_cds_WP_000842260.1_2984	26.316	190	267
WP_000774259.1	lcl|NZ_AOVL01000036.1_cds_WP_000667727.1_524	31.818	110	267
WP_000774259.1	lcl|NZ_AOVL01000088.1_cds_WP_000805357.1_1640	26.190	210	267
WP_002072162.1	lcl|NZ_AOVL01000117.1_cds_WP_000612797.1_2906	98.232	509	509
WP_002072162.1	lcl|NZ_AOVL01000093.1_cds_WP_000291591.1_1796	26.911	327	509
WP_002072162.1	lcl|NZ_AOVL01000093.1_cds_WP_000364507.1_1797	31.111	90	509
WP_002072162.1	lcl|NZ_AOVL01000117.1_cds_WP_000612797.1_2906	98.232	509	509
WP_002072162.1	lcl|NZ_AOVL01000093.1_cds_WP_000291591.1_1796	26.911	327	509
WP_002072162.1	lcl|NZ_AOVL01000093.1_cds_WP_000364507.1_1797	31.111	90	509
WP_001067557.1	lcl|NZ_AOVL01000117.1_cds_WP_001067557.1_2907	100.000	330	330
WP_001067557.1	lcl|NZ_AOVL01000117.1_cds_WP_000646250.1_2904	28.664	307	330
WP_001067557.1	lcl|NZ_AOVL01000117.1_cds_WP_000600889.1_2930	26.316	266	330
WP_001067557.1	lcl|NZ_AOVL01000128.1_cds_WP_001984071.1_3433	25.735	272	330
WP_001067557.1	lcl|NZ_AOVL01000098.1_cds_WP_001003555.1_2039	28.395	243	330
WP_001067557.1	lcl|NZ_AOVL01000120.1_cds_WP_000744700.1_3133	26.812	276	330
WP_001067557.1	lcl|NZ_AOVL01000117.1_cds_WP_000723090.1_2983	23.724	333	330
WP_001067557.1	lcl|NZ_AOVL01000082.1_cds_WP_000649925.1_1454	28.854	253	330
WP_001067557.1	lcl|NZ_AOVL01000128.1_cds_WP_000688695.1_3413	25.681	257	330
WP_001067557.1	lcl|NZ_AOVL01000117.1_cds_WP_000601375.1_2957	26.545	275	330
WP_001067557.1	lcl|NZ_AOVL01000117.1_cds_WP_000410273.1_2901	24.695	328	330
WP_001198107.1	lcl|NZ_AOVL01000117.1_cds_WP_001198107.1_2908	100.000	366	366
WP_001198107.1	lcl|NZ_AOVL01000117.1_cds_WP_000608295.1_2909	39.726	365	366
WP_001198107.1	lcl|NZ_AOVL01000117.1_cds_WP_000575178.1_2977	34.262	359	366
WP_001198107.1	lcl|NZ_AOVL01000128.1_cds_WP_001281953.1_3399	27.441	379	366
WP_001198107.1	lcl|NZ_AOVL01000117.1_cds_WP_000346036.1_2938	28.090	356	366
WP_001198107.1	lcl|NZ_AOVL01000117.1_cds_WP_000582222.1_2919	31.111	360	366
WP_001198107.1	lcl|NZ_AOVL01000050.1_cds_WP_000538752.1_738	29.692	357	366
WP_001198107.1	lcl|NZ_AOVL01000117.1_cds_WP_000947844.1_2931	26.667	345	366
WP_001198107.1	lcl|NZ_AOVL01000100.1_cds_WP_001982414.1_2232	31.579	190	366
WP_000608294.1	lcl|NZ_AOVL01000117.1_cds_WP_000608295.1_2909	99.728	367	367
WP_000608294.1	lcl|NZ_AOVL01000117.1_cds_WP_001198107.1_2908	39.452	365	367
WP_000608294.1	lcl|NZ_AOVL01000117.1_cds_WP_000575178.1_2977	36.712	365	367
WP_000608294.1	lcl|NZ_AOVL01000050.1_cds_WP_000538752.1_738	30.189	371	367
WP_000608294.1	lcl|NZ_AOVL01000117.1_cds_WP_000582222.1_2919	35.385	325	367
WP_000608294.1	lcl|NZ_AOVL01000128.1_cds_WP_001281953.1_3399	30.208	384	367
WP_000608294.1	lcl|NZ_AOVL01000117.1_cds_WP_000346036.1_2938	24.397	373	367
WP_000608294.1	lcl|NZ_AOVL01000117.1_cds_WP_000947844.1_2931	26.404	356	367
WP_000608294.1	lcl|NZ_AOVL01000100.1_cds_WP_001982414.1_2232	25.698	358	367
WP_000689740.1	lcl|NZ_AOVL01000117.1_cds_WP_000689743.1_2910	99.816	544	544
WP_000689740.1	lcl|NZ_AOVL01000117.1_cds_WP_000689743.1_2910	99.816	544	544
WP_000342716.1	lcl|NZ_AOVL01000117.1_cds_WP_000342713.1_2911	99.623	265	265
WP_000342716.1	lcl|NZ_AOVL01000100.1_cds_WP_001002663.1_2251	44.856	243	265
WP_001246619.1	lcl|NZ_AOVL01000117.1_cds_WP_001246618.1_2912	96.774	310	310
WP_001246619.1	lcl|NZ_AOVL01000010.1_cds_WP_000501205.1_90	38.158	304	310
WP_001246619.1	lcl|NZ_AOVL01000129.1_cds_WP_001183723.1_3447	25.163	306	310
WP_001246619.1	lcl|NZ_AOVL01000121.1_cds_WP_000279894.1_3170	24.809	262	310
WP_001246619.1	lcl|NZ_AOVL01000117.1_cds_WP_001246618.1_2912	96.774	310	310
WP_001246619.1	lcl|NZ_AOVL01000010.1_cds_WP_000501205.1_90	38.158	304	310
WP_001246619.1	lcl|NZ_AOVL01000129.1_cds_WP_001183723.1_3447	25.163	306	310
WP_001246619.1	lcl|NZ_AOVL01000121.1_cds_WP_000279894.1_3170	24.809	262	310
WP_000479980.1	lcl|NZ_AOVL01000117.1_cds_WP_000479982.1_2913	99.621	264	264
WP_000715958.1	lcl|NZ_AOVL01000117.1_cds_WP_000715958.1_2914	100.000	131	131
WP_001088861.1	lcl|NZ_AOVL01000117.1_cds_WP_001088866.1_2915	98.611	144	144
WP_001088861.1	lcl|NZ_AOVL01000014.1_cds_WP_002069656.1_161	42.857	56	144
WP_000517242.1	lcl|NZ_AOVL01000117.1_cds_WP_000517242.1_2916	100.000	221	221
WP_000517242.1	lcl|NZ_AOVL01000120.1_cds_WP_001082180.1_3104	28.205	78	221
WP_000517242.1	lcl|NZ_AOVL01000081.1_cds_WP_001069834.1_1385	27.523	109	221
WP_228003844.1	lcl|NZ_AOVL01000091.1_cds_WP_042709618.1_1723	82.353	34	34
WP_001018782.1	lcl|NZ_AOVL01000091.1_cds_WP_151314046.1_1722	81.818	77	77
WP_000282882.1	lcl|NZ_AOVL01000117.1_cds_WP_000282880.1_2979	99.267	273	273
WP_000282882.1	lcl|NZ_AOVL01000117.1_cds_WP_001068986.1_2958	31.760	233	273
WP_000282882.1	lcl|NZ_AOVL01000100.1_cds_WP_001099029.1_2210	34.737	190	273
WP_000282882.1	lcl|NZ_AOVL01000117.1_cds_WP_000854002.1_2980	26.457	223	273
WP_000282882.1	lcl|NZ_AOVL01000117.1_cds_WP_000560752.1_2978	32.075	106	273
WP_000282882.1	lcl|NZ_AOVL01000090.1_cds_WP_000262844.1_1709	25.137	183	273
WP_000282882.1	lcl|NZ_AOVL01000088.1_cds_WP_000868621.1_1662	31.111	90	273
WP_000282882.1	lcl|NZ_AOVL01000117.1_cds_WP_000579813.1_2927	30.769	91	273
WP_000853988.1	lcl|NZ_AOVL01000117.1_cds_WP_000854002.1_2980	99.313	582	582
