WP_000340715.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000340715.1_1041	100.000	86	106
WP_000410266.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000410273.1_1042	99.363	314	314
WP_000410266.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000093099.1_1062	46.988	83	314
WP_000410266.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000646250.1_1045	25.392	319	314
WP_000410266.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_000744700.1_1353	24.383	324	314
WP_000410266.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000600889.1_1071	25.269	186	314
WP_000410266.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000723090.1_1124	23.958	288	314
WP_000410266.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_001067557.1_1048	24.695	328	314
WP_000604525.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000604524.1_1043	99.178	365	365
WP_000884059.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000884059.1_1044	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCJ010000003.1_cds_WP_000351733.1_527	40.000	140	185
WP_000646254.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000646250.1_1045	98.784	329	329
WP_000646254.1	lcl|NZ_JAGGCJ010000008.1_cds_WP_000744700.1_1353	31.746	315	329
WP_000646254.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000723090.1_1124	31.045	335	329
WP_000646254.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000600889.1_1071	34.109	258	329
WP_000646254.1	lcl|NZ_JAGGCJ010000027.1_cds_WP_001984071.1_2852	31.475	305	329
WP_000646254.1	lcl|NZ_JAGGCJ010000010.1_cds_WP_000649925.1_1583	30.183	328	329
WP_000646254.1	lcl|NZ_JAGGCJ010000060.1_cds_WP_000709511.1_3674	29.730	333	329
WP_000646254.1	lcl|NZ_JAGGCJ010000006.1_cds_WP_000601375.1_1098	25.091	275	329
