WP_000340715.1	lcl|NZ_AFKN01000218.1_cds_WP_000340715.1_1218	100.000	86	106
WP_000410266.1	lcl|NZ_AFKN01000218.1_cds_WP_000410273.1_1217	99.363	314	314
WP_000410266.1	lcl|NZ_AFKN01000006.1_cds_WP_000093099.1_3731	46.988	83	314
WP_000410266.1	lcl|NZ_AFKN01000218.1_cds_WP_000646250.1_1214	25.392	319	314
WP_000410266.1	lcl|NZ_AFKN01000064.1_cds_WP_000744700.1_3328	24.383	324	314
WP_000410266.1	lcl|NZ_AFKN01000006.1_cds_WP_000600889.1_3740	25.269	186	314
WP_000410266.1	lcl|NZ_AFKN01000386.1_cds_WP_000723090.1_87	23.958	288	314
WP_000410266.1	lcl|NZ_AFKN01000218.1_cds_WP_001067557.1_1211	24.695	328	314
WP_000604525.1	lcl|NZ_AFKN01000218.1_cds_WP_000604524.1_1216	99.178	365	365
WP_000884059.1	lcl|NZ_AFKN01000218.1_cds_WP_000884059.1_1215	100.000	185	185
WP_000884059.1	lcl|NZ_AFKN01000368.1_cds_WP_000351733.1_214	40.000	140	185
WP_000646254.1	lcl|NZ_AFKN01000218.1_cds_WP_000646250.1_1214	98.784	329	329
WP_000646254.1	lcl|NZ_AFKN01000064.1_cds_WP_000744700.1_3328	31.746	315	329
WP_000646254.1	lcl|NZ_AFKN01000386.1_cds_WP_000723090.1_87	31.045	335	329
WP_000646254.1	lcl|NZ_AFKN01000006.1_cds_WP_000600889.1_3740	34.109	258	329
WP_000646254.1	lcl|NZ_AFKN01000392.1_cds_WP_001984071.1_54	31.475	305	329
WP_000646254.1	lcl|NZ_AFKN01000363.1_cds_WP_000709511.1_292	29.730	333	329
WP_000646254.1	lcl|NZ_AFKN01000006.1_cds_WP_000601375.1_3767	25.091	275	329
WP_000646254.1	lcl|NZ_AFKN01000218.1_cds_WP_001067557.1_1211	30.350	257	329
WP_000646254.1	lcl|NZ_AFKN01000103.1_cds_WP_000688695.1_2402	28.975	283	329
WP_000646254.1	lcl|NZ_AFKN01000004.1_cds_WP_000475904.1_3779	27.737	274	329
WP_000646254.1	lcl|NZ_AFKN01000360.1_cds_WP_000649921.1_342	32.353	170	329
WP_000646254.1	lcl|NZ_AFKN01000218.1_cds_WP_000410273.1_1217	25.705	319	329
WP_000646254.1	lcl|NZ_AFKN01000362.1_cds_WP_001074785.1_326	29.057	265	329
