WP_000340715.1	lcl|NZ_AOVE01000063.1_cds_WP_000340715.1_818	100.000	86	106
WP_000410266.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	99.363	314	314
WP_000410266.1	lcl|NZ_AOVE01000063.1_cds_WP_000093099.1_797	46.988	83	314
WP_000410266.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	25.392	319	314
WP_000410266.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	24.383	324	314
WP_000410266.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	25.269	186	314
WP_000410266.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	23.958	288	314
WP_000410266.1	lcl|NZ_AOVE01000063.1_cds_WP_001067557.1_811	24.695	328	314
WP_000604525.1	lcl|NZ_AOVE01000063.1_cds_WP_000604524.1_816	99.178	365	365
WP_000884059.1	lcl|NZ_AOVE01000063.1_cds_WP_000884059.1_815	100.000	185	185
WP_000884059.1	lcl|NZ_AOVE01000023.1_cds_WP_000351733.1_243	40.000	140	185
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	98.480	329	329
WP_000646254.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	31.746	315	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	31.045	335	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	34.109	258	329
WP_000646254.1	lcl|NZ_AOVE01000162.1_cds_WP_001984071.1_3659	31.475	305	329
WP_000646254.1	lcl|NZ_AOVE01000110.1_cds_WP_000649925.1_1836	30.183	328	329
WP_000646254.1	lcl|NZ_AOVE01000069.1_cds_WP_000709511.1_935	29.730	333	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000601375.1_761	25.091	275	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_001067557.1_811	30.350	257	329
WP_000646254.1	lcl|NZ_AOVE01000162.1_cds_WP_000688695.1_3639	28.975	283	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000475904.1_752	27.737	274	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	25.705	319	329
WP_000646254.1	lcl|NZ_AOVE01000067.1_cds_WP_001074785.1_903	29.057	265	329
WP_000646254.1	lcl|NZ_AOVE01000127.1_cds_WP_001003555.1_2335	25.148	338	329
WP_000646254.1	lcl|NZ_AOVE01000063.1_cds_WP_000487322.1_763	27.077	325	329
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000774262.1_813	98.127	267	267
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000859505.1_764	25.820	244	267
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000800438.1_783	24.786	234	267
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000842260.1_734	26.316	190	267
WP_000774259.1	lcl|NZ_AOVE01000070.1_cds_WP_000667727.1_956	31.818	110	267
