WP_000340715.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352101.1_2688	61.538	78	106
WP_000410266.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352100.1_2689	82.581	310	314
WP_000410266.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350398.1_738	26.923	312	314
WP_000410266.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350373.1_711	23.765	324	314
WP_000410266.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351842.1_2423	22.872	188	314
WP_000410266.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350875.1_1281	23.248	314	314
WP_000884059.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351247.1_1856	33.621	116	185
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350373.1_711	30.892	314	329
WP_000646254.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351842.1_2423	28.529	340	329
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350875.1_1281	28.664	307	329
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350398.1_738	29.236	301	329
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350726.1_1114	26.727	333	329
WP_000646254.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352082.1_2710	26.349	315	329
WP_000646254.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352100.1_2689	25.705	319	329
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350671.1_1049	28.405	257	329
WP_000646254.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352071.1_2722	25.703	249	329
WP_000646254.1	lcl|NZ_JAMQPL010000012.1_cds_WP_265353373.1_282	27.222	180	329
WP_000646254.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352040.1_2753	25.287	261	329
WP_000646254.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351852.1_2434	26.407	231	329
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350327.1_657	28.655	171	329
WP_000646254.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350679.1_1057	22.383	277	329
WP_000646254.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352209.1_2717	27.273	165	329
WP_000646254.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352070.1_2723	23.077	247	329
WP_000774259.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352074.1_2719	25.604	207	267
WP_000774259.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352008.1_2814	23.755	261	267
WP_000774259.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350644.1_1021	38.261	115	267
WP_000774259.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350781.1_1175	26.012	173	267
WP_000774259.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351841.1_2422	26.943	193	267
WP_002072162.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351228.1_1878	25.776	322	509
WP_002072162.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351227.1_1879	27.358	106	509
WP_002072162.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351228.1_1878	25.776	322	509
WP_002072162.1	lcl|NZ_JAMQPL010000002.1_cds_WP_265351227.1_1879	27.358	106	509
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350671.1_1049	29.545	264	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350875.1_1281	24.820	278	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350373.1_711	27.174	276	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350398.1_738	25.305	328	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350679.1_1057	25.660	265	330
WP_001067557.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352082.1_2710	25.974	231	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350736.1_1126	27.059	170	330
WP_001067557.1	lcl|NZ_JAMQPL010000003.1_cds_WP_265351842.1_2423	22.742	299	330
WP_001067557.1	lcl|NZ_JAMQPL010000012.1_cds_WP_265353373.1_282	26.667	180	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350327.1_657	25.121	207	330
WP_001067557.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350726.1_1114	28.000	150	330
WP_001067557.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352209.1_2717	25.893	336	330
WP_001198107.1	lcl|NZ_JAMQPL010000004.1_cds_WP_265352096.1_2693	32.514	366	366
WP_001198107.1	lcl|NZ_JAMQPL010000001.1_cds_WP_265350976.1_986	29.255	376	366
WP_001198107.1	lcl|NZ_JAMQPL010000007.1_cds_WP_265352689.1_3554	29.178	353	366
