WP_004462903.1	lcl|NZ_AOXA01000149.1_cds_WP_000340715.1_2786	95.402	87	106
WP_004462901.1	lcl|NZ_AOXA01000149.1_cds_WP_000410273.1_2785	92.581	310	318
WP_004462901.1	lcl|NZ_AOXA01000149.1_cds_WP_000646253.1_2782	26.667	270	318
WP_004462901.1	lcl|NZ_AOXA01000148.1_cds_WP_000744700.1_2730	24.771	327	318
WP_004462901.1	lcl|NZ_AOXA01000032.1_cds_WP_000723090.1_479	23.368	291	318
WP_004462901.1	lcl|NZ_AOXA01000032.1_cds_WP_001033107.1_530	22.321	224	318
WP_004462901.1	lcl|NZ_AOXA01000154.1_cds_WP_001984071.1_3022	21.678	286	318
WP_004462901.1	lcl|NZ_AOXA01000149.1_cds_WP_001067558.1_2779	24.012	329	318
WP_016551805.1	lcl|NZ_AOXA01000032.1_cds_WP_001035839.1_523	52.962	574	592
WP_016551805.1	lcl|NZ_AOXA01000073.1_cds_WP_000667646.1_1171	33.249	394	592
WP_016551805.1	lcl|NZ_AOXA01000014.1_cds_WP_000172203.1_116	36.043	369	592
WP_016551805.1	lcl|NZ_AOXA01000127.1_cds_WP_000828458.1_2272	30.357	392	592
WP_016551805.1	lcl|NZ_AOXA01000009.1_cds_WP_000510777.1_87	29.358	218	592
WP_016551805.1	lcl|NZ_AOXA01000094.1_cds_WP_001161020.1_1484	30.045	223	592
WP_016551805.1	lcl|NZ_AOXA01000161.1_cds_WP_001052498.1_3456	25.514	243	592
WP_016551805.1	lcl|NZ_AOXA01000068.1_cds_WP_000619176.1_1043	27.888	251	592
WP_016551805.1	lcl|NZ_AOXA01000014.1_cds_LEP2GSC026_RS01000000122210_130	30.043	233	592
WP_016551805.1	lcl|NZ_AOXA01000081.1_cds_WP_001982953.1_1293	26.050	238	592
WP_016551805.1	lcl|NZ_AOXA01000139.1_cds_WP_001141162.1_2540	30.317	221	592
WP_016551805.1	lcl|NZ_AOXA01000024.1_cds_WP_000666552.1_332	26.923	234	592
WP_016551805.1	lcl|NZ_AOXA01000068.1_cds_WP_000127308.1_1042	28.750	240	592
WP_016551805.1	lcl|NZ_AOXA01000174.1_cds_WP_000184524.1_3787	28.311	219	592
WP_016551805.1	lcl|NZ_AOXA01000143.1_cds_WP_000433117.1_2628	27.778	216	592
WP_016551805.1	lcl|NZ_AOXA01000160.1_cds_WP_000047473.1_3390	25.481	208	592
WP_016551805.1	lcl|NZ_AOXA01000143.1_cds_WP_001089498.1_2596	26.809	235	592
WP_016551805.1	lcl|NZ_AOXA01000018.1_cds_WP_000052667.1_207	26.638	229	592
WP_016551805.1	lcl|NZ_AOXA01000164.1_cds_WP_000651459.1_3541	26.908	249	592
WP_016551805.1	lcl|NZ_AOXA01000072.1_cds_WP_000603361.1_1140	23.009	226	592
WP_016551805.1	lcl|NZ_AOXA01000172.1_cds_WP_001288326.1_3695	28.151	238	592
WP_016551805.1	lcl|NZ_AOXA01000153.1_cds_LEP2GSC026_RS0116950_2973	27.049	244	592
WP_016551805.1	lcl|NZ_AOXA01000153.1_cds_LEP2GSC026_RS0116950_2973	25.110	227	592
WP_016551805.1	lcl|NZ_AOXA01000149.1_cds_WP_000054164.1_2876	26.866	201	592
WP_016551805.1	lcl|NZ_AOXA01000086.1_cds_WP_000626143.1_1334	27.885	208	592
WP_016551805.1	lcl|NZ_AOXA01000086.1_cds_WP_000626143.1_1334	23.596	178	592
WP_016551805.1	lcl|NZ_AOXA01000097.1_cds_WP_000481719.1_1554	24.786	234	592
WP_016551805.1	lcl|NZ_AOXA01000096.1_cds_WP_000136057.1_1537	26.316	228	592
WP_016551805.1	lcl|NZ_AOXA01000032.1_cds_WP_001035839.1_523	52.962	574	592
WP_016551805.1	lcl|NZ_AOXA01000073.1_cds_WP_000667646.1_1171	33.249	394	592
WP_016551805.1	lcl|NZ_AOXA01000014.1_cds_WP_000172203.1_116	36.043	369	592
WP_016551805.1	lcl|NZ_AOXA01000127.1_cds_WP_000828458.1_2272	30.357	392	592
WP_016551805.1	lcl|NZ_AOXA01000009.1_cds_WP_000510777.1_87	29.358	218	592
WP_016551805.1	lcl|NZ_AOXA01000094.1_cds_WP_001161020.1_1484	30.045	223	592
WP_016551805.1	lcl|NZ_AOXA01000161.1_cds_WP_001052498.1_3456	25.514	243	592
WP_016551805.1	lcl|NZ_AOXA01000068.1_cds_WP_000619176.1_1043	27.888	251	592
WP_016551805.1	lcl|NZ_AOXA01000014.1_cds_LEP2GSC026_RS01000000122210_130	30.043	233	592
WP_016551805.1	lcl|NZ_AOXA01000081.1_cds_WP_001982953.1_1293	26.050	238	592
WP_016551805.1	lcl|NZ_AOXA01000139.1_cds_WP_001141162.1_2540	30.317	221	592
WP_016551805.1	lcl|NZ_AOXA01000024.1_cds_WP_000666552.1_332	26.923	234	592
WP_016551805.1	lcl|NZ_AOXA01000068.1_cds_WP_000127308.1_1042	28.750	240	592
WP_016551805.1	lcl|NZ_AOXA01000174.1_cds_WP_000184524.1_3787	28.311	219	592
WP_016551805.1	lcl|NZ_AOXA01000143.1_cds_WP_000433117.1_2628	27.778	216	592
WP_016551805.1	lcl|NZ_AOXA01000160.1_cds_WP_000047473.1_3390	25.481	208	592
WP_016551805.1	lcl|NZ_AOXA01000143.1_cds_WP_001089498.1_2596	26.809	235	592
WP_016551805.1	lcl|NZ_AOXA01000018.1_cds_WP_000052667.1_207	26.638	229	592
