WP_004462903.1	lcl|NZ_JADDXJ010000058.1_cds_WP_002725873.1_2690	95.402	87	106
WP_004462901.1	lcl|NZ_JADDXJ010000058.1_cds_WP_002725867.1_2691	90.764	314	318
WP_004462901.1	lcl|NZ_JADDXJ010000009.1_cds_WP_193816902.1_3683	21.379	290	318
WP_004462901.1	lcl|NZ_JADDXJ010000071.1_cds_WP_061208146.1_3127	22.936	327	318
WP_004462901.1	lcl|NZ_JADDXJ010000009.1_cds_WP_011669957.1_3681	25.789	190	318
WP_004462901.1	lcl|NZ_JADDXJ010000009.1_cds_WP_011671706.1_3661	22.867	293	318
WP_004462901.1	lcl|NZ_JADDXJ010000011.1_cds_IQA86_RS04065_292	25.620	242	318
WP_004462901.1	lcl|NZ_JADDXJ010000114.1_cds_WP_002729504.1_228	23.392	171	318
WP_016551805.1	lcl|NZ_JADDXJ010000018.1_cds_WP_061207593.1_998	36.885	366	592
WP_016551805.1	lcl|NZ_JADDXJ010000016.1_cds_WP_193817007.1_881	32.316	393	592
WP_016551805.1	lcl|NZ_JADDXJ010000077.1_cds_WP_193816858.1_3233	31.552	393	592
WP_016551805.1	lcl|NZ_JADDXJ010000009.1_cds_WP_193817015.1_3705	33.061	245	592
WP_016551805.1	lcl|NZ_JADDXJ010000027.1_cds_WP_002739451.1_1540	28.378	222	592
WP_016551805.1	lcl|NZ_JADDXJ010000042.1_cds_WP_002726143.1_2221	31.579	209	592
WP_016551805.1	lcl|NZ_JADDXJ010000098.1_cds_WP_061209175.1_3637	30.851	188	592
WP_016551805.1	lcl|NZ_JADDXJ010000004.1_cds_WP_061208213.1_2465	26.271	236	592
WP_016551805.1	lcl|NZ_JADDXJ010000004.1_cds_WP_061221507.1_2475	32.895	228	592
WP_016551805.1	lcl|NZ_JADDXJ010000025.1_cds_WP_061207927.1_1457	29.614	233	592
WP_016551805.1	lcl|NZ_JADDXJ010000001.1_cds_WP_193817089.1_1115	27.778	216	592
WP_016551805.1	lcl|NZ_JADDXJ010000032.1_cds_WP_193817159.1_1825	26.852	216	592
WP_016551805.1	lcl|NZ_JADDXJ010000001.1_cds_WP_061207856.1_1169	28.829	222	592
WP_016551805.1	lcl|NZ_JADDXJ010000021.1_cds_WP_193817028.1_1288	30.000	220	592
WP_016551805.1	lcl|NZ_JADDXJ010000005.1_cds_WP_002751341.1_2762	25.481	208	592
WP_016551805.1	lcl|NZ_JADDXJ010000001.1_cds_IQA86_RS00235_1150	29.767	215	592
WP_016551805.1	lcl|NZ_JADDXJ010000021.1_cds_WP_002724311.1_1289	25.681	257	592
WP_016551805.1	lcl|NZ_JADDXJ010000105.1_cds_WP_002725984.1_65	24.336	226	592
WP_016551805.1	lcl|NZ_JADDXJ010000020.1_cds_WP_193816316.1_1233	27.869	244	592
WP_016551805.1	lcl|NZ_JADDXJ010000020.1_cds_WP_193816316.1_1233	26.230	183	592
WP_016551805.1	lcl|NZ_JADDXJ010000410.1_cds_IQA86_RS18990_2188	36.765	68	592
WP_016551805.1	lcl|NZ_JADDXJ010000022.1_cds_WP_193816338.1_1317	23.047	256	592
WP_016551805.1	lcl|NZ_JADDXJ010000022.1_cds_WP_193816338.1_1317	28.025	157	592
WP_016551805.1	lcl|NZ_JADDXJ010000004.1_cds_WP_011671589.1_2458	25.941	239	592
WP_016551805.1	lcl|NZ_JADDXJ010000014.1_cds_WP_228003477.1_648	28.421	190	592
WP_016551805.1	lcl|NZ_JADDXJ010000093.1_cds_WP_061208076.1_3572	25.911	247	592
WP_016551805.1	lcl|NZ_JADDXJ010000124.1_cds_WP_193816428.1_368	25.641	234	592
WP_016551805.1	lcl|NZ_JADDXJ010000046.1_cds_WP_193817130.1_2332	22.816	206	592
WP_016551805.1	lcl|NZ_JADDXJ010000083.1_cds_WP_061208842.1_3364	26.923	208	592
WP_016551805.1	lcl|NZ_JADDXJ010000083.1_cds_WP_061208842.1_3364	23.118	186	592
WP_016551805.1	lcl|NZ_JADDXJ010000022.1_cds_IQA86_RS06675_1326	26.754	228	592
WP_016551805.1	lcl|NZ_JADDXJ010000018.1_cds_WP_061207593.1_998	36.885	366	592
WP_016551805.1	lcl|NZ_JADDXJ010000016.1_cds_WP_193817007.1_881	32.316	393	592
WP_016551805.1	lcl|NZ_JADDXJ010000077.1_cds_WP_193816858.1_3233	31.552	393	592
WP_016551805.1	lcl|NZ_JADDXJ010000009.1_cds_WP_193817015.1_3705	33.061	245	592
WP_016551805.1	lcl|NZ_JADDXJ010000027.1_cds_WP_002739451.1_1540	28.378	222	592
WP_016551805.1	lcl|NZ_JADDXJ010000042.1_cds_WP_002726143.1_2221	31.579	209	592
WP_016551805.1	lcl|NZ_JADDXJ010000098.1_cds_WP_061209175.1_3637	30.851	188	592
WP_016551805.1	lcl|NZ_JADDXJ010000004.1_cds_WP_061208213.1_2465	26.271	236	592
WP_016551805.1	lcl|NZ_JADDXJ010000004.1_cds_WP_061221507.1_2475	32.895	228	592
WP_016551805.1	lcl|NZ_JADDXJ010000025.1_cds_WP_061207927.1_1457	29.614	233	592
WP_016551805.1	lcl|NZ_JADDXJ010000001.1_cds_WP_193817089.1_1115	27.778	216	592
WP_016551805.1	lcl|NZ_JADDXJ010000032.1_cds_WP_193817159.1_1825	26.852	216	592
WP_016551805.1	lcl|NZ_JADDXJ010000001.1_cds_WP_061207856.1_1169	28.829	222	592
WP_016551805.1	lcl|NZ_JADDXJ010000021.1_cds_WP_193817028.1_1288	30.000	220	592
WP_016551805.1	lcl|NZ_JADDXJ010000005.1_cds_WP_002751341.1_2762	25.481	208	592
WP_016551805.1	lcl|NZ_JADDXJ010000001.1_cds_IQA86_RS00235_1150	29.767	215	592
WP_016551805.1	lcl|NZ_JADDXJ010000021.1_cds_WP_002724311.1_1289	25.681	257	592
WP_016551805.1	lcl|NZ_JADDXJ010000105.1_cds_WP_002725984.1_65	24.336	226	592
WP_016551805.1	lcl|NZ_JADDXJ010000020.1_cds_WP_193816316.1_1233	27.869	244	592
WP_016551805.1	lcl|NZ_JADDXJ010000020.1_cds_WP_193816316.1_1233	26.230	183	592
