WP_004462903.1	lcl|NZ_AKWM02000063.1_cds_WP_002764162.1_805	95.402	87	106
WP_004462901.1	lcl|NZ_AKWM02000063.1_cds_WP_002764169.1_804	89.308	318	318
WP_004462901.1	lcl|NZ_AKWM02000063.1_cds_WP_002764171.1_801	25.094	267	318
WP_004462901.1	lcl|NZ_AKWM02000049.1_cds_WP_002763592.1_1323	25.000	324	318
WP_004462901.1	lcl|NZ_AKWM02000051.1_cds_WP_002763683.1_1250	20.856	187	318
WP_004462901.1	lcl|NZ_AKWM02000039.1_cds_WP_004280595.1_1935	22.184	293	318
WP_004462901.1	lcl|NZ_AKWM02000051.1_cds_WP_002763744.1_1256	21.505	279	318
WP_004462901.1	lcl|NZ_AKWM02000038.1_cds_WP_002748230.1_2021	24.370	238	318
WP_004462901.1	lcl|NZ_AKWM02000078.1_cds_WP_002746794.1_284	22.222	171	318
WP_016551805.1	lcl|NZ_AKWM02000002.1_cds_WP_051019755.1_3511	36.612	366	592
WP_016551805.1	lcl|NZ_AKWM02000044.1_cds_WP_002746012.1_1521	32.741	394	592
WP_016551805.1	lcl|NZ_AKWM02000041.1_cds_WP_002763193.1_1737	31.378	392	592
WP_016551805.1	lcl|NZ_AKWM02000051.1_cds_WP_036036510.1_1252	29.412	374	592
WP_016551805.1	lcl|NZ_AKWM02000007.1_cds_WP_002760631.1_3334	28.829	222	592
WP_016551805.1	lcl|NZ_AKWM02000077.1_cds_WP_002764390.1_573	31.100	209	592
WP_016551805.1	lcl|NZ_AKWM02000080.1_cds_WP_036037279.1_201	29.787	188	592
WP_016551805.1	lcl|NZ_AKWM02000061.1_cds_WP_002749732.1_892	26.047	215	592
WP_016551805.1	lcl|NZ_AKWM02000002.1_cds_WP_002760423.1_3636	28.879	232	592
WP_016551805.1	lcl|NZ_AKWM02000078.1_cds_WP_002746708.1_337	25.847	236	592
WP_016551805.1	lcl|NZ_AKWM02000005.1_cds_WP_002749036.1_3385	30.594	219	592
