WP_004462903.1	lcl|NZ_AFJT02000301.1_cds_WP_000340715.1_1529	95.402	87	106
WP_004462901.1	lcl|NZ_AFJT02000301.1_cds_WP_000410273.1_1530	92.581	310	318
WP_004462901.1	lcl|NZ_AFJT02000301.1_cds_WP_000646250.1_1533	26.667	270	318
WP_004462901.1	lcl|NZ_AFJT02000369.1_cds_WP_000744700.1_516	24.771	327	318
WP_004462901.1	lcl|NZ_AFJT02000301.1_cds_WP_000093099.1_1550	53.968	63	318
WP_004462901.1	lcl|NZ_AFJT02000301.1_cds_WP_000600889.1_1559	23.118	186	318
WP_004462901.1	lcl|NZ_AFJT02000301.1_cds_WP_000723090.1_1612	23.368	291	318
WP_004462901.1	lcl|NZ_AFJT02000182.1_cds_WP_001984071.1_2743	21.678	286	318
WP_004462901.1	lcl|NZ_AFJT02000301.1_cds_WP_001067557.1_1536	24.012	329	318
WP_016551805.1	lcl|NZ_AFJT02000368.1_cds_WP_000667646.1_553	33.249	394	592
WP_016551805.1	lcl|NZ_AFJT02000094.1_cds_WP_000172202.1_3384	35.772	369	592
WP_016551805.1	lcl|NZ_AFJT02000237.1_cds_WP_000828455.1_2325	30.612	392	592
WP_016551805.1	lcl|NZ_AFJT02000301.1_cds_WP_000834715.1_1553	31.688	385	592
WP_016551805.1	lcl|NZ_AFJT02000258.1_cds_WP_000510777.1_2037	29.358	218	592
WP_016551805.1	lcl|NZ_AFJT02000329.1_cds_WP_001161019.1_1164	31.100	209	592
WP_016551805.1	lcl|NZ_AFJT02000394.1_cds_WP_001052498.1_166	25.514	243	592
WP_016551805.1	lcl|NZ_AFJT02000094.1_cds_WP_000942282.1_3370	30.043	233	592
WP_016551805.1	lcl|NZ_AFJT02000238.1_cds_WP_000619175.1_2312	27.490	251	592
WP_016551805.1	lcl|NZ_AFJT02000380.1_cds_WP_001982953.1_373	26.050	238	592
WP_016551805.1	lcl|NZ_AFJT02000230.1_cds_WP_001141158.1_2389	30.769	221	592
WP_016551805.1	lcl|NZ_AFJT02000392.1_cds_WP_000666552.1_216	26.923	234	592
WP_016551805.1	lcl|NZ_AFJT02000238.1_cds_WP_000218838.1_2311	28.750	240	592
WP_016551805.1	lcl|NZ_AFJT02000391.1_cds_WP_000184524.1_225	28.311	219	592
WP_016551805.1	lcl|NZ_AFJT02000360.1_cds_WP_000433117.1_758	27.778	216	592
WP_016551805.1	lcl|NZ_AFJT02000365.1_cds_WP_000047473.1_612	25.481	208	592
WP_016551805.1	lcl|NZ_AFJT02000010.1_cds_WP_001089500.1_3944	26.809	235	592
WP_016551805.1	lcl|NZ_AFJT02000096.1_cds_WP_001089500.1_3350	26.809	235	592
WP_016551805.1	lcl|NZ_AFJT02000358.1_cds_WP_000052667.1_826	26.638	229	592
WP_016551805.1	lcl|NZ_AFJT02000037.1_cds_WP_000675807.1_3762	26.721	247	592
WP_016551805.1	lcl|NZ_AFJT02000383.1_cds_WP_000603361.1_322	23.009	226	592
WP_016551805.1	lcl|NZ_AFJT02000064.1_cds_WP_000590867.1_3594	22.314	242	592
WP_016551805.1	lcl|NZ_AFJT02000064.1_cds_WP_000590867.1_3594	26.415	159	592
WP_016551805.1	lcl|NZ_AFJT02000326.1_cds_WP_001288326.1_1275	28.151	238	592
WP_016551805.1	lcl|NZ_AFJT02000383.1_cds_WP_000054169.1_338	26.866	201	592
WP_016551805.1	lcl|NZ_AFJT02000371.1_cds_WP_001049205.1_482	27.049	244	592
WP_016551805.1	lcl|NZ_AFJT02000371.1_cds_WP_001049205.1_482	25.110	227	592
WP_016551805.1	lcl|NZ_AFJT02000199.1_cds_WP_000626143.1_2642	27.885	208	592
WP_016551805.1	lcl|NZ_AFJT02000199.1_cds_WP_000626143.1_2642	23.596	178	592
WP_016551805.1	lcl|NZ_AFJT02000040.1_cds_WP_000481720.1_3739	24.786	234	592
WP_016551805.1	lcl|NZ_AFJT02000290.1_cds_WP_000136057.1_1704	26.316	228	592
WP_016551805.1	lcl|NZ_AFJT02000368.1_cds_WP_000667646.1_553	33.249	394	592
WP_016551805.1	lcl|NZ_AFJT02000094.1_cds_WP_000172202.1_3384	35.772	369	592
WP_016551805.1	lcl|NZ_AFJT02000237.1_cds_WP_000828455.1_2325	30.612	392	592
WP_016551805.1	lcl|NZ_AFJT02000301.1_cds_WP_000834715.1_1553	31.688	385	592
WP_016551805.1	lcl|NZ_AFJT02000258.1_cds_WP_000510777.1_2037	29.358	218	592
WP_016551805.1	lcl|NZ_AFJT02000329.1_cds_WP_001161019.1_1164	31.100	209	592
WP_016551805.1	lcl|NZ_AFJT02000394.1_cds_WP_001052498.1_166	25.514	243	592
WP_016551805.1	lcl|NZ_AFJT02000094.1_cds_WP_000942282.1_3370	30.043	233	592
WP_016551805.1	lcl|NZ_AFJT02000238.1_cds_WP_000619175.1_2312	27.490	251	592
WP_016551805.1	lcl|NZ_AFJT02000380.1_cds_WP_001982953.1_373	26.050	238	592
WP_016551805.1	lcl|NZ_AFJT02000230.1_cds_WP_001141158.1_2389	30.769	221	592
