WP_004462903.1	lcl|NZ_MCRM02000002.1_cds_WP_020988694.1_1940	65.882	85	106
WP_004462901.1	lcl|NZ_MCRM02000002.1_cds_WP_010418372.1_1941	64.873	316	318
WP_004462901.1	lcl|NZ_MCRM02000007.1_cds_WP_010416406.1_3220	24.390	328	318
WP_004462901.1	lcl|NZ_MCRM02000025.1_cds_WP_039935524.1_1362	25.688	327	318
WP_004462901.1	lcl|NZ_MCRM02000002.1_cds_WP_010418380.1_1944	25.559	313	318
WP_016551805.1	lcl|NZ_MCRM02000002.1_cds_WP_010418403.1_1952	50.259	579	592
WP_016551805.1	lcl|NZ_MCRM02000017.1_cds_WP_020989206.1_640	41.288	264	592
WP_016551805.1	lcl|NZ_MCRM02000031.1_cds_WP_020989060.1_1772	33.933	389	592
WP_016551805.1	lcl|NZ_MCRM02000004.1_cds_WP_010416750.1_2688	30.170	411	592
WP_016551805.1	lcl|NZ_MCRM02000008.1_cds_WP_010411779.1_3799	27.572	243	592
WP_016551805.1	lcl|NZ_MCRM02000004.1_cds_WP_010416831.1_2657	32.444	225	592
WP_016551805.1	lcl|NZ_MCRM02000007.1_cds_WP_010416303.1_3258	27.572	243	592
WP_016551805.1	lcl|NZ_MCRM02000011.1_cds_WP_010414467.1_84	29.362	235	592
WP_016551805.1	lcl|NZ_MCRM02000003.1_cds_WP_010419414.1_3046	27.027	222	592
WP_016551805.1	lcl|NZ_MCRM02000024.1_cds_WP_010410824.1_1605	28.230	209	592
WP_016551805.1	lcl|NZ_MCRM02000006.1_cds_WP_010413283.1_3609	25.600	250	592
WP_016551805.1	lcl|NZ_MCRM02000006.1_cds_WP_010413261.1_3602	24.473	237	592
WP_016551805.1	lcl|NZ_MCRM02000004.1_cds_WP_010417089.1_2550	31.250	208	592
WP_016551805.1	lcl|NZ_MCRM02000001.1_cds_WP_010409500.1_1017	27.103	214	592
WP_016551805.1	lcl|NZ_MCRM02000001.1_cds_WP_020988952.1_936	27.488	211	592
WP_016551805.1	lcl|NZ_MCRM02000020.1_cds_WP_010415625.1_810	28.634	227	592
WP_016551805.1	lcl|NZ_MCRM02000006.1_cds_WP_010413240.1_3591	24.490	245	592
