WP_004462903.1	lcl|NZ_JADDWG010000006.1_cds_WP_002725873.1_3010	95.402	87	106
WP_004462901.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733579.1_3009	91.935	310	318
WP_004462901.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733534.1_3006	25.926	270	318
WP_004462901.1	lcl|NZ_JADDWG010000018.1_cds_WP_002722638.1_677	23.242	327	318
WP_004462901.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740024.1_2915	22.867	293	318
WP_004462901.1	lcl|NZ_JADDWG010000007.1_cds_WP_002728309.1_3105	23.397	312	318
WP_004462901.1	lcl|NZ_JADDWG010000006.1_cds_WP_016749081.1_2977	23.313	326	318
WP_004462901.1	lcl|NZ_JADDWG010000012.1_cds_WP_002743770.1_259	23.392	171	318
WP_016551805.1	lcl|NZ_JADDWG010000067.1_cds_WP_002742222.1_2875	36.612	366	592
WP_016551805.1	lcl|NZ_JADDWG010000001.1_cds_WP_002723347.1_897	32.995	394	592
WP_016551805.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740724.1_2984	34.383	381	592
WP_016551805.1	lcl|NZ_JADDWG010000030.1_cds_WP_002741286.1_1583	31.633	392	592
WP_016551805.1	lcl|NZ_JADDWG010000006.1_cds_IQA58_RS03765_2973	29.095	409	592
WP_016551805.1	lcl|NZ_JADDWG010000013.1_cds_WP_002739451.1_300	28.378	222	592
WP_016551805.1	lcl|NZ_JADDWG010000009.1_cds_WP_002726143.1_3382	31.579	209	592
WP_016551805.1	lcl|NZ_JADDWG010000050.1_cds_WP_002738485.1_2458	30.851	188	592
WP_016551805.1	lcl|NZ_JADDWG010000010.1_cds_WP_002752475.1_73	26.271	236	592
WP_016551805.1	lcl|NZ_JADDWG010000002.1_cds_WP_002734207.1_1499	29.614	233	592
WP_016551805.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721914.1_2016	28.241	216	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002730493.1_2365	27.315	216	592
WP_016551805.1	lcl|NZ_JADDWG010000010.1_cds_WP_002729758.1_64	32.456	228	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002724285.1_2383	30.000	220	592
WP_016551805.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728388.1_2697	25.962	208	592
WP_016551805.1	lcl|NZ_JADDWG010000028.1_cds_WP_002729296.1_1372	28.829	222	592
WP_016551805.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721827.1_2048	29.767	215	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002724311.1_2384	25.681	257	592
WP_016551805.1	lcl|NZ_JADDWG010000013.1_cds_WP_002725984.1_332	24.336	226	592
WP_016551805.1	lcl|NZ_JADDWG010000027.1_cds_WP_002733837.1_1328	27.869	244	592
WP_016551805.1	lcl|NZ_JADDWG010000027.1_cds_WP_002733837.1_1328	26.230	183	592
WP_016551805.1	lcl|NZ_JADDWG010000012.1_cds_WP_032853264.1_229	23.047	256	592
WP_016551805.1	lcl|NZ_JADDWG010000012.1_cds_WP_032853264.1_229	28.025	157	592
WP_016551805.1	lcl|NZ_JADDWG010000010.1_cds_WP_002729133.1_81	25.941	239	592
WP_016551805.1	lcl|NZ_JADDWG010000001.1_cds_WP_002735056.1_812	28.421	190	592
WP_016551805.1	lcl|NZ_JADDWG010000017.1_cds_WP_002733736.1_594	25.101	247	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002734915.1_2436	24.790	238	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739909.1_2427	27.404	208	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739909.1_2427	23.118	186	592
WP_016551805.1	lcl|NZ_JADDWG010000048.1_cds_WP_002739367.1_2288	22.816	206	592
WP_016551805.1	lcl|NZ_JADDWG010000012.1_cds_WP_002723659.1_220	26.754	228	592
WP_016551805.1	lcl|NZ_JADDWG010000067.1_cds_WP_002742222.1_2875	36.612	366	592
WP_016551805.1	lcl|NZ_JADDWG010000001.1_cds_WP_002723347.1_897	32.995	394	592
WP_016551805.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740724.1_2984	34.383	381	592
WP_016551805.1	lcl|NZ_JADDWG010000030.1_cds_WP_002741286.1_1583	31.633	392	592
WP_016551805.1	lcl|NZ_JADDWG010000006.1_cds_IQA58_RS03765_2973	29.095	409	592
WP_016551805.1	lcl|NZ_JADDWG010000013.1_cds_WP_002739451.1_300	28.378	222	592
WP_016551805.1	lcl|NZ_JADDWG010000009.1_cds_WP_002726143.1_3382	31.579	209	592
WP_016551805.1	lcl|NZ_JADDWG010000050.1_cds_WP_002738485.1_2458	30.851	188	592
WP_016551805.1	lcl|NZ_JADDWG010000010.1_cds_WP_002752475.1_73	26.271	236	592
WP_016551805.1	lcl|NZ_JADDWG010000002.1_cds_WP_002734207.1_1499	29.614	233	592
WP_016551805.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721914.1_2016	28.241	216	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002730493.1_2365	27.315	216	592
WP_016551805.1	lcl|NZ_JADDWG010000010.1_cds_WP_002729758.1_64	32.456	228	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002724285.1_2383	30.000	220	592
WP_016551805.1	lcl|NZ_JADDWG010000005.1_cds_WP_002728388.1_2697	25.962	208	592
WP_016551805.1	lcl|NZ_JADDWG010000028.1_cds_WP_002729296.1_1372	28.829	222	592
WP_016551805.1	lcl|NZ_JADDWG010000003.1_cds_WP_002721827.1_2048	29.767	215	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002724311.1_2384	25.681	257	592
WP_016551805.1	lcl|NZ_JADDWG010000013.1_cds_WP_002725984.1_332	24.336	226	592
WP_016551805.1	lcl|NZ_JADDWG010000027.1_cds_WP_002733837.1_1328	27.869	244	592
WP_016551805.1	lcl|NZ_JADDWG010000027.1_cds_WP_002733837.1_1328	26.230	183	592
WP_016551805.1	lcl|NZ_JADDWG010000012.1_cds_WP_032853264.1_229	23.047	256	592
WP_016551805.1	lcl|NZ_JADDWG010000012.1_cds_WP_032853264.1_229	28.025	157	592
WP_016551805.1	lcl|NZ_JADDWG010000010.1_cds_WP_002729133.1_81	25.941	239	592
WP_016551805.1	lcl|NZ_JADDWG010000001.1_cds_WP_002735056.1_812	28.421	190	592
WP_016551805.1	lcl|NZ_JADDWG010000017.1_cds_WP_002733736.1_594	25.101	247	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002734915.1_2436	24.790	238	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739909.1_2427	27.404	208	592
WP_016551805.1	lcl|NZ_JADDWG010000004.1_cds_WP_002739909.1_2427	23.118	186	592
WP_016551805.1	lcl|NZ_JADDWG010000048.1_cds_WP_002739367.1_2288	22.816	206	592
WP_016551805.1	lcl|NZ_JADDWG010000012.1_cds_WP_002723659.1_220	26.754	228	592
WP_004462894.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733534.1_3006	31.214	346	342
WP_004462894.1	lcl|NZ_JADDWG010000006.1_cds_WP_002740024.1_2915	26.912	353	342
WP_004462894.1	lcl|NZ_JADDWG010000018.1_cds_WP_002722638.1_677	25.588	340	342
WP_004462894.1	lcl|NZ_JADDWG010000006.1_cds_WP_002733638.1_2969	27.095	358	342
WP_004462894.1	lcl|NZ_JADDWG010000012.1_cds_WP_002743770.1_259	24.302	358	342
