WP_004462903.1	lcl|NZ_VCHF01000058.1_cds_WP_000340715.1_2846	95.402	87	106
WP_004462901.1	lcl|NZ_VCHF01000058.1_cds_WP_000410266.1_2845	91.935	310	318
WP_004462901.1	lcl|NZ_VCHF01000011.1_cds_WP_000744698.1_326	24.771	327	318
WP_004462901.1	lcl|NZ_VCHF01000058.1_cds_WP_000646254.1_2842	26.667	270	318
WP_004462901.1	lcl|NZ_VCHF01000022.1_cds_WP_000723091.1_1384	23.711	291	318
WP_004462901.1	lcl|NZ_VCHF01000018.1_cds_WP_002072074.1_1070	22.800	250	318
WP_004462901.1	lcl|NZ_VCHF01000058.1_cds_WP_001067557.1_2839	24.012	329	318
WP_016551805.1	lcl|NZ_VCHF01000105.1_cds_WP_002072224.1_252	52.614	593	592
WP_016551805.1	lcl|NZ_VCHF01000032.1_cds_WP_000667646.1_1916	33.249	394	592
WP_016551805.1	lcl|NZ_VCHF01000047.1_cds_WP_000172209.1_2517	36.043	369	592
WP_016551805.1	lcl|NZ_VCHF01000040.1_cds_WP_000828456.1_2289	30.612	392	592
WP_016551805.1	lcl|NZ_VCHF01000014.1_cds_WP_000510770.1_784	29.358	218	592
WP_016551805.1	lcl|NZ_VCHF01000007.1_cds_WP_001161019.1_3153	31.100	209	592
WP_016551805.1	lcl|NZ_VCHF01000037.1_cds_WP_001052496.1_2102	25.514	243	592
WP_016551805.1	lcl|NZ_VCHF01000016.1_cds_WP_000619182.1_944	27.888	251	592
WP_016551805.1	lcl|NZ_VCHF01000047.1_cds_WP_002071818.1_2503	29.614	233	592
WP_016551805.1	lcl|NZ_VCHF01000010.1_cds_WP_001982953.1_159	26.050	238	592
WP_016551805.1	lcl|NZ_VCHF01000165.1_cds_WP_001141162.1_995	30.317	221	592
WP_016551805.1	lcl|NZ_VCHF01000003.1_cds_WP_000666552.1_1827	26.923	234	592
WP_016551805.1	lcl|NZ_VCHF01000016.1_cds_WP_000218832.1_945	28.750	240	592
WP_016551805.1	lcl|NZ_VCHF01000125.1_cds_WP_000184524.1_577	28.311	219	592
WP_016551805.1	lcl|NZ_VCHF01000026.1_cds_WP_000433117.1_1600	27.778	216	592
WP_016551805.1	lcl|NZ_VCHF01000001.1_cds_WP_000047473.1_94	25.481	208	592
WP_016551805.1	lcl|NZ_VCHF01000060.1_cds_WP_001089503.1_2931	26.809	235	592
WP_016551805.1	lcl|NZ_VCHF01000046.1_cds_WP_000052667.1_2468	26.638	229	592
WP_016551805.1	lcl|NZ_VCHF01000148.1_cds_WP_000651462.1_842	26.908	249	592
WP_016551805.1	lcl|NZ_VCHF01000052.1_cds_WP_000603361.1_2694	23.009	226	592
WP_016551805.1	lcl|NZ_VCHF01000084.1_cds_WP_001288322.1_3469	28.151	238	592
WP_016551805.1	lcl|NZ_VCHF01000112.1_cds_WP_000590871.1_402	22.314	242	592
WP_016551805.1	lcl|NZ_VCHF01000112.1_cds_WP_000590871.1_402	26.415	159	592
WP_016551805.1	lcl|NZ_VCHF01000097.1_cds_WP_000054169.1_3742	26.866	201	592
WP_016551805.1	lcl|NZ_VCHF01000005.1_cds_WP_001049212.1_2623	27.049	244	592
WP_016551805.1	lcl|NZ_VCHF01000005.1_cds_WP_001049212.1_2623	25.328	229	592
WP_016551805.1	lcl|NZ_VCHF01000089.1_cds_WP_000626143.1_3547	27.885	208	592
WP_016551805.1	lcl|NZ_VCHF01000089.1_cds_WP_000626143.1_3547	23.596	178	592
WP_016551805.1	lcl|NZ_VCHF01000086.1_cds_WP_000481721.1_3502	24.786	234	592
WP_016551805.1	lcl|NZ_VCHF01000019.1_cds_WP_000136058.1_1157	26.087	230	592
WP_016551805.1	lcl|NZ_VCHF01000105.1_cds_WP_002072224.1_252	52.614	593	592
WP_016551805.1	lcl|NZ_VCHF01000032.1_cds_WP_000667646.1_1916	33.249	394	592
WP_016551805.1	lcl|NZ_VCHF01000047.1_cds_WP_000172209.1_2517	36.043	369	592
WP_016551805.1	lcl|NZ_VCHF01000040.1_cds_WP_000828456.1_2289	30.612	392	592
WP_016551805.1	lcl|NZ_VCHF01000014.1_cds_WP_000510770.1_784	29.358	218	592
WP_016551805.1	lcl|NZ_VCHF01000007.1_cds_WP_001161019.1_3153	31.100	209	592
WP_016551805.1	lcl|NZ_VCHF01000037.1_cds_WP_001052496.1_2102	25.514	243	592
WP_016551805.1	lcl|NZ_VCHF01000016.1_cds_WP_000619182.1_944	27.888	251	592
WP_016551805.1	lcl|NZ_VCHF01000047.1_cds_WP_002071818.1_2503	29.614	233	592
WP_016551805.1	lcl|NZ_VCHF01000010.1_cds_WP_001982953.1_159	26.050	238	592
WP_016551805.1	lcl|NZ_VCHF01000165.1_cds_WP_001141162.1_995	30.317	221	592
WP_016551805.1	lcl|NZ_VCHF01000003.1_cds_WP_000666552.1_1827	26.923	234	592
WP_016551805.1	lcl|NZ_VCHF01000016.1_cds_WP_000218832.1_945	28.750	240	592
WP_016551805.1	lcl|NZ_VCHF01000125.1_cds_WP_000184524.1_577	28.311	219	592
WP_016551805.1	lcl|NZ_VCHF01000026.1_cds_WP_000433117.1_1600	27.778	216	592
WP_016551805.1	lcl|NZ_VCHF01000001.1_cds_WP_000047473.1_94	25.481	208	592
WP_016551805.1	lcl|NZ_VCHF01000060.1_cds_WP_001089503.1_2931	26.809	235	592
WP_016551805.1	lcl|NZ_VCHF01000046.1_cds_WP_000052667.1_2468	26.638	229	592
WP_016551805.1	lcl|NZ_VCHF01000148.1_cds_WP_000651462.1_842	26.908	249	592
WP_016551805.1	lcl|NZ_VCHF01000052.1_cds_WP_000603361.1_2694	23.009	226	592
WP_016551805.1	lcl|NZ_VCHF01000084.1_cds_WP_001288322.1_3469	28.151	238	592
