WP_004462903.1	lcl|NZ_AFLL01000083.1_cds_WP_000340715.1_2014	95.402	87	106
WP_004462901.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	92.581	310	318
WP_004462901.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	26.667	270	318
WP_004462901.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	24.771	327	318
WP_004462901.1	lcl|NZ_AFLL01000083.1_cds_WP_000093099.1_2035	53.968	63	318
WP_004462901.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	23.118	186	318
WP_004462901.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	23.368	291	318
WP_004462901.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	21.678	286	318
WP_004462901.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	24.012	329	318
WP_016551805.1	lcl|NZ_AFLL01000096.1_cds_WP_000667646.1_1712	33.249	394	592
WP_016551805.1	lcl|NZ_AFLL01000015.1_cds_WP_000172202.1_3391	35.772	369	592
WP_016551805.1	lcl|NZ_AFLL01000004.1_cds_WP_000828455.1_3663	30.612	392	592
WP_016551805.1	lcl|NZ_AFLL01000083.1_cds_WP_000834715.1_2038	31.688	385	592
WP_016551805.1	lcl|NZ_AFLL01000111.1_cds_WP_000510777.1_1291	29.358	218	592
WP_016551805.1	lcl|NZ_AFLL01000020.1_cds_WP_001161019.1_3256	31.100	209	592
WP_016551805.1	lcl|NZ_AFLL01000049.1_cds_WP_001052498.1_2452	25.514	243	592
WP_016551805.1	lcl|NZ_AFLL01000015.1_cds_WP_000942282.1_3377	30.043	233	592
WP_016551805.1	lcl|NZ_AFLL01000125.1_cds_WP_000619175.1_1045	27.490	251	592
WP_016551805.1	lcl|NZ_AFLL01000009.1_cds_WP_001982953.1_3598	26.050	238	592
WP_016551805.1	lcl|NZ_AFLL01000039.1_cds_WP_001141158.1_2643	30.769	221	592
WP_016551805.1	lcl|NZ_AFLL01000136.1_cds_WP_000666552.1_891	26.923	234	592
WP_016551805.1	lcl|NZ_AFLL01000125.1_cds_WP_000218838.1_1044	28.750	240	592
WP_016551805.1	lcl|NZ_AFLL01000050.1_cds_WP_000184524.1_2445	28.311	219	592
WP_016551805.1	lcl|NZ_AFLL01000244.1_cds_WP_000433117.1_106	27.778	216	592
WP_016551805.1	lcl|NZ_AFLL01000109.1_cds_WP_000047473.1_1377	25.481	208	592
WP_016551805.1	lcl|NZ_AFLL01000244.1_cds_WP_001089500.1_138	26.809	235	592
WP_016551805.1	lcl|NZ_AFLL01000137.1_cds_WP_000052667.1_875	26.638	229	592
WP_016551805.1	lcl|NZ_AFLL01000026.1_cds_WP_000675807.1_2993	26.721	247	592
