WP_004462903.1	lcl|NZ_LCZF01000044.1_cds_WP_000340715.1_1011	95.402	87	106
WP_004462901.1	lcl|NZ_LCZF01000044.1_cds_WP_000410273.1_1012	92.581	310	318
WP_004462901.1	lcl|NZ_LCZF01000044.1_cds_WP_000646253.1_1015	26.667	270	318
WP_004462901.1	lcl|NZ_LCZF01000110.1_cds_WP_000744700.1_2509	24.771	327	318
WP_004462901.1	lcl|NZ_LCZF01000083.1_cds_WP_000723090.1_1809	23.368	291	318
WP_004462901.1	lcl|NZ_LCZF01000077.1_cds_WP_001033107.1_1606	22.321	224	318
WP_004462901.1	lcl|NZ_LCZF01000139.1_cds_WP_001984071.1_3444	21.678	286	318
WP_004462901.1	lcl|NZ_LCZF01000044.1_cds_WP_001067558.1_1018	24.012	329	318
WP_016551805.1	lcl|NZ_LCZF01000077.1_cds_WP_001035839.1_1614	52.962	574	592
WP_016551805.1	lcl|NZ_LCZF01000057.1_cds_WP_000667646.1_1191	33.249	394	592
WP_016551805.1	lcl|NZ_LCZF01000057.1_cds_WP_000172203.1_1148	36.043	369	592
WP_016551805.1	lcl|NZ_LCZF01000016.1_cds_WP_000828458.1_448	30.357	392	592
WP_016551805.1	lcl|NZ_LCZF01000004.1_cds_WP_000510777.1_111	29.358	218	592
WP_016551805.1	lcl|NZ_LCZF01000003.1_cds_WP_001161020.1_14	30.045	223	592
WP_016551805.1	lcl|NZ_LCZF01000130.1_cds_WP_001052498.1_3285	25.514	243	592
WP_016551805.1	lcl|NZ_LCZF01000130.1_cds_WP_000619176.1_3239	27.888	251	592
WP_016551805.1	lcl|NZ_LCZF01000057.1_cds_AAY48_RS05720_1134	30.043	233	592
WP_016551805.1	lcl|NZ_LCZF01000079.1_cds_WP_001982953.1_1694	26.050	238	592
WP_016551805.1	lcl|NZ_LCZF01000097.1_cds_WP_001141162.1_2255	30.317	221	592
WP_016551805.1	lcl|NZ_LCZF01000113.1_cds_AAY48_RS13310_2623	28.017	232	592
WP_016551805.1	lcl|NZ_LCZF01000130.1_cds_WP_000127308.1_3238	28.750	240	592
WP_016551805.1	lcl|NZ_LCZF01000140.1_cds_WP_000184524.1_3472	28.311	219	592
WP_016551805.1	lcl|NZ_LCZF01000113.1_cds_WP_000433117.1_2569	27.778	216	592
WP_016551805.1	lcl|NZ_LCZF01000124.1_cds_WP_000047473.1_2967	25.481	208	592
WP_016551805.1	lcl|NZ_LCZF01000113.1_cds_WP_001089498.1_2601	26.809	235	592
