WP_004462903.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000340715.1_659	95.402	87	106
WP_004462901.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000410273.1_660	92.581	310	318
WP_004462901.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	26.667	270	318
WP_004462901.1	lcl|NZ_JAGGCR010000007.1_cds_WP_000744700.1_1360	24.771	327	318
WP_004462901.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000093099.1_680	53.968	63	318
WP_004462901.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	23.118	186	318
WP_004462901.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000723090.1_742	23.368	291	318
WP_004462901.1	lcl|NZ_JAGGCR010000027.1_cds_WP_001984071.1_2896	21.678	286	318
WP_004462901.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	24.012	329	318
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000667646.1_1236	33.249	394	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000172202.1_1279	35.772	369	592
WP_016551805.1	lcl|NZ_JAGGCR010000029.1_cds_WP_000828455.1_2995	30.612	392	592
WP_016551805.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000834715.1_683	31.688	385	592
WP_016551805.1	lcl|NZ_JAGGCR010000004.1_cds_WP_000510777.1_927	29.358	218	592
WP_016551805.1	lcl|NZ_JAGGCR010000011.1_cds_WP_001161019.1_1794	31.100	209	592
WP_016551805.1	lcl|NZ_JAGGCR010000018.1_cds_WP_001052498.1_2390	25.514	243	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000942282.1_1293	30.043	233	592
WP_016551805.1	lcl|NZ_JAGGCR010000045.1_cds_WP_000619175.1_3452	27.490	251	592
WP_016551805.1	lcl|NZ_JAGGCR010000022.1_cds_WP_001982953.1_2672	26.050	238	592
WP_016551805.1	lcl|NZ_JAGGCR010000054.1_cds_WP_001141158.1_3602	30.769	221	592
WP_016551805.1	lcl|NZ_JAGGCR010000002.1_cds_WP_000666552.1_497	26.923	234	592
WP_016551805.1	lcl|NZ_JAGGCR010000045.1_cds_WP_000218838.1_3453	28.750	240	592
WP_016551805.1	lcl|NZ_JAGGCR010000025.1_cds_WP_000184524.1_2808	28.311	219	592
WP_016551805.1	lcl|NZ_JAGGCR010000002.1_cds_WP_000433117.1_549	27.778	216	592
WP_016551805.1	lcl|NZ_JAGGCR010000019.1_cds_WP_000047473.1_2454	25.481	208	592
WP_016551805.1	lcl|NZ_JAGGCR010000002.1_cds_WP_001089500.1_517	26.809	235	592
WP_016551805.1	lcl|NZ_JAGGCR010000009.1_cds_WP_000052667.1_1556	26.638	229	592
WP_016551805.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000675807.1_785	26.721	247	592
WP_016551805.1	lcl|NZ_JAGGCR010000030.1_cds_WP_000603361.1_3022	23.009	226	592
WP_016551805.1	lcl|NZ_JAGGCR010000031.1_cds_WP_000590867.1_3052	22.314	242	592
WP_016551805.1	lcl|NZ_JAGGCR010000031.1_cds_WP_000590867.1_3052	26.415	159	592
WP_016551805.1	lcl|NZ_JAGGCR010000010.1_cds_WP_001288326.1_1669	28.151	238	592
WP_016551805.1	lcl|NZ_JAGGCR010000030.1_cds_WP_000054169.1_3006	26.866	201	592
WP_016551805.1	lcl|NZ_JAGGCR010000023.1_cds_WP_001049205.1_2710	27.049	244	592
WP_016551805.1	lcl|NZ_JAGGCR010000023.1_cds_WP_001049205.1_2710	25.110	227	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000626143.1_1274	27.885	208	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000626143.1_1274	23.596	178	592
WP_016551805.1	lcl|NZ_JAGGCR010000043.1_cds_WP_002167151.1_3418	25.217	230	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000136057.1_1187	26.316	228	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000667646.1_1236	33.249	394	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000172202.1_1279	35.772	369	592
WP_016551805.1	lcl|NZ_JAGGCR010000029.1_cds_WP_000828455.1_2995	30.612	392	592
WP_016551805.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000834715.1_683	31.688	385	592
WP_016551805.1	lcl|NZ_JAGGCR010000004.1_cds_WP_000510777.1_927	29.358	218	592
WP_016551805.1	lcl|NZ_JAGGCR010000011.1_cds_WP_001161019.1_1794	31.100	209	592
WP_016551805.1	lcl|NZ_JAGGCR010000018.1_cds_WP_001052498.1_2390	25.514	243	592
WP_016551805.1	lcl|NZ_JAGGCR010000006.1_cds_WP_000942282.1_1293	30.043	233	592
WP_016551805.1	lcl|NZ_JAGGCR010000045.1_cds_WP_000619175.1_3452	27.490	251	592
WP_016551805.1	lcl|NZ_JAGGCR010000022.1_cds_WP_001982953.1_2672	26.050	238	592
WP_016551805.1	lcl|NZ_JAGGCR010000054.1_cds_WP_001141158.1_3602	30.769	221	592
WP_016551805.1	lcl|NZ_JAGGCR010000002.1_cds_WP_000666552.1_497	26.923	234	592
WP_016551805.1	lcl|NZ_JAGGCR010000045.1_cds_WP_000218838.1_3453	28.750	240	592
WP_016551805.1	lcl|NZ_JAGGCR010000025.1_cds_WP_000184524.1_2808	28.311	219	592
WP_016551805.1	lcl|NZ_JAGGCR010000002.1_cds_WP_000433117.1_549	27.778	216	592
