WP_004462903.1	lcl|NZ_JQQC01000016.1_cds_WP_000340715.1_475	95.402	87	106
WP_004462901.1	lcl|NZ_JQQC01000016.1_cds_WP_000410273.1_476	92.581	310	318
WP_004462901.1	lcl|NZ_JQQC01000016.1_cds_WP_000646250.1_479	26.667	270	318
WP_004462901.1	lcl|NZ_JQQC01000002.1_cds_WP_000744700.1_114	24.771	327	318
WP_004462901.1	lcl|NZ_JQQC01000016.1_cds_WP_000093099.1_496	53.968	63	318
WP_004462901.1	lcl|NZ_JQQC01000016.1_cds_WP_000600889.1_505	23.118	186	318
WP_004462901.1	lcl|NZ_JQQC01000016.1_cds_WP_000723090.1_558	23.368	291	318
WP_004462901.1	lcl|NZ_JQQC01000099.1_cds_WP_001984071.1_2934	21.678	286	318
WP_004462901.1	lcl|NZ_JQQC01000016.1_cds_WP_001067557.1_482	24.012	329	318
WP_016551805.1	lcl|NZ_JQQC01000020.1_cds_WP_000667646.1_657	33.249	394	592
WP_016551805.1	lcl|NZ_JQQC01000070.1_cds_WP_000172202.1_2312	35.772	369	592
WP_016551805.1	lcl|NZ_JQQC01000007.1_cds_WP_000828455.1_322	30.612	392	592
WP_016551805.1	lcl|NZ_JQQC01000016.1_cds_WP_000834715.1_499	31.688	385	592
WP_016551805.1	lcl|NZ_JQQC01000015.1_cds_WP_000510777.1_473	29.358	218	592
WP_016551805.1	lcl|NZ_JQQC01000088.1_cds_WP_001161019.1_2640	31.100	209	592
WP_016551805.1	lcl|NZ_JQQC01000004.1_cds_WP_001052498.1_201	25.514	243	592
WP_016551805.1	lcl|NZ_JQQC01000070.1_cds_WP_000942282.1_2326	30.043	233	592
WP_016551805.1	lcl|NZ_JQQC01000041.1_cds_WP_000619175.1_1451	27.490	251	592
WP_016551805.1	lcl|NZ_JQQC01000014.1_cds_WP_001982953.1_438	26.050	238	592
WP_016551805.1	lcl|NZ_JQQC01000161.1_cds_WP_001141158.1_3628	30.769	221	592
WP_016551805.1	lcl|NZ_JQQC01000052.1_cds_WP_000666552.1_1812	26.923	234	592
WP_016551805.1	lcl|NZ_JQQC01000041.1_cds_WP_000218838.1_1452	28.750	240	592
WP_016551805.1	lcl|NZ_JQQC01000068.1_cds_WP_000184524.1_2277	28.311	219	592
WP_016551805.1	lcl|NZ_JQQC01000052.1_cds_WP_000433117.1_1759	27.778	216	592
WP_016551805.1	lcl|NZ_JQQC01000091.1_cds_WP_000047473.1_2749	25.481	208	592
WP_016551805.1	lcl|NZ_JQQC01000052.1_cds_WP_001089500.1_1792	26.809	235	592
WP_016551805.1	lcl|NZ_JQQC01000124.1_cds_WP_000052667.1_3274	26.638	229	592
WP_016551805.1	lcl|NZ_JQQC01000121.1_cds_WP_000675807.1_3253	26.721	247	592
WP_016551805.1	lcl|NZ_JQQC01000045.1_cds_WP_000603361.1_1523	23.009	226	592
WP_016551805.1	lcl|NZ_JQQC01000107.1_cds_WP_000590867.1_3040	22.314	242	592
WP_016551805.1	lcl|NZ_JQQC01000107.1_cds_WP_000590867.1_3040	26.415	159	592
WP_016551805.1	lcl|NZ_JQQC01000059.1_cds_WP_001288326.1_2045	28.151	238	592
WP_016551805.1	lcl|NZ_JQQC01000045.1_cds_WP_000054169.1_1507	26.866	201	592
WP_016551805.1	lcl|NZ_JQQC01000055.1_cds_WP_001049205.1_1854	27.049	244	592
WP_016551805.1	lcl|NZ_JQQC01000055.1_cds_WP_001049205.1_1854	25.110	227	592
WP_016551805.1	lcl|NZ_JQQC01000128.1_cds_WP_000626143.1_3331	27.885	208	592
WP_016551805.1	lcl|NZ_JQQC01000128.1_cds_WP_000626143.1_3331	23.596	178	592
WP_016551805.1	lcl|NZ_JQQC01000188.1_cds_WP_000481720.1_3713	24.786	234	592
WP_016551805.1	lcl|NZ_JQQC01000118.1_cds_WP_000136057.1_3199	26.316	228	592
WP_016551805.1	lcl|NZ_JQQC01000020.1_cds_WP_000667646.1_657	33.249	394	592
WP_016551805.1	lcl|NZ_JQQC01000070.1_cds_WP_000172202.1_2312	35.772	369	592
WP_016551805.1	lcl|NZ_JQQC01000007.1_cds_WP_000828455.1_322	30.612	392	592
WP_016551805.1	lcl|NZ_JQQC01000016.1_cds_WP_000834715.1_499	31.688	385	592
WP_016551805.1	lcl|NZ_JQQC01000015.1_cds_WP_000510777.1_473	29.358	218	592
WP_016551805.1	lcl|NZ_JQQC01000088.1_cds_WP_001161019.1_2640	31.100	209	592
WP_016551805.1	lcl|NZ_JQQC01000004.1_cds_WP_001052498.1_201	25.514	243	592
WP_016551805.1	lcl|NZ_JQQC01000070.1_cds_WP_000942282.1_2326	30.043	233	592
WP_016551805.1	lcl|NZ_JQQC01000041.1_cds_WP_000619175.1_1451	27.490	251	592
WP_016551805.1	lcl|NZ_JQQC01000014.1_cds_WP_001982953.1_438	26.050	238	592
WP_016551805.1	lcl|NZ_JQQC01000161.1_cds_WP_001141158.1_3628	30.769	221	592
WP_016551805.1	lcl|NZ_JQQC01000052.1_cds_WP_000666552.1_1812	26.923	234	592
WP_016551805.1	lcl|NZ_JQQC01000041.1_cds_WP_000218838.1_1452	28.750	240	592
WP_016551805.1	lcl|NZ_JQQC01000068.1_cds_WP_000184524.1_2277	28.311	219	592
WP_016551805.1	lcl|NZ_JQQC01000052.1_cds_WP_000433117.1_1759	27.778	216	592
WP_016551805.1	lcl|NZ_JQQC01000091.1_cds_WP_000047473.1_2749	25.481	208	592
WP_016551805.1	lcl|NZ_JQQC01000052.1_cds_WP_001089500.1_1792	26.809	235	592
WP_016551805.1	lcl|NZ_JQQC01000124.1_cds_WP_000052667.1_3274	26.638	229	592
WP_016551805.1	lcl|NZ_JQQC01000121.1_cds_WP_000675807.1_3253	26.721	247	592
WP_016551805.1	lcl|NZ_JQQC01000045.1_cds_WP_000603361.1_1523	23.009	226	592
WP_016551805.1	lcl|NZ_JQQC01000107.1_cds_WP_000590867.1_3040	22.314	242	592
WP_016551805.1	lcl|NZ_JQQC01000107.1_cds_WP_000590867.1_3040	26.415	159	592
WP_016551805.1	lcl|NZ_JQQC01000059.1_cds_WP_001288326.1_2045	28.151	238	592
WP_016551805.1	lcl|NZ_JQQC01000045.1_cds_WP_000054169.1_1507	26.866	201	592
WP_016551805.1	lcl|NZ_JQQC01000055.1_cds_WP_001049205.1_1854	27.049	244	592
