WP_004462903.1	lcl|NZ_RQFL01000026.1_cds_WP_035983633.1_2810	62.821	78	106
WP_004462901.1	lcl|NZ_RQFL01000026.1_cds_WP_135748742.1_2813	78.594	313	318
WP_004462901.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	24.233	326	318
WP_004462901.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	28.165	316	318
WP_004462901.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	21.839	261	318
WP_004462901.1	lcl|NZ_RQFL01000007.1_cds_WP_135748100.1_2550	23.839	323	318
WP_004462901.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	24.731	186	318
WP_016551805.1	lcl|NZ_RQFL01000014.1_cds_WP_135749212.1_3604	34.694	392	592
WP_016551805.1	lcl|NZ_RQFL01000011.1_cds_WP_135749141.1_1307	33.879	428	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135749912.1_2545	35.172	290	592
WP_016551805.1	lcl|NZ_RQFL01000011.1_cds_WP_135748315.1_1241	36.957	230	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135748106.1_2543	29.296	355	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135748483.1_2071	26.728	434	592
WP_016551805.1	lcl|NZ_RQFL01000024.1_cds_WP_135692851.1_523	30.734	218	592
WP_016551805.1	lcl|NZ_RQFL01000026.1_cds_WP_135747926.1_2922	30.833	240	592
WP_016551805.1	lcl|NZ_RQFL01000036.1_cds_WP_135747471.1_3666	29.545	220	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135748084.1_2570	30.435	230	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135746730.1_1652	25.620	242	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135747343.1_2410	29.187	209	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135747226.1_2635	29.911	224	592
WP_016551805.1	lcl|NZ_RQFL01000026.1_cds_WP_135569264.1_2988	29.167	216	592
WP_016551805.1	lcl|NZ_RQFL01000011.1_cds_WP_135746874.1_836	28.889	225	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135749519.1_1743	28.302	212	592
WP_016551805.1	lcl|NZ_RQFL01000024.1_cds_WP_135749622.1_71	28.505	214	592
WP_016551805.1	lcl|NZ_RQFL01000024.1_cds_WP_135592366.1_44	25.225	222	592
WP_016551805.1	lcl|NZ_RQFL01000026.1_cds_WP_135748529.1_2836	25.962	208	592
WP_016551805.1	lcl|NZ_RQFL01000026.1_cds_WP_135747909.1_2948	26.906	223	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135747834.1_1580	24.390	246	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135749001.1_1929	25.339	221	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135749511.1_1735	28.500	200	592
WP_016551805.1	lcl|NZ_RQFL01000031.1_cds_WP_135746858.1_1799	25.405	185	592
WP_016551805.1	lcl|NZ_RQFL01000036.1_cds_WP_135747496.1_3695	25.417	240	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135697085.1_2152	27.928	222	592
WP_016551805.1	lcl|NZ_RQFL01000021.1_cds_WP_135749802.1_3528	25.000	228	592
WP_016551805.1	lcl|NZ_RQFL01000007.1_cds_WP_135748124.1_2525	25.434	173	592
