WP_004462903.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746496.1_767	61.538	78	106
WP_004462901.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_135746495.1_768	80.192	313	318
WP_004462901.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_265394842.1_390	27.619	315	318
WP_004462901.1	lcl|NZ_JAMQPZ010000001.1_cds_WP_135745407.1_363	24.540	326	318
WP_004462901.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744912.1_1401	23.529	323	318
WP_004462901.1	lcl|NZ_JAMQPZ010000030.1_cds_WP_265396304.1_2499	25.253	198	318
WP_004462901.1	lcl|NZ_JAMQPZ010000004.1_cds_WP_135743732.1_2665	25.806	186	318
WP_016551805.1	lcl|NZ_JAMQPZ010000011.1_cds_WP_265395807.1_771	50.347	576	592
WP_016551805.1	lcl|NZ_JAMQPZ010000005.1_cds_WP_265395367.1_3070	34.704	389	592
WP_016551805.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_265394948.1_1749	40.851	235	592
WP_016551805.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744907.1_1396	33.333	312	592
WP_016551805.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_238776969.1_1810	37.826	230	592
WP_016551805.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_265396113.1_1394	29.296	355	592
WP_016551805.1	lcl|NZ_JAMQPZ010000007.1_cds_WP_265395537.1_3433	30.620	258	592
WP_016551805.1	lcl|NZ_JAMQPZ010000014.1_cds_WP_265395960.1_1040	30.275	218	592
WP_016551805.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_238777984.1_3706	28.462	260	592
WP_016551805.1	lcl|NZ_JAMQPZ010000006.1_cds_WP_135745841.1_3109	26.033	242	592
WP_016551805.1	lcl|NZ_JAMQPZ010000016.1_cds_WP_100728389.1_1241	29.091	220	592
WP_016551805.1	lcl|NZ_JAMQPZ010000002.1_cds_WP_265394894.1_1547	29.596	223	592
WP_016551805.1	lcl|NZ_JAMQPZ010000018.1_cds_WP_135744926.1_1419	30.131	229	592
WP_016551805.1	lcl|NZ_JAMQPZ010000008.1_cds_WP_238734424.1_3499	29.000	200	592
WP_016551805.1	lcl|NZ_JAMQPZ010000009.1_cds_WP_265395642.1_3644	29.167	216	592
WP_016551805.1	lcl|NZ_JAMQPZ010000006.1_cds_WP_265395419.1_3177	26.786	224	592
WP_016551805.1	lcl|NZ_JAMQPZ010000010.1_cds_WP_135744206.1_561	28.070	228	592
