WP_004462903.1	lcl|NZ_LSSR01000011.1_cds_WP_004462903.1_1115	100.000	87	106
WP_004462901.1	lcl|NZ_LSSR01000011.1_cds_WP_004464977.1_1116	99.363	314	318
WP_004462901.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	25.309	324	318
WP_004462901.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	21.053	285	318
WP_004462901.1	lcl|NZ_LSSR01000011.1_cds_WP_004465002.1_1169	21.452	303	318
WP_004462901.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	23.413	252	318
WP_004462901.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	22.420	281	318
WP_004462901.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	23.392	171	318
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_017863782.1_2233	33.503	394	592
WP_016551805.1	lcl|NZ_LSSR01000007.1_cds_WP_004457781.1_604	36.170	376	592
WP_016551805.1	lcl|NZ_LSSR01000077.1_cds_WP_004459265.1_3502	31.378	392	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_061526062.1_1145	33.061	245	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_004461439.1_880	29.279	222	592
WP_016551805.1	lcl|NZ_LSSR01000055.1_cds_WP_004464005.1_3076	31.100	209	592
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_004473839.1_2543	25.210	238	592
WP_016551805.1	lcl|NZ_LSSR01000055.1_cds_WP_004464119.1_2992	30.851	188	592
WP_016551805.1	lcl|NZ_LSSR01000003.1_cds_WP_004476400.1_274	26.271	236	592
WP_016551805.1	lcl|NZ_LSSR01000006.1_cds_WP_004480113.1_483	29.046	241	592
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_016552026.1_2349	30.594	219	592
WP_016551805.1	lcl|NZ_LSSR01000022.1_cds_WP_004460086.1_2064	27.004	237	592
WP_016551805.1	lcl|NZ_LSSR01000022.1_cds_WP_004460145.1_2030	29.767	215	592
WP_016551805.1	lcl|NZ_LSSR01000002.1_cds_WP_004460645.1_160	25.481	208	592
WP_016551805.1	lcl|NZ_LSSR01000003.1_cds_WP_004480385.1_254	29.386	228	592
WP_016551805.1	lcl|NZ_LSSR01000022.1_cds_WP_004460182.1_2011	27.928	222	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_004466161.1_835	24.779	226	592
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_004469412.1_2348	26.721	247	592
WP_016551805.1	lcl|NZ_LSSR01000005.1_cds_WP_004461802.1_385	22.807	228	592
WP_016551805.1	lcl|NZ_LSSR01000005.1_cds_WP_004461802.1_385	27.044	159	592
WP_016551805.1	lcl|NZ_LSSR01000066.1_cds_WP_004459763.1_3225	27.751	209	592
WP_016551805.1	lcl|NZ_LSSR01000003.1_cds_WP_004466296.1_281	26.471	238	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_061526079.1_1229	25.203	246	592
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_004474210.1_2245	26.271	236	592
WP_016551805.1	lcl|NZ_LSSR01000013.1_cds_WP_004460868.1_1391	26.316	247	592
WP_016551805.1	lcl|NZ_LSSR01000013.1_cds_WP_004460868.1_1391	28.492	179	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_061526010.1_957	24.444	225	592
WP_016551805.1	lcl|NZ_LSSR01000077.1_cds_WP_004459333.1_3461	27.885	208	592
WP_016551805.1	lcl|NZ_LSSR01000077.1_cds_WP_004459333.1_3461	22.581	186	592
WP_016551805.1	lcl|NZ_LSSR01000005.1_cds_WP_004461812.1_395	28.070	228	592
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_017863782.1_2233	33.503	394	592
WP_016551805.1	lcl|NZ_LSSR01000007.1_cds_WP_004457781.1_604	36.170	376	592
WP_016551805.1	lcl|NZ_LSSR01000077.1_cds_WP_004459265.1_3502	31.378	392	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_061526062.1_1145	33.061	245	592
WP_016551805.1	lcl|NZ_LSSR01000011.1_cds_WP_004461439.1_880	29.279	222	592
WP_016551805.1	lcl|NZ_LSSR01000055.1_cds_WP_004464005.1_3076	31.100	209	592
WP_016551805.1	lcl|NZ_LSSR01000033.1_cds_WP_004473839.1_2543	25.210	238	592
