WP_004462903.1	lcl|NZ_JQPB01000105.1_cds_WP_000340715.1_1872	95.402	87	106
WP_004462901.1	lcl|NZ_JQPB01000105.1_cds_WP_000410273.1_1871	92.581	310	318
WP_004462901.1	lcl|NZ_JQPB01000105.1_cds_WP_000646255.1_1868	27.037	270	318
WP_004462901.1	lcl|NZ_JQPB01000165.1_cds_WP_000744695.1_2573	25.382	327	318
WP_004462901.1	lcl|NZ_JQPB01000167.1_cds_WP_000649929.1_2738	28.485	330	318
WP_004462901.1	lcl|NZ_JQPB01000104.1_cds_WP_000600891.1_1839	23.118	186	318
WP_004462901.1	lcl|NZ_JQPB01000101.1_cds_WP_000723081.1_1786	23.368	291	318
WP_004462901.1	lcl|NZ_JQPB01000105.1_cds_WP_001067557.1_1865	24.012	329	318
WP_004462901.1	lcl|NZ_JQPB01000130.1_cds_WP_002064390.1_2183	22.093	258	318
WP_016551805.1	lcl|NZ_JQPB01000038.1_cds_WP_000667646.1_674	33.249	394	592
WP_016551805.1	lcl|NZ_JQPB01000244.1_cds_WP_000172209.1_3918	36.043	369	592
WP_016551805.1	lcl|NZ_JQPB01000166.1_cds_WP_000828456.1_2664	30.612	392	592
WP_016551805.1	lcl|NZ_JQPB01000104.1_cds_WP_000834719.1_1845	31.688	385	592
WP_016551805.1	lcl|NZ_JQPB01000009.1_cds_WP_000510772.1_257	29.817	218	592
WP_016551805.1	lcl|NZ_JQPB01000007.1_cds_WP_001161019.1_158	31.100	209	592
WP_016551805.1	lcl|NZ_JQPB01000158.1_cds_WP_001052496.1_2462	25.514	243	592
WP_016551805.1	lcl|NZ_JQPB01000154.1_cds_WP_000619183.1_2416	29.960	247	592
WP_016551805.1	lcl|NZ_JQPB01000243.1_cds_WP_002071818.1_3903	29.614	233	592
WP_016551805.1	lcl|NZ_JQPB01000202.1_cds_WP_001982953.1_3278	26.050	238	592
WP_016551805.1	lcl|NZ_JQPB01000034.1_cds_WP_001141155.1_583	30.769	221	592
WP_016551805.1	lcl|NZ_JQPB01000089.1_cds_WP_000666544.1_1488	27.350	234	592
WP_016551805.1	lcl|NZ_JQPB01000154.1_cds_WP_000218834.1_2415	28.814	236	592
WP_016551805.1	lcl|NZ_JQPB01000044.1_cds_WP_000184524.1_759	28.311	219	592
WP_016551805.1	lcl|NZ_JQPB01000090.1_cds_WP_000433117.1_1540	27.778	216	592
WP_016551805.1	lcl|NZ_JQPB01000077.1_cds_WP_000047473.1_1223	25.481	208	592
WP_016551805.1	lcl|NZ_JQPB01000089.1_cds_WP_001089503.1_1508	26.809	235	592
WP_016551805.1	lcl|NZ_JQPB01000170.1_cds_WP_000052667.1_2772	26.638	229	592
WP_016551805.1	lcl|NZ_JQPB01000002.1_cds_WP_000603361.1_48	23.009	226	592
WP_016551805.1	lcl|NZ_JQPB01000172.1_cds_WP_001288322.1_2886	28.151	238	592
WP_016551805.1	lcl|NZ_JQPB01000204.1_cds_WP_000590871.1_3369	22.314	242	592
WP_016551805.1	lcl|NZ_JQPB01000204.1_cds_WP_000590871.1_3369	26.415	159	592
WP_016551805.1	lcl|NZ_JQPB01000001.1_cds_WP_000054169.1_31	26.866	201	592
WP_016551805.1	lcl|NZ_JQPB01000068.1_cds_WP_001049213.1_1113	27.049	244	592
WP_016551805.1	lcl|NZ_JQPB01000068.1_cds_WP_001049213.1_1113	26.484	219	592
WP_016551805.1	lcl|NZ_JQPB01000244.1_cds_WP_000626143.1_3923	27.885	208	592
WP_016551805.1	lcl|NZ_JQPB01000244.1_cds_WP_000626143.1_3923	23.596	178	592
WP_016551805.1	lcl|NZ_JQPB01000177.1_cds_WP_000481721.1_2931	24.786	234	592
WP_016551805.1	lcl|NZ_JQPB01000100.1_cds_JH13_RS08955_1743	37.681	69	592
WP_016551805.1	lcl|NZ_JQPB01000036.1_cds_WP_000136058.1_624	26.087	230	592
WP_016551805.1	lcl|NZ_JQPB01000038.1_cds_WP_000667646.1_674	33.249	394	592
WP_016551805.1	lcl|NZ_JQPB01000244.1_cds_WP_000172209.1_3918	36.043	369	592
WP_016551805.1	lcl|NZ_JQPB01000166.1_cds_WP_000828456.1_2664	30.612	392	592
WP_016551805.1	lcl|NZ_JQPB01000104.1_cds_WP_000834719.1_1845	31.688	385	592
WP_016551805.1	lcl|NZ_JQPB01000009.1_cds_WP_000510772.1_257	29.817	218	592
WP_016551805.1	lcl|NZ_JQPB01000007.1_cds_WP_001161019.1_158	31.100	209	592
WP_016551805.1	lcl|NZ_JQPB01000158.1_cds_WP_001052496.1_2462	25.514	243	592
WP_016551805.1	lcl|NZ_JQPB01000154.1_cds_WP_000619183.1_2416	29.960	247	592
WP_016551805.1	lcl|NZ_JQPB01000243.1_cds_WP_002071818.1_3903	29.614	233	592
WP_016551805.1	lcl|NZ_JQPB01000202.1_cds_WP_001982953.1_3278	26.050	238	592
WP_016551805.1	lcl|NZ_JQPB01000034.1_cds_WP_001141155.1_583	30.769	221	592
WP_016551805.1	lcl|NZ_JQPB01000089.1_cds_WP_000666544.1_1488	27.350	234	592
WP_016551805.1	lcl|NZ_JQPB01000154.1_cds_WP_000218834.1_2415	28.814	236	592
WP_016551805.1	lcl|NZ_JQPB01000044.1_cds_WP_000184524.1_759	28.311	219	592
WP_016551805.1	lcl|NZ_JQPB01000090.1_cds_WP_000433117.1_1540	27.778	216	592
