WP_004462903.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725873.1_253	95.402	87	106
WP_004462901.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	90.764	314	318
WP_004462901.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	21.379	290	318
WP_004462901.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	22.936	327	318
WP_004462901.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669957.1_1087	25.789	190	318
WP_004462901.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	22.867	293	318
WP_004462901.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	23.397	312	318
WP_004462901.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	23.392	171	318
WP_016551805.1	lcl|NZ_JADDWV010000209.1_cds_WP_061207593.1_1248	36.885	366	592
WP_016551805.1	lcl|NZ_JADDWV010000214.1_cds_WP_193817007.1_1435	32.316	393	592
WP_016551805.1	lcl|NZ_JADDWV010000173.1_cds_WP_193816858.1_907	31.552	393	592
WP_016551805.1	lcl|NZ_JADDWV010000215.1_cds_WP_193817015.1_1448	33.061	245	592
WP_016551805.1	lcl|NZ_JADDWV010000032.1_cds_WP_002739451.1_2428	28.378	222	592
WP_016551805.1	lcl|NZ_JADDWV010000192.1_cds_WP_002726143.1_1035	31.579	209	592
WP_016551805.1	lcl|NZ_JADDWV010000073.1_cds_WP_061209175.1_3053	30.851	188	592
WP_016551805.1	lcl|NZ_JADDWV010000037.1_cds_WP_061208213.1_2553	26.271	236	592
WP_016551805.1	lcl|NZ_JADDWV010000037.1_cds_WP_061221507.1_2544	32.895	228	592
WP_016551805.1	lcl|NZ_JADDWV010000151.1_cds_WP_061207927.1_660	29.614	233	592
WP_016551805.1	lcl|NZ_JADDWV010000230.1_cds_WP_193817089.1_1775	27.778	216	592
WP_016551805.1	lcl|NZ_JADDWV010000243.1_cds_WP_193817159.1_2026	26.852	216	592
WP_016551805.1	lcl|NZ_JADDWV010000230.1_cds_WP_061207856.1_1830	28.829	222	592
WP_016551805.1	lcl|NZ_JADDWV010000217.1_cds_WP_193817028.1_1486	30.000	220	592
WP_016551805.1	lcl|NZ_JADDWV010000225.1_cds_WP_002751341.1_1675	25.481	208	592
WP_016551805.1	lcl|NZ_JADDWV010000230.1_cds_WP_011670070.1_1811	29.767	215	592
WP_016551805.1	lcl|NZ_JADDWV010000217.1_cds_WP_002724311.1_1485	25.681	257	592
WP_016551805.1	lcl|NZ_JADDWV010000047.1_cds_WP_002725984.1_2688	24.336	226	592
WP_016551805.1	lcl|NZ_JADDWV010000027.1_cds_WP_193816316.1_2313	27.869	244	592
WP_016551805.1	lcl|NZ_JADDWV010000027.1_cds_WP_193816316.1_2313	26.230	183	592
WP_016551805.1	lcl|NZ_JADDWV010000031.1_cds_WP_193816338.1_2391	23.047	256	592
WP_016551805.1	lcl|NZ_JADDWV010000031.1_cds_WP_193816338.1_2391	28.025	157	592
WP_016551805.1	lcl|NZ_JADDWV010000037.1_cds_WP_011671589.1_2560	25.941	239	592
WP_016551805.1	lcl|NZ_JADDWV010000075.1_cds_WP_002735056.1_3108	28.421	190	592
WP_016551805.1	lcl|NZ_JADDWV010000060.1_cds_WP_061208076.1_2806	25.911	247	592
WP_016551805.1	lcl|NZ_JADDWV010000058.1_cds_WP_193816428.1_2785	25.641	234	592
WP_016551805.1	lcl|NZ_JADDWV010000236.1_cds_WP_193817130.1_1927	22.816	206	592
