WP_004462903.1	lcl|NZ_JQPR01000001.1_cds_WP_000340713.1_1	94.253	87	106
WP_004462901.1	lcl|NZ_JQPR01000001.1_cds_WP_000412665.1_2	92.581	310	318
WP_004462901.1	lcl|NZ_JQPR01000039.1_cds_WP_000744700.1_1205	24.771	327	318
WP_004462901.1	lcl|NZ_JQPR01000001.1_cds_WP_000699347.1_6	22.442	303	318
WP_004462901.1	lcl|NZ_JQPR01000001.1_cds_WP_000723077.1_15	21.014	276	318
WP_004462901.1	lcl|NZ_JQPR01000181.1_cds_WP_000723090.1_3304	23.368	291	318
WP_004462901.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	23.457	324	318
WP_004462901.1	lcl|NZ_JQPR01000029.1_cds_WP_001984071.1_904	21.678	286	318
WP_230486562.1	lcl|NZ_JQPR01000001.1_cds_WP_061217009.1_4	100.000	45	46
WP_016551805.1	lcl|NZ_JQPR01000001.1_cds_WP_000361605.1_5	94.407	590	592
WP_016551805.1	lcl|NZ_JQPR01000016.1_cds_WP_000667646.1_460	33.249	394	592
WP_016551805.1	lcl|NZ_JQPR01000118.1_cds_WP_000172205.1_2595	35.792	366	592
WP_016551805.1	lcl|NZ_JQPR01000116.1_cds_WP_000828456.1_2564	30.612	392	592
WP_016551805.1	lcl|NZ_JQPR01000203.1_cds_WP_002105621.1_3478	29.358	218	592
WP_016551805.1	lcl|NZ_JQPR01000024.1_cds_WP_001161019.1_706	31.100	209	592
WP_016551805.1	lcl|NZ_JQPR01000079.1_cds_WP_061217256.1_1991	25.523	239	592
WP_016551805.1	lcl|NZ_JQPR01000020.1_cds_WP_000619182.1_564	27.888	251	592
WP_016551805.1	lcl|NZ_JQPR01000118.1_cds_WP_002071818.1_2609	29.614	233	592
WP_016551805.1	lcl|NZ_JQPR01000087.1_cds_WP_001982953.1_2154	26.050	238	592
WP_016551805.1	lcl|NZ_JQPR01000060.1_cds_WP_001141158.1_1636	30.769	221	592
WP_016551805.1	lcl|NZ_JQPR01000067.1_cds_WP_000666554.1_1749	26.923	234	592
WP_016551805.1	lcl|NZ_JQPR01000113.1_cds_WP_000184526.1_2490	28.505	214	592
WP_016551805.1	lcl|NZ_JQPR01000020.1_cds_WP_000218832.1_563	28.750	240	592
WP_016551805.1	lcl|NZ_JQPR01000067.1_cds_WP_000433117.1_1801	27.778	216	592
WP_016551805.1	lcl|NZ_JQPR01000131.1_cds_WP_000047473.1_2773	25.481	208	592
WP_016551805.1	lcl|NZ_JQPR01000067.1_cds_WP_001089499.1_1769	26.809	235	592
WP_016551805.1	lcl|NZ_JQPR01000234.1_cds_WP_000052667.1_3700	26.638	229	592
WP_016551805.1	lcl|NZ_JQPR01000231.1_cds_WP_000651459.1_3691	26.908	249	592
WP_016551805.1	lcl|NZ_JQPR01000117.1_cds_WP_000603361.1_2572	23.009	226	592
WP_016551805.1	lcl|NZ_JQPR01000031.1_cds_WP_001288326.1_992	28.151	238	592
WP_016551805.1	lcl|NZ_JQPR01000206.1_cds_WP_061217493.1_3522	22.314	242	592
