WP_004462903.1	lcl|NZ_SJDW01000001.1_cds_WP_000340715.1_1308	95.402	87	106
WP_004462901.1	lcl|NZ_SJDW01000001.1_cds_WP_000410273.1_1307	92.581	310	318
WP_004462901.1	lcl|NZ_SJDW01000001.1_cds_WP_000646250.1_1304	26.667	270	318
WP_004462901.1	lcl|NZ_SJDW01000008.1_cds_WP_000744700.1_3525	24.771	327	318
WP_004462901.1	lcl|NZ_SJDW01000001.1_cds_WP_000093099.1_1287	53.968	63	318
WP_004462901.1	lcl|NZ_SJDW01000001.1_cds_WP_000600889.1_1278	23.118	186	318
WP_004462901.1	lcl|NZ_SJDW01000001.1_cds_WP_000723090.1_1225	23.368	291	318
WP_004462901.1	lcl|NZ_SJDW01000218.1_cds_WP_001984071.1_1433	21.678	286	318
WP_004462901.1	lcl|NZ_SJDW01000001.1_cds_WP_001067557.1_1301	24.012	329	318
WP_016551805.1	lcl|NZ_SJDW01000019.1_cds_WP_000667646.1_1181	33.249	394	592
WP_016551805.1	lcl|NZ_SJDW01000013.1_cds_WP_000172202.1_561	35.772	369	592
WP_016551805.1	lcl|NZ_SJDW01000012.1_cds_WP_000828455.1_434	30.612	392	592
WP_016551805.1	lcl|NZ_SJDW01000001.1_cds_WP_000834715.1_1284	31.688	385	592
WP_016551805.1	lcl|NZ_SJDW01000025.1_cds_WP_000510777.1_1740	29.358	218	592
WP_016551805.1	lcl|NZ_SJDW01000002.1_cds_WP_001161019.1_1979	31.100	209	592
WP_016551805.1	lcl|NZ_SJDW01000007.1_cds_WP_001052498.1_3351	25.514	243	592
WP_016551805.1	lcl|NZ_SJDW01000013.1_cds_WP_000942282.1_547	30.043	233	592
WP_016551805.1	lcl|NZ_SJDW01000052.1_cds_WP_000619175.1_2744	27.490	251	592
WP_016551805.1	lcl|NZ_SJDW01000009.1_cds_WP_001982953.1_3707	26.050	238	592
WP_016551805.1	lcl|NZ_SJDW01000236.1_cds_WP_001141158.1_1572	30.769	221	592
WP_016551805.1	lcl|NZ_SJDW01000109.1_cds_WP_000666552.1_129	26.923	234	592
WP_016551805.1	lcl|NZ_SJDW01000052.1_cds_WP_000218838.1_2743	28.750	240	592
WP_016551805.1	lcl|NZ_SJDW01000169.1_cds_WP_000184524.1_872	28.311	219	592
WP_016551805.1	lcl|NZ_SJDW01000003.1_cds_WP_000433117.1_2370	27.778	216	592
WP_016551805.1	lcl|NZ_SJDW01000051.1_cds_WP_000047473.1_2726	25.481	208	592
WP_016551805.1	lcl|NZ_SJDW01000049.1_cds_WP_001089500.1_2623	26.809	235	592
WP_016551805.1	lcl|NZ_SJDW01000108.1_cds_WP_000052667.1_106	26.638	229	592
WP_016551805.1	lcl|NZ_SJDW01000057.1_cds_WP_000675807.1_2835	26.721	247	592
WP_016551805.1	lcl|NZ_SJDW01000096.1_cds_WP_000603361.1_3660	23.009	226	592
WP_016551805.1	lcl|NZ_SJDW01000135.1_cds_WP_000590867.1_496	22.314	242	592
WP_016551805.1	lcl|NZ_SJDW01000135.1_cds_WP_000590867.1_496	26.415	159	592
WP_016551805.1	lcl|NZ_SJDW01000021.1_cds_WP_001288326.1_1459	28.151	238	592
WP_016551805.1	lcl|NZ_SJDW01000206.1_cds_WP_000054169.1_1341	26.866	201	592
WP_016551805.1	lcl|NZ_SJDW01000042.1_cds_WP_001049205.1_2446	27.049	244	592
WP_016551805.1	lcl|NZ_SJDW01000042.1_cds_WP_001049205.1_2446	25.110	227	592
WP_016551805.1	lcl|NZ_SJDW01000189.1_cds_WP_000626143.1_1062	27.885	208	592
WP_016551805.1	lcl|NZ_SJDW01000189.1_cds_WP_000626143.1_1062	23.596	178	592
WP_016551805.1	lcl|NZ_SJDW01000247.1_cds_WP_000481720.1_1646	24.786	234	592
WP_016551805.1	lcl|NZ_SJDW01000062.1_cds_WP_000136057.1_2995	26.316	228	592
WP_016551805.1	lcl|NZ_SJDW01000019.1_cds_WP_000667646.1_1181	33.249	394	592
WP_016551805.1	lcl|NZ_SJDW01000013.1_cds_WP_000172202.1_561	35.772	369	592
WP_016551805.1	lcl|NZ_SJDW01000012.1_cds_WP_000828455.1_434	30.612	392	592
WP_016551805.1	lcl|NZ_SJDW01000001.1_cds_WP_000834715.1_1284	31.688	385	592
WP_016551805.1	lcl|NZ_SJDW01000025.1_cds_WP_000510777.1_1740	29.358	218	592
WP_016551805.1	lcl|NZ_SJDW01000002.1_cds_WP_001161019.1_1979	31.100	209	592
WP_016551805.1	lcl|NZ_SJDW01000007.1_cds_WP_001052498.1_3351	25.514	243	592
WP_016551805.1	lcl|NZ_SJDW01000013.1_cds_WP_000942282.1_547	30.043	233	592
WP_016551805.1	lcl|NZ_SJDW01000052.1_cds_WP_000619175.1_2744	27.490	251	592
WP_016551805.1	lcl|NZ_SJDW01000009.1_cds_WP_001982953.1_3707	26.050	238	592
WP_016551805.1	lcl|NZ_SJDW01000236.1_cds_WP_001141158.1_1572	30.769	221	592
WP_016551805.1	lcl|NZ_SJDW01000109.1_cds_WP_000666552.1_129	26.923	234	592
WP_016551805.1	lcl|NZ_SJDW01000052.1_cds_WP_000218838.1_2743	28.750	240	592
WP_016551805.1	lcl|NZ_SJDW01000169.1_cds_WP_000184524.1_872	28.311	219	592
WP_016551805.1	lcl|NZ_SJDW01000003.1_cds_WP_000433117.1_2370	27.778	216	592
WP_016551805.1	lcl|NZ_SJDW01000051.1_cds_WP_000047473.1_2726	25.481	208	592
WP_016551805.1	lcl|NZ_SJDW01000049.1_cds_WP_001089500.1_2623	26.809	235	592
WP_016551805.1	lcl|NZ_SJDW01000108.1_cds_WP_000052667.1_106	26.638	229	592
WP_016551805.1	lcl|NZ_SJDW01000057.1_cds_WP_000675807.1_2835	26.721	247	592
WP_016551805.1	lcl|NZ_SJDW01000096.1_cds_WP_000603361.1_3660	23.009	226	592
WP_016551805.1	lcl|NZ_SJDW01000135.1_cds_WP_000590867.1_496	22.314	242	592
WP_016551805.1	lcl|NZ_SJDW01000135.1_cds_WP_000590867.1_496	26.415	159	592
WP_016551805.1	lcl|NZ_SJDW01000021.1_cds_WP_001288326.1_1459	28.151	238	592
WP_016551805.1	lcl|NZ_SJDW01000206.1_cds_WP_000054169.1_1341	26.866	201	592
WP_016551805.1	lcl|NZ_SJDW01000042.1_cds_WP_001049205.1_2446	27.049	244	592
WP_016551805.1	lcl|NZ_SJDW01000042.1_cds_WP_001049205.1_2446	25.110	227	592
WP_016551805.1	lcl|NZ_SJDW01000189.1_cds_WP_000626143.1_1062	27.885	208	592
WP_016551805.1	lcl|NZ_SJDW01000189.1_cds_WP_000626143.1_1062	23.596	178	592
WP_016551805.1	lcl|NZ_SJDW01000247.1_cds_WP_000481720.1_1646	24.786	234	592
WP_016551805.1	lcl|NZ_SJDW01000062.1_cds_WP_000136057.1_2995	26.316	228	592
WP_004462894.1	lcl|NZ_SJDW01000001.1_cds_WP_000646250.1_1304	31.214	346	342
WP_004462894.1	lcl|NZ_SJDW01000001.1_cds_WP_000723090.1_1225	26.836	354	342
WP_004462894.1	lcl|NZ_SJDW01000008.1_cds_WP_000744700.1_3525	25.074	339	342
WP_004462894.1	lcl|NZ_SJDW01000001.1_cds_WP_000600889.1_1278	28.692	237	342
WP_004462894.1	lcl|NZ_SJDW01000102.1_cds_WP_000649925.1_26	25.378	331	342
WP_004462894.1	lcl|NZ_SJDW01000218.1_cds_WP_001984071.1_1433	25.098	255	342
WP_004462894.1	lcl|NZ_SJDW01000001.1_cds_WP_001067557.1_1301	27.586	232	342
WP_004462894.1	lcl|NZ_SJDW01000001.1_cds_WP_000487322.1_1253	28.022	182	342
WP_004462894.1	lcl|NZ_SJDW01000064.1_cds_WP_001074785.1_3032	25.311	241	342
WP_004462893.1	lcl|NZ_SJDW01000206.1_cds_WP_000861675.1_1340	25.349	430	427
WP_004462893.1	lcl|NZ_SJDW01000206.1_cds_WP_000861675.1_1340	25.349	430	427
WP_004462893.1	lcl|NZ_SJDW01000206.1_cds_WP_000861675.1_1340	25.349	430	427
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_000132016.1_1279	39.827	231	587
WP_004477915.1	lcl|NZ_SJDW01000006.1_cds_WP_001982325.1_3151	29.075	227	587
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_001046757.1_1269	32.751	229	587
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_000675255.1_1256	27.863	262	587
WP_004477915.1	lcl|NZ_SJDW01000175.1_cds_WP_000421034.1_943	26.224	286	587
WP_004477915.1	lcl|NZ_SJDW01000062.1_cds_WP_000721859.1_3001	33.333	66	587
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_000132016.1_1279	39.827	231	587
WP_004477915.1	lcl|NZ_SJDW01000006.1_cds_WP_001982325.1_3151	29.075	227	587
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_001046757.1_1269	32.751	229	587
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_000675255.1_1256	27.863	262	587
WP_004477915.1	lcl|NZ_SJDW01000175.1_cds_WP_000421034.1_943	26.224	286	587
WP_004477915.1	lcl|NZ_SJDW01000062.1_cds_WP_000721859.1_3001	33.333	66	587
WP_004477915.1	lcl|NZ_SJDW01000001.1_cds_WP_000132016.1_1279	39.827	231	587
WP_004477915.1	lcl|NZ_SJDW01000006.1_cds_WP_001982325.1_3151	29.075	227	587
