WP_004462903.1	lcl|NZ_JQRN01000018.1_cds_WP_061222796.1_761	93.103	87	106
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_WP_061222787.1_760	89.677	310	318
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_WP_061222784.1_757	27.530	247	318
WP_004462901.1	lcl|NZ_JQRN01000066.1_cds_WP_004505700.1_1907	25.000	324	318
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_JF94_RS19070_740	72.414	29	318
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_JF94_RS19070_740	76.000	25	318
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_WP_061222755.1_722	23.118	186	318
WP_004462901.1	lcl|NZ_JQRN01000106.1_cds_WP_061224122.1_2496	23.208	293	318
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_WP_061222761.1_728	23.810	273	318
WP_004462901.1	lcl|NZ_JQRN01000035.1_cds_WP_061223013.1_1046	24.904	261	318
WP_004462901.1	lcl|NZ_JQRN01000018.1_cds_WP_061222730.1_694	21.795	312	318
WP_004462901.1	lcl|NZ_JQRN01000101.1_cds_WP_061224070.1_2428	22.222	171	318
WP_016551805.1	lcl|NZ_JQRN01000107.1_cds_WP_061224136.1_2511	35.806	391	592
WP_016551805.1	lcl|NZ_JQRN01000038.1_cds_WP_061223062.1_1117	33.503	394	592
WP_016551805.1	lcl|NZ_JQRN01000054.1_cds_WP_061223337.1_1497	32.316	393	592
WP_016551805.1	lcl|NZ_JQRN01000018.1_cds_WP_061222757.1_724	29.947	374	592
WP_016551805.1	lcl|NZ_JQRN01000005.1_cds_WP_061222321.1_163	28.333	240	592
WP_016551805.1	lcl|NZ_JQRN01000133.1_cds_WP_061224448.1_2913	30.144	209	592
WP_016551805.1	lcl|NZ_JQRN01000063.1_cds_WP_061223527.1_1766	29.958	237	592
WP_016551805.1	lcl|NZ_JQRN01000090.1_cds_WP_036093897.1_2301	30.851	188	592
WP_016551805.1	lcl|NZ_JQRN01000073.1_cds_WP_061223869.1_2170	25.431	232	592
WP_016551805.1	lcl|NZ_JQRN01000053.1_cds_WP_061223307.1_1465	26.271	236	592
WP_016551805.1	lcl|NZ_JQRN01000015.1_cds_WP_004507421.1_622	28.440	218	592
WP_016551805.1	lcl|NZ_JQRN01000038.1_cds_WP_004507985.1_1147	30.594	219	592
WP_016551805.1	lcl|NZ_JQRN01000053.1_cds_WP_036093246.1_1455	31.416	226	592
WP_016551805.1	lcl|NZ_JQRN01000061.1_cds_WP_061223425.1_1627	28.829	222	592
WP_016551805.1	lcl|NZ_JQRN01000007.1_cds_WP_004496188.1_238	26.852	216	592
WP_016551805.1	lcl|NZ_JQRN01000140.1_cds_WP_061224516.1_3004	28.837	215	592
WP_016551805.1	lcl|NZ_JQRN01000062.1_cds_WP_061223449.1_1660	25.000	240	592
WP_016551805.1	lcl|NZ_JQRN01000062.1_cds_WP_061223449.1_1660	27.673	159	592
WP_016551805.1	lcl|NZ_JQRN01000038.1_cds_WP_061223079.1_1146	26.877	253	592
WP_016551805.1	lcl|NZ_JQRN01000159.1_cds_WP_036091898.1_3201	24.779	226	592
WP_016551805.1	lcl|NZ_JQRN01000037.1_cds_WP_061223049.1_1100	27.731	238	592
