WP_004462903.1	lcl|NZ_JQOP01000028.1_cds_WP_000340715.1_1076	95.402	87	106
WP_004462901.1	lcl|NZ_JQOP01000028.1_cds_WP_000410273.1_1077	92.581	310	318
WP_004462901.1	lcl|NZ_JQOP01000028.1_cds_WP_000646250.1_1080	26.667	270	318
WP_004462901.1	lcl|NZ_JQOP01000001.1_cds_WP_000744700.1_44	24.771	327	318
WP_004462901.1	lcl|NZ_JQOP01000028.1_cds_WP_000093099.1_1097	53.968	63	318
WP_004462901.1	lcl|NZ_JQOP01000028.1_cds_WP_000600889.1_1106	23.118	186	318
WP_004462901.1	lcl|NZ_JQOP01000028.1_cds_WP_000723090.1_1160	23.368	291	318
WP_004462901.1	lcl|NZ_JQOP01000081.1_cds_WP_001984071.1_2635	21.678	286	318
WP_004462901.1	lcl|NZ_JQOP01000028.1_cds_WP_001067557.1_1083	24.012	329	318
WP_016551805.1	lcl|NZ_JQOP01000015.1_cds_WP_000667646.1_563	33.249	394	592
WP_016551805.1	lcl|NZ_JQOP01000016.1_cds_WP_000172203.1_593	36.043	369	592
WP_016551805.1	lcl|NZ_JQOP01000033.1_cds_WP_061232552.1_1351	30.357	392	592
WP_016551805.1	lcl|NZ_JQOP01000028.1_cds_WP_000834715.1_1100	31.688	385	592
WP_016551805.1	lcl|NZ_JQOP01000137.1_cds_WP_000510777.1_3429	29.358	218	592
WP_016551805.1	lcl|NZ_JQOP01000045.1_cds_WP_001161019.1_1783	31.100	209	592
WP_016551805.1	lcl|NZ_JQOP01000037.1_cds_WP_001052498.1_1457	25.514	243	592
WP_016551805.1	lcl|NZ_JQOP01000016.1_cds_WP_000942282.1_607	30.043	233	592
WP_016551805.1	lcl|NZ_JQOP01000009.1_cds_WP_000619175.1_253	27.490	251	592
WP_016551805.1	lcl|NZ_JQOP01000083.1_cds_WP_001982953.1_2673	26.050	238	592
WP_016551805.1	lcl|NZ_JQOP01000139.1_cds_WP_001141158.1_3433	30.769	221	592
WP_016551805.1	lcl|NZ_JQOP01000021.1_cds_WP_000666552.1_769	26.923	234	592
WP_016551805.1	lcl|NZ_JQOP01000009.1_cds_WP_000218838.1_252	28.750	240	592
WP_016551805.1	lcl|NZ_JQOP01000013.1_cds_WP_000184524.1_520	28.311	219	592
WP_016551805.1	lcl|NZ_JQOP01000021.1_cds_WP_000433117.1_822	27.778	216	592
WP_016551805.1	lcl|NZ_JQOP01000080.1_cds_WP_000047473.1_2553	25.481	208	592
WP_016551805.1	lcl|NZ_JQOP01000021.1_cds_WP_001089500.1_789	26.809	235	592
WP_016551805.1	lcl|NZ_JQOP01000042.1_cds_WP_000052667.1_1711	26.638	229	592
WP_016551805.1	lcl|NZ_JQOP01000103.1_cds_WP_000675807.1_3037	26.721	247	592
WP_016551805.1	lcl|NZ_JQOP01000046.1_cds_WP_000603361.1_1807	23.009	226	592
WP_016551805.1	lcl|NZ_JQOP01000047.1_cds_WP_000590867.1_1839	22.314	242	592
WP_016551805.1	lcl|NZ_JQOP01000047.1_cds_WP_000590867.1_1839	26.415	159	592
WP_016551805.1	lcl|NZ_JQOP01000039.1_cds_WP_001288326.1_1621	28.151	238	592
WP_016551805.1	lcl|NZ_JQOP01000046.1_cds_WP_000054169.1_1823	26.866	201	592
WP_016551805.1	lcl|NZ_JQOP01000066.1_cds_WP_001049205.1_2214	27.049	244	592
WP_016551805.1	lcl|NZ_JQOP01000066.1_cds_WP_001049205.1_2214	25.110	227	592
WP_016551805.1	lcl|NZ_JQOP01000149.1_cds_WP_000626143.1_3541	27.885	208	592
WP_016551805.1	lcl|NZ_JQOP01000149.1_cds_WP_000626143.1_3541	23.596	178	592
WP_016551805.1	lcl|NZ_JQOP01000158.1_cds_WP_000481720.1_3586	24.786	234	592
WP_016551805.1	lcl|NZ_JQOP01000142.1_cds_WP_000136057.1_3493	26.316	228	592
WP_016551805.1	lcl|NZ_JQOP01000015.1_cds_WP_000667646.1_563	33.249	394	592
WP_016551805.1	lcl|NZ_JQOP01000016.1_cds_WP_000172203.1_593	36.043	369	592
WP_016551805.1	lcl|NZ_JQOP01000033.1_cds_WP_061232552.1_1351	30.357	392	592
