WP_004462903.1	lcl|NZ_AFJO01000478.1_cds_WP_000340715.1_1383	95.402	87	106
WP_004462901.1	lcl|NZ_AFJO01000478.1_cds_WP_000410273.1_1382	92.581	310	318
WP_004462901.1	lcl|NZ_AFJO01000437.1_cds_WP_000744704.1_1762	24.771	327	318
WP_004462901.1	lcl|NZ_AFJO01000478.1_cds_WP_000646251.1_1379	26.296	270	318
WP_004462901.1	lcl|NZ_AFJO01000706.1_cds_WP_000723086.1_579	23.368	291	318
WP_004462901.1	lcl|NZ_AFJO01000320.1_cds_WP_001984071.1_2406	21.678	286	318
WP_004462901.1	lcl|NZ_AFJO01000478.1_cds_WP_001067557.1_1376	24.012	329	318
WP_016551805.1	lcl|NZ_AFJO01000717.1_cds_WP_002106376.1_483	52.445	593	592
WP_016551805.1	lcl|NZ_AFJO01000228.1_cds_WP_000667646.1_3302	33.249	394	592
WP_016551805.1	lcl|NZ_AFJO01000757.1_cds_WP_000172210.1_200	36.043	369	592
WP_016551805.1	lcl|NZ_AFJO01000042.1_cds_WP_000828456.1_4132	30.612	392	592
WP_016551805.1	lcl|NZ_AFJO01000540.1_cds_WP_000510774.1_1053	29.358	218	592
WP_016551805.1	lcl|NZ_AFJO01000311.1_cds_WP_001161019.1_2487	31.100	209	592
WP_016551805.1	lcl|NZ_AFJO01000245.1_cds_WP_001052496.1_3010	25.514	243	592
WP_016551805.1	lcl|NZ_AFJO01000435.1_cds_WP_000619182.1_1771	27.888	251	592
WP_016551805.1	lcl|NZ_AFJO01000170.1_cds_WP_000942282.1_3502	30.043	233	592
WP_016551805.1	lcl|NZ_AFJO01000691.1_cds_WP_001982953.1_725	26.050	238	592
WP_016551805.1	lcl|NZ_AFJO01000544.1_cds_WP_001141158.1_1043	30.769	221	592
WP_016551805.1	lcl|NZ_AFJO01000234.1_cds_WP_000666554.1_3216	26.923	234	592
WP_016551805.1	lcl|NZ_AFJO01000435.1_cds_WP_000218838.1_1772	28.750	240	592
WP_016551805.1	lcl|NZ_AFJO01000413.1_cds_WP_000184524.1_1965	28.311	219	592
WP_016551805.1	lcl|NZ_AFJO01000103.1_cds_WP_000433117.1_3766	27.778	216	592
WP_016551805.1	lcl|NZ_AFJO01000025.1_cds_WP_000047473.1_4284	25.481	208	592
WP_016551805.1	lcl|NZ_AFJO01000250.1_cds_WP_001089499.1_2919	26.809	235	592
WP_016551805.1	lcl|NZ_AFJO01000261.1_cds_WP_000052667.1_2831	26.638	229	592
WP_016551805.1	lcl|NZ_AFJO01000438.1_cds_WP_000651459.1_1742	26.908	249	592
WP_016551805.1	lcl|NZ_AFJO01000771.1_cds_WP_000603361.1_133	23.009	226	592
WP_016551805.1	lcl|NZ_AFJO01000249.1_cds_WP_001288326.1_2943	28.151	238	592
WP_016551805.1	lcl|NZ_AFJO01000446.1_cds_WP_000590871.1_1688	22.314	242	592
WP_016551805.1	lcl|NZ_AFJO01000446.1_cds_WP_000590871.1_1688	26.415	159	592
WP_016551805.1	lcl|NZ_AFJO01000497.1_cds_WP_000054169.1_1257	26.866	201	592
WP_016551805.1	lcl|NZ_AFJO01000280.1_cds_WP_001049210.1_2680	27.049	244	592
WP_016551805.1	lcl|NZ_AFJO01000280.1_cds_WP_001049210.1_2680	25.806	217	592
WP_016551805.1	lcl|NZ_AFJO01000568.1_cds_WP_000626142.1_961	27.885	208	592
WP_016551805.1	lcl|NZ_AFJO01000568.1_cds_WP_000626142.1_961	23.596	178	592
WP_016551805.1	lcl|NZ_AFJO01000798.1_cds_WP_000481724.1_51	24.786	234	592
WP_016551805.1	lcl|NZ_AFJO01000269.1_cds_WP_000136057.1_2767	26.316	228	592
WP_016551805.1	lcl|NZ_AFJO01000717.1_cds_WP_002106376.1_483	52.445	593	592
WP_016551805.1	lcl|NZ_AFJO01000228.1_cds_WP_000667646.1_3302	33.249	394	592
WP_016551805.1	lcl|NZ_AFJO01000757.1_cds_WP_000172210.1_200	36.043	369	592
WP_016551805.1	lcl|NZ_AFJO01000042.1_cds_WP_000828456.1_4132	30.612	392	592
WP_016551805.1	lcl|NZ_AFJO01000540.1_cds_WP_000510774.1_1053	29.358	218	592
WP_016551805.1	lcl|NZ_AFJO01000311.1_cds_WP_001161019.1_2487	31.100	209	592
WP_016551805.1	lcl|NZ_AFJO01000245.1_cds_WP_001052496.1_3010	25.514	243	592
WP_016551805.1	lcl|NZ_AFJO01000435.1_cds_WP_000619182.1_1771	27.888	251	592
WP_016551805.1	lcl|NZ_AFJO01000170.1_cds_WP_000942282.1_3502	30.043	233	592
WP_016551805.1	lcl|NZ_AFJO01000691.1_cds_WP_001982953.1_725	26.050	238	592
WP_016551805.1	lcl|NZ_AFJO01000544.1_cds_WP_001141158.1_1043	30.769	221	592
WP_016551805.1	lcl|NZ_AFJO01000234.1_cds_WP_000666554.1_3216	26.923	234	592
WP_016551805.1	lcl|NZ_AFJO01000435.1_cds_WP_000218838.1_1772	28.750	240	592
WP_016551805.1	lcl|NZ_AFJO01000413.1_cds_WP_000184524.1_1965	28.311	219	592
WP_016551805.1	lcl|NZ_AFJO01000103.1_cds_WP_000433117.1_3766	27.778	216	592
WP_016551805.1	lcl|NZ_AFJO01000025.1_cds_WP_000047473.1_4284	25.481	208	592
