WP_004462903.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000340715.1_506	95.402	87	106
WP_004462901.1	lcl|NZ_JAFCYY010000011.1_cds_WP_203368341.1_505	92.258	310	318
WP_004462901.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000744700.1_215	24.771	327	318
WP_004462901.1	lcl|NZ_JAFCYY010000011.1_cds_WP_000646251.1_502	26.296	270	318
WP_004462901.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000723092.1_1174	23.288	292	318
WP_004462901.1	lcl|NZ_JAFCYY010000012.1_cds_WP_001984071.1_592	21.678	286	318
WP_004462901.1	lcl|NZ_JAFCYY010000011.1_cds_WP_001067557.1_499	24.012	329	318
WP_016551805.1	lcl|NZ_JAFCYY010000011.1_cds_WP_002130264.1_483	52.614	593	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000667646.1_3636	33.249	394	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_203368298.1_3679	36.043	369	592
WP_016551805.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000828459.1_126	30.612	392	592
WP_016551805.1	lcl|NZ_JAFCYY010000003.1_cds_WP_000510777.1_2170	29.358	218	592
WP_016551805.1	lcl|NZ_JAFCYY010000003.1_cds_WP_001161019.1_2270	31.100	209	592
WP_016551805.1	lcl|NZ_JAFCYY010000001.1_cds_WP_001052498.1_320	25.514	243	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000942282.1_3693	30.043	233	592
WP_016551805.1	lcl|NZ_JAFCYY010000022.1_cds_WP_061240027.1_1741	27.490	251	592
WP_016551805.1	lcl|NZ_JAFCYY010000008.1_cds_WP_001982953.1_3801	26.050	238	592
WP_016551805.1	lcl|NZ_JAFCYY010000037.1_cds_WP_001141163.1_2670	29.864	221	592
WP_016551805.1	lcl|NZ_JAFCYY010000004.1_cds_WP_000666552.1_2854	26.923	234	592
WP_016551805.1	lcl|NZ_JAFCYY010000022.1_cds_WP_203368414.1_1740	28.750	240	592
WP_016551805.1	lcl|NZ_JAFCYY010000014.1_cds_WP_000184524.1_866	28.311	219	592
WP_016551805.1	lcl|NZ_JAFCYY010000004.1_cds_WP_000433117.1_2907	27.778	216	592
WP_016551805.1	lcl|NZ_JAFCYY010000005.1_cds_WP_000047473.1_3273	25.481	208	592
WP_016551805.1	lcl|NZ_JAFCYY010000004.1_cds_WP_001089498.1_2875	26.809	235	592
WP_016551805.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000052667.1_27	26.638	229	592
WP_016551805.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000651460.1_1219	26.908	249	592
WP_016551805.1	lcl|NZ_JAFCYY010000017.1_cds_WP_000603361.1_1111	23.009	226	592
WP_016551805.1	lcl|NZ_JAFCYY010000015.1_cds_WP_001288326.1_895	28.151	238	592
WP_016551805.1	lcl|NZ_JAFCYY010000041.1_cds_WP_000590871.1_2956	22.314	242	592
WP_016551805.1	lcl|NZ_JAFCYY010000041.1_cds_WP_000590871.1_2956	26.415	159	592
WP_016551805.1	lcl|NZ_JAFCYY010000017.1_cds_WP_000054169.1_1129	26.866	201	592
WP_016551805.1	lcl|NZ_JAFCYY010000020.1_cds_WP_001049210.1_1603	27.049	244	592
WP_016551805.1	lcl|NZ_JAFCYY010000020.1_cds_WP_001049210.1_1603	25.806	217	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000626143.1_3674	27.885	208	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000626143.1_3674	23.596	178	592
WP_016551805.1	lcl|NZ_JAFCYY010000009.1_cds_WP_000481723.1_3965	24.786	234	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000136057.1_3586	26.316	228	592
WP_016551805.1	lcl|NZ_JAFCYY010000011.1_cds_WP_002130264.1_483	52.614	593	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000667646.1_3636	33.249	394	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_203368298.1_3679	36.043	369	592
WP_016551805.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000828459.1_126	30.612	392	592
WP_016551805.1	lcl|NZ_JAFCYY010000003.1_cds_WP_000510777.1_2170	29.358	218	592
WP_016551805.1	lcl|NZ_JAFCYY010000003.1_cds_WP_001161019.1_2270	31.100	209	592
WP_016551805.1	lcl|NZ_JAFCYY010000001.1_cds_WP_001052498.1_320	25.514	243	592
WP_016551805.1	lcl|NZ_JAFCYY010000007.1_cds_WP_000942282.1_3693	30.043	233	592
WP_016551805.1	lcl|NZ_JAFCYY010000022.1_cds_WP_061240027.1_1741	27.490	251	592
WP_016551805.1	lcl|NZ_JAFCYY010000008.1_cds_WP_001982953.1_3801	26.050	238	592
WP_016551805.1	lcl|NZ_JAFCYY010000037.1_cds_WP_001141163.1_2670	29.864	221	592
WP_016551805.1	lcl|NZ_JAFCYY010000004.1_cds_WP_000666552.1_2854	26.923	234	592
WP_016551805.1	lcl|NZ_JAFCYY010000022.1_cds_WP_203368414.1_1740	28.750	240	592
WP_016551805.1	lcl|NZ_JAFCYY010000014.1_cds_WP_000184524.1_866	28.311	219	592
WP_016551805.1	lcl|NZ_JAFCYY010000004.1_cds_WP_000433117.1_2907	27.778	216	592
WP_016551805.1	lcl|NZ_JAFCYY010000005.1_cds_WP_000047473.1_3273	25.481	208	592
WP_016551805.1	lcl|NZ_JAFCYY010000004.1_cds_WP_001089498.1_2875	26.809	235	592
WP_016551805.1	lcl|NZ_JAFCYY010000001.1_cds_WP_000052667.1_27	26.638	229	592
WP_016551805.1	lcl|NZ_JAFCYY010000018.1_cds_WP_000651460.1_1219	26.908	249	592
WP_016551805.1	lcl|NZ_JAFCYY010000017.1_cds_WP_000603361.1_1111	23.009	226	592
WP_016551805.1	lcl|NZ_JAFCYY010000015.1_cds_WP_001288326.1_895	28.151	238	592
WP_016551805.1	lcl|NZ_JAFCYY010000041.1_cds_WP_000590871.1_2956	22.314	242	592
WP_016551805.1	lcl|NZ_JAFCYY010000041.1_cds_WP_000590871.1_2956	26.415	159	592
WP_016551805.1	lcl|NZ_JAFCYY010000017.1_cds_WP_000054169.1_1129	26.866	201	592
WP_016551805.1	lcl|NZ_JAFCYY010000020.1_cds_WP_001049210.1_1603	27.049	244	592
