WP_004462903.1	lcl|NZ_AHMV02000028.1_cds_WP_004753574.1_854	93.103	87	106
WP_004462901.1	lcl|NZ_AHMV02000028.1_cds_WP_004761722.1_855	92.581	310	318
WP_004462901.1	lcl|NZ_AHMV02000022.1_cds_WP_004753565.1_1594	25.688	327	318
WP_004462901.1	lcl|NZ_AHMV02000028.1_cds_WP_004755430.1_858	25.633	316	318
WP_004462901.1	lcl|NZ_AHMV02000028.1_cds_WP_004755262.1_927	22.867	293	318
WP_016551805.1	lcl|NZ_AHMV02000028.1_cds_WP_004754165.1_878	52.872	592	592
WP_016551805.1	lcl|NZ_AHMV02000011.1_cds_WP_004752998.1_2655	33.503	394	592
WP_016551805.1	lcl|NZ_AHMV02000012.1_cds_WP_004754744.1_2373	35.772	369	592
WP_016551805.1	lcl|NZ_AHMV02000002.1_cds_WP_004755367.1_3492	30.612	392	592
WP_016551805.1	lcl|NZ_AHMV02000014.1_cds_WP_004750725.1_2306	28.444	225	592
WP_016551805.1	lcl|NZ_AHMV02000018.1_cds_WP_004759288.1_1924	31.579	209	592
WP_016551805.1	lcl|NZ_AHMV02000020.1_cds_WP_004751633.1_1741	29.365	252	592
WP_016551805.1	lcl|NZ_AHMV02000022.1_cds_WP_004754759.1_1479	25.523	239	592
WP_016551805.1	lcl|NZ_AHMV02000012.1_cds_WP_004754327.1_2393	30.043	233	592
WP_016551805.1	lcl|NZ_AHMV02000024.1_cds_WP_004753339.1_1257	29.741	232	592
WP_016551805.1	lcl|NZ_AHMV02000028.1_cds_WP_004753899.1_587	31.088	193	592
WP_016551805.1	lcl|NZ_AHMV02000020.1_cds_WP_004751619.1_1742	27.935	247	592
WP_016551805.1	lcl|NZ_AHMV02000017.1_cds_WP_004752581.1_2039	28.704	216	592
WP_016551805.1	lcl|NZ_AHMV02000023.1_cds_WP_004755898.1_1344	25.112	223	592
WP_016551805.1	lcl|NZ_AHMV02000031.1_cds_WP_004752570.1_218	26.923	234	592
