WP_004462903.1	lcl|NZ_JQPK01000054.1_cds_WP_000340715.1_1517	95.402	87	106
WP_004462901.1	lcl|NZ_JQPK01000054.1_cds_WP_000410267.1_1516	92.258	310	318
WP_004462901.1	lcl|NZ_JQPK01000054.1_cds_WP_000646253.1_1513	26.667	270	318
WP_004462901.1	lcl|NZ_JQPK01000070.1_cds_WP_000744700.1_1897	24.771	327	318
WP_004462901.1	lcl|NZ_JQPK01000177.1_cds_WP_000723090.1_3570	23.368	291	318
WP_004462901.1	lcl|NZ_JQPK01000004.1_cds_WP_001984071.1_24	21.678	286	318
WP_004462901.1	lcl|NZ_JQPK01000054.1_cds_WP_001067557.1_1510	24.012	329	318
WP_016551805.1	lcl|NZ_JQPK01000054.1_cds_WP_002106376.1_1494	52.445	593	592
WP_016551805.1	lcl|NZ_JQPK01000089.1_cds_WP_000667646.1_2308	33.249	394	592
WP_016551805.1	lcl|NZ_JQPK01000053.1_cds_WP_000172203.1_1465	36.043	369	592
WP_016551805.1	lcl|NZ_JQPK01000009.1_cds_WP_000828456.1_143	30.612	392	592
WP_016551805.1	lcl|NZ_JQPK01000083.1_cds_WP_061244888.1_2228	29.358	218	592
WP_016551805.1	lcl|NZ_JQPK01000031.1_cds_WP_001161019.1_744	31.100	209	592
WP_016551805.1	lcl|NZ_JQPK01000052.1_cds_WP_001052498.1_1433	25.514	243	592
WP_016551805.1	lcl|NZ_JQPK01000001.1_cds_WP_061286768.1_9	29.555	247	592
WP_016551805.1	lcl|NZ_JQPK01000053.1_cds_WP_002071818.1_1451	29.614	233	592
WP_016551805.1	lcl|NZ_JQPK01000012.1_cds_WP_001982953.1_255	26.050	238	592
WP_016551805.1	lcl|NZ_JQPK01000257.1_cds_WP_001141158.1_3926	30.769	221	592
WP_016551805.1	lcl|NZ_JQPK01000046.1_cds_WP_000666544.1_1230	27.350	234	592
WP_016551805.1	lcl|NZ_JQPK01000001.1_cds_WP_000218832.1_10	28.750	240	592
WP_016551805.1	lcl|NZ_JQPK01000161.1_cds_WP_000184524.1_3382	28.311	219	592
WP_016551805.1	lcl|NZ_JQPK01000046.1_cds_WP_000433117.1_1282	27.778	216	592
WP_016551805.1	lcl|NZ_JQPK01000097.1_cds_WP_000047473.1_2465	25.481	208	592
WP_016551805.1	lcl|NZ_JQPK01000046.1_cds_WP_001089499.1_1250	26.809	235	592
WP_016551805.1	lcl|NZ_JQPK01000029.1_cds_WP_000052667.1_659	26.638	229	592
WP_016551805.1	lcl|NZ_JQPK01000080.1_cds_WP_000651459.1_2140	26.908	249	592
WP_016551805.1	lcl|NZ_JQPK01000150.1_cds_WP_000603361.1_3252	23.009	226	592
WP_016551805.1	lcl|NZ_JQPK01000064.1_cds_WP_001288326.1_1740	28.151	238	592
WP_016551805.1	lcl|NZ_JQPK01000132.1_cds_WP_061217493.1_2984	22.314	242	592
WP_016551805.1	lcl|NZ_JQPK01000132.1_cds_WP_061217493.1_2984	26.415	159	592
WP_016551805.1	lcl|NZ_JQPK01000005.1_cds_WP_000054165.1_60	26.866	201	592
WP_016551805.1	lcl|NZ_JQPK01000085.1_cds_WP_001049211.1_2256	26.471	238	592
WP_016551805.1	lcl|NZ_JQPK01000085.1_cds_WP_001049211.1_2256	25.806	217	592
WP_016551805.1	lcl|NZ_JQPK01000145.1_cds_WP_000626143.1_3238	27.885	208	592
WP_016551805.1	lcl|NZ_JQPK01000145.1_cds_WP_000626143.1_3238	23.596	178	592
WP_016551805.1	lcl|NZ_JQPK01000069.1_cds_WP_000481722.1_1873	24.786	234	592
WP_016551805.1	lcl|NZ_JQPK01000062.1_cds_WP_000136057.1_1662	26.316	228	592
WP_016551805.1	lcl|NZ_JQPK01000054.1_cds_WP_002106376.1_1494	52.445	593	592
WP_016551805.1	lcl|NZ_JQPK01000089.1_cds_WP_000667646.1_2308	33.249	394	592
WP_016551805.1	lcl|NZ_JQPK01000053.1_cds_WP_000172203.1_1465	36.043	369	592
WP_016551805.1	lcl|NZ_JQPK01000009.1_cds_WP_000828456.1_143	30.612	392	592
WP_016551805.1	lcl|NZ_JQPK01000083.1_cds_WP_061244888.1_2228	29.358	218	592
WP_016551805.1	lcl|NZ_JQPK01000031.1_cds_WP_001161019.1_744	31.100	209	592
WP_016551805.1	lcl|NZ_JQPK01000052.1_cds_WP_001052498.1_1433	25.514	243	592
WP_016551805.1	lcl|NZ_JQPK01000001.1_cds_WP_061286768.1_9	29.555	247	592
WP_016551805.1	lcl|NZ_JQPK01000053.1_cds_WP_002071818.1_1451	29.614	233	592
WP_016551805.1	lcl|NZ_JQPK01000012.1_cds_WP_001982953.1_255	26.050	238	592
WP_016551805.1	lcl|NZ_JQPK01000257.1_cds_WP_001141158.1_3926	30.769	221	592
WP_016551805.1	lcl|NZ_JQPK01000046.1_cds_WP_000666544.1_1230	27.350	234	592
WP_016551805.1	lcl|NZ_JQPK01000001.1_cds_WP_000218832.1_10	28.750	240	592
WP_016551805.1	lcl|NZ_JQPK01000161.1_cds_WP_000184524.1_3382	28.311	219	592
WP_016551805.1	lcl|NZ_JQPK01000046.1_cds_WP_000433117.1_1282	27.778	216	592
WP_016551805.1	lcl|NZ_JQPK01000097.1_cds_WP_000047473.1_2465	25.481	208	592
WP_016551805.1	lcl|NZ_JQPK01000046.1_cds_WP_001089499.1_1250	26.809	235	592
WP_016551805.1	lcl|NZ_JQPK01000029.1_cds_WP_000052667.1_659	26.638	229	592
WP_016551805.1	lcl|NZ_JQPK01000080.1_cds_WP_000651459.1_2140	26.908	249	592
WP_016551805.1	lcl|NZ_JQPK01000150.1_cds_WP_000603361.1_3252	23.009	226	592
WP_016551805.1	lcl|NZ_JQPK01000064.1_cds_WP_001288326.1_1740	28.151	238	592
WP_016551805.1	lcl|NZ_JQPK01000132.1_cds_WP_061217493.1_2984	22.314	242	592
WP_016551805.1	lcl|NZ_JQPK01000132.1_cds_WP_061217493.1_2984	26.415	159	592
WP_016551805.1	lcl|NZ_JQPK01000005.1_cds_WP_000054165.1_60	26.866	201	592
WP_016551805.1	lcl|NZ_JQPK01000085.1_cds_WP_001049211.1_2256	26.471	238	592
WP_016551805.1	lcl|NZ_JQPK01000085.1_cds_WP_001049211.1_2256	25.806	217	592
WP_016551805.1	lcl|NZ_JQPK01000145.1_cds_WP_000626143.1_3238	27.885	208	592
WP_016551805.1	lcl|NZ_JQPK01000145.1_cds_WP_000626143.1_3238	23.596	178	592
WP_016551805.1	lcl|NZ_JQPK01000069.1_cds_WP_000481722.1_1873	24.786	234	592
