WP_004462903.1	lcl|NZ_AP025028.1_cds_WP_109019586.1_2140	69.014	71	106
WP_004462901.1	lcl|NZ_AP025028.1_cds_WP_109019372.1_2139	80.000	310	318
WP_004462901.1	lcl|NZ_AP025028.1_cds_WP_109019587.1_2110	49.677	310	318
WP_004462901.1	lcl|NZ_AP025028.1_cds_WP_174705662.1_3407	25.902	305	318
WP_004462901.1	lcl|NZ_AP025028.1_cds_WP_109021488.1_3379	23.853	327	318
WP_004462901.1	lcl|NZ_AP025028.1_cds_WP_109019369.1_2143	23.810	189	318
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109020425.1_2708	38.217	314	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109021739.1_51	33.333	423	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109021689.1_3600	38.491	265	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109021374.1_3252	30.946	349	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109021376.1_3254	35.172	290	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019245.1_2274	28.571	399	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_242935351.1_841	35.909	220	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109018453.1_1140	27.556	225	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019485.1_2017	28.807	243	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019693.1_1645	29.954	217	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109021894.1_216	29.545	220	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109020093.1_582	26.471	238	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_242935178.1_2324	29.293	198	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109020961.1_3059	30.151	199	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109018946.1_1453	26.009	223	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109022085.1_429	30.556	216	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019995.1_1865	25.463	216	592
WP_016551805.1	lcl|NZ_AP025030.1_cds_WP_242935475.1_3875	27.619	210	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109018680.1_928	26.222	225	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019511.1_1988	28.241	216	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019385.1_2126	30.882	204	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019486.1_2016	25.105	239	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109019486.1_2016	28.662	157	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109020779.1_716	29.876	241	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109020779.1_716	36.957	46	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_109021961.1_288	28.889	225	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_167837181.1_2905	27.354	223	592
WP_016551805.1	lcl|NZ_AP025028.1_cds_WP_167837079.1_1298	25.862	232	592
