WP_004462903.1	lcl|NZ_JQPL01000011.1_cds_WP_000340715.1_326	95.402	87	106
WP_004462901.1	lcl|NZ_JQPL01000011.1_cds_WP_000410273.1_327	92.581	310	318
WP_004462901.1	lcl|NZ_JQPL01000004.1_cds_WP_000744698.1_126	24.771	327	318
WP_004462901.1	lcl|NZ_JQPL01000011.1_cds_WP_000646251.1_330	26.296	270	318
WP_004462901.1	lcl|NZ_JQPL01000011.1_cds_WP_000723082.1_397	23.368	291	318
WP_004462901.1	lcl|NZ_JQPL01000148.1_cds_WP_002072074.1_3099	22.800	250	318
WP_004462901.1	lcl|NZ_JQPL01000011.1_cds_WP_001067557.1_333	24.012	329	318
WP_016551805.1	lcl|NZ_JQPL01000011.1_cds_WP_061260336.1_349	52.445	593	592
WP_016551805.1	lcl|NZ_JQPL01000018.1_cds_WP_000667646.1_674	33.249	394	592
WP_016551805.1	lcl|NZ_JQPL01000071.1_cds_WP_000172209.1_1872	36.043	369	592
WP_016551805.1	lcl|NZ_JQPL01000012.1_cds_WP_000828456.1_423	30.612	392	592
WP_016551805.1	lcl|NZ_JQPL01000059.1_cds_WP_000510777.1_1680	29.358	218	592
WP_016551805.1	lcl|NZ_JQPL01000114.1_cds_WP_001161019.1_2742	31.100	209	592
WP_016551805.1	lcl|NZ_JQPL01000044.1_cds_WP_002184018.1_1358	25.103	243	592
WP_016551805.1	lcl|NZ_JQPL01000044.1_cds_WP_000619182.1_1312	27.888	251	592
WP_016551805.1	lcl|NZ_JQPL01000183.1_cds_WP_000942282.1_3539	30.043	233	592
WP_016551805.1	lcl|NZ_JQPL01000001.1_cds_WP_001982953.1_34	26.050	238	592
WP_016551805.1	lcl|NZ_JQPL01000286.1_cds_WP_001141158.1_4041	30.769	221	592
WP_016551805.1	lcl|NZ_JQPL01000046.1_cds_WP_000666552.1_1417	26.923	234	592
WP_016551805.1	lcl|NZ_JQPL01000044.1_cds_WP_061260492.1_1311	28.750	240	592
WP_016551805.1	lcl|NZ_JQPL01000157.1_cds_WP_000184524.1_3286	28.311	219	592
WP_016551805.1	lcl|NZ_JQPL01000093.1_cds_WP_000433117.1_2339	27.778	216	592
WP_016551805.1	lcl|NZ_JQPL01000072.1_cds_WP_000047473.1_1944	25.481	208	592
WP_016551805.1	lcl|NZ_JQPL01000093.1_cds_WP_001089503.1_2371	26.809	235	592
WP_016551805.1	lcl|NZ_JQPL01000037.1_cds_WP_000052667.1_1078	26.638	229	592
WP_016551805.1	lcl|NZ_JQPL01000085.1_cds_WP_002106384.1_2213	26.908	249	592
WP_016551805.1	lcl|NZ_JQPL01000006.1_cds_WP_000603361.1_207	23.009	226	592
WP_016551805.1	lcl|NZ_JQPL01000043.1_cds_WP_001288322.1_1257	28.151	238	592
WP_016551805.1	lcl|NZ_JQPL01000029.1_cds_WP_000590871.1_1000	22.314	242	592
WP_016551805.1	lcl|NZ_JQPL01000029.1_cds_WP_000590871.1_1000	26.415	159	592
WP_016551805.1	lcl|NZ_JQPL01000006.1_cds_WP_000054169.1_188	26.866	201	592
WP_016551805.1	lcl|NZ_JQPL01000181.1_cds_WP_001049213.1_3513	27.049	244	592
WP_016551805.1	lcl|NZ_JQPL01000181.1_cds_WP_001049213.1_3513	26.484	219	592
WP_016551805.1	lcl|NZ_JQPL01000071.1_cds_WP_000626143.1_1878	27.885	208	592
WP_016551805.1	lcl|NZ_JQPL01000071.1_cds_WP_000626143.1_1878	23.596	178	592
WP_016551805.1	lcl|NZ_JQPL01000168.1_cds_WP_000481721.1_3405	24.786	234	592
WP_016551805.1	lcl|NZ_JQPL01000136.1_cds_WP_000136057.1_2969	26.316	228	592
WP_016551805.1	lcl|NZ_JQPL01000011.1_cds_WP_061260336.1_349	52.445	593	592
WP_016551805.1	lcl|NZ_JQPL01000018.1_cds_WP_000667646.1_674	33.249	394	592
