WP_004462903.1	lcl|NZ_JADDXF010000045.1_cds_WP_000340715.1_2804	95.402	87	106
WP_004462901.1	lcl|NZ_JADDXF010000045.1_cds_WP_000410266.1_2805	91.935	310	318
WP_004462901.1	lcl|NZ_JADDXF010000015.1_cds_WP_000744698.1_613	24.771	327	318
WP_004462901.1	lcl|NZ_JADDXF010000045.1_cds_WP_000646254.1_2808	26.667	270	318
WP_004462901.1	lcl|NZ_JADDXF010000018.1_cds_WP_000723091.1_804	23.711	291	318
WP_004462901.1	lcl|NZ_JADDXF010000756.1_cds_WP_193826158.1_3877	25.287	174	318
WP_004462901.1	lcl|NZ_JADDXF010000016.1_cds_WP_002072074.1_710	22.800	250	318
WP_004462901.1	lcl|NZ_JADDXF010000045.1_cds_WP_001067557.1_2811	24.012	329	318
WP_016551805.1	lcl|NZ_JADDXF010000025.1_cds_WP_002072224.1_1585	52.614	593	592
WP_016551805.1	lcl|NZ_JADDXF010000010.1_cds_WP_000667646.1_80	33.249	394	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_000172209.1_1704	36.043	369	592
WP_016551805.1	lcl|NZ_JADDXF010000038.1_cds_WP_000828456.1_2427	30.612	392	592
WP_016551805.1	lcl|NZ_JADDXF010000003.1_cds_IQB77_RS02565_2489	29.358	218	592
WP_016551805.1	lcl|NZ_JADDXF010000003.1_cds_WP_001161019.1_2588	31.100	209	592
WP_016551805.1	lcl|NZ_JADDXF010000006.1_cds_WP_001052496.1_3741	25.514	243	592
WP_016551805.1	lcl|NZ_JADDXF010000006.1_cds_WP_000619182.1_3696	27.888	251	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_002071818.1_1718	29.614	233	592
WP_016551805.1	lcl|NZ_JADDXF010000802.1_cds_WP_193826176.1_4086	34.454	119	592
WP_016551805.1	lcl|NZ_JADDXF010000008.1_cds_WP_001982953.1_4161	26.050	238	592
WP_016551805.1	lcl|NZ_JADDXF010000011.1_cds_WP_001141162.1_283	30.317	221	592
WP_016551805.1	lcl|NZ_JADDXF010000005.1_cds_WP_000666552.1_3424	26.923	234	592
WP_016551805.1	lcl|NZ_JADDXF010000006.1_cds_WP_000218832.1_3695	28.750	240	592
WP_016551805.1	lcl|NZ_JADDXF010000058.1_cds_WP_000184524.1_3315	28.311	219	592
WP_016551805.1	lcl|NZ_JADDXF010000005.1_cds_WP_000433117.1_3372	27.778	216	592
WP_016551805.1	lcl|NZ_JADDXF010000007.1_cds_WP_000047473.1_3933	25.481	208	592
WP_016551805.1	lcl|NZ_JADDXF010000005.1_cds_WP_228003820.1_3404	26.809	235	592
WP_016551805.1	lcl|NZ_JADDXF010000002.1_cds_WP_155572125.1_1941	26.638	229	592
WP_016551805.1	lcl|NZ_JADDXF010000018.1_cds_WP_000651462.1_849	26.908	249	592
WP_016551805.1	lcl|NZ_JADDXF010000024.1_cds_WP_000603361.1_1542	23.009	226	592
WP_016551805.1	lcl|NZ_JADDXF010000046.1_cds_WP_001288322.1_2844	28.151	238	592
WP_016551805.1	lcl|NZ_JADDXF010000039.1_cds_WP_000590871.1_2461	22.314	242	592
WP_016551805.1	lcl|NZ_JADDXF010000039.1_cds_WP_000590871.1_2461	26.415	159	592
WP_016551805.1	lcl|NZ_JADDXF010000658.1_cds_WP_193826118.1_3600	33.333	99	592
WP_016551805.1	lcl|NZ_JADDXF010000024.1_cds_WP_000054169.1_1559	26.866	201	592
WP_016551805.1	lcl|NZ_JADDXF010000013.1_cds_WP_001049212.1_426	27.049	244	592
WP_016551805.1	lcl|NZ_JADDXF010000013.1_cds_WP_001049212.1_426	25.328	229	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_000626143.1_1699	27.885	208	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_000626143.1_1699	23.596	178	592
WP_016551805.1	lcl|NZ_JADDXF010000033.1_cds_WP_000481721.1_2203	24.786	234	592
WP_016551805.1	lcl|NZ_JADDXF010000839.1_cds_WP_193826190.1_4117	30.864	81	592
WP_016551805.1	lcl|NZ_JADDXF010000010.1_cds_IQB77_RS08025_131	26.087	230	592
WP_016551805.1	lcl|NZ_JADDXF010000025.1_cds_WP_002072224.1_1585	52.614	593	592
WP_016551805.1	lcl|NZ_JADDXF010000010.1_cds_WP_000667646.1_80	33.249	394	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_000172209.1_1704	36.043	369	592
WP_016551805.1	lcl|NZ_JADDXF010000038.1_cds_WP_000828456.1_2427	30.612	392	592
WP_016551805.1	lcl|NZ_JADDXF010000003.1_cds_IQB77_RS02565_2489	29.358	218	592
WP_016551805.1	lcl|NZ_JADDXF010000003.1_cds_WP_001161019.1_2588	31.100	209	592
WP_016551805.1	lcl|NZ_JADDXF010000006.1_cds_WP_001052496.1_3741	25.514	243	592
WP_016551805.1	lcl|NZ_JADDXF010000006.1_cds_WP_000619182.1_3696	27.888	251	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_002071818.1_1718	29.614	233	592
WP_016551805.1	lcl|NZ_JADDXF010000802.1_cds_WP_193826176.1_4086	34.454	119	592
WP_016551805.1	lcl|NZ_JADDXF010000008.1_cds_WP_001982953.1_4161	26.050	238	592
WP_016551805.1	lcl|NZ_JADDXF010000011.1_cds_WP_001141162.1_283	30.317	221	592
WP_016551805.1	lcl|NZ_JADDXF010000005.1_cds_WP_000666552.1_3424	26.923	234	592
WP_016551805.1	lcl|NZ_JADDXF010000006.1_cds_WP_000218832.1_3695	28.750	240	592
WP_016551805.1	lcl|NZ_JADDXF010000058.1_cds_WP_000184524.1_3315	28.311	219	592
WP_016551805.1	lcl|NZ_JADDXF010000005.1_cds_WP_000433117.1_3372	27.778	216	592
WP_016551805.1	lcl|NZ_JADDXF010000007.1_cds_WP_000047473.1_3933	25.481	208	592
WP_016551805.1	lcl|NZ_JADDXF010000005.1_cds_WP_228003820.1_3404	26.809	235	592
WP_016551805.1	lcl|NZ_JADDXF010000002.1_cds_WP_155572125.1_1941	26.638	229	592
WP_016551805.1	lcl|NZ_JADDXF010000018.1_cds_WP_000651462.1_849	26.908	249	592
WP_016551805.1	lcl|NZ_JADDXF010000024.1_cds_WP_000603361.1_1542	23.009	226	592
WP_016551805.1	lcl|NZ_JADDXF010000046.1_cds_WP_001288322.1_2844	28.151	238	592
WP_016551805.1	lcl|NZ_JADDXF010000039.1_cds_WP_000590871.1_2461	22.314	242	592
WP_016551805.1	lcl|NZ_JADDXF010000039.1_cds_WP_000590871.1_2461	26.415	159	592
WP_016551805.1	lcl|NZ_JADDXF010000658.1_cds_WP_193826118.1_3600	33.333	99	592
WP_016551805.1	lcl|NZ_JADDXF010000024.1_cds_WP_000054169.1_1559	26.866	201	592
WP_016551805.1	lcl|NZ_JADDXF010000013.1_cds_WP_001049212.1_426	27.049	244	592
WP_016551805.1	lcl|NZ_JADDXF010000013.1_cds_WP_001049212.1_426	25.328	229	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_000626143.1_1699	27.885	208	592
WP_016551805.1	lcl|NZ_JADDXF010000027.1_cds_WP_000626143.1_1699	23.596	178	592
WP_016551805.1	lcl|NZ_JADDXF010000033.1_cds_WP_000481721.1_2203	24.786	234	592
WP_016551805.1	lcl|NZ_JADDXF010000839.1_cds_WP_193826190.1_4117	30.864	81	592
WP_016551805.1	lcl|NZ_JADDXF010000010.1_cds_IQB77_RS08025_131	26.087	230	592
WP_004462894.1	lcl|NZ_JADDXF010000045.1_cds_WP_000646254.1_2808	31.503	346	342
WP_004462894.1	lcl|NZ_JADDXF010000018.1_cds_WP_000723091.1_804	26.554	354	342
WP_004462894.1	lcl|NZ_JADDXF010000015.1_cds_WP_000744698.1_613	25.074	339	342
WP_004462894.1	lcl|NZ_JADDXF010000002.1_cds_WP_000649924.1_1972	25.378	331	342
WP_004462894.1	lcl|NZ_JADDXF010000016.1_cds_WP_002072074.1_710	25.098	255	342
WP_004462894.1	lcl|NZ_JADDXF010000993.1_cds_WP_193826255.1_17	30.081	123	342
WP_004462894.1	lcl|NZ_JADDXF010000045.1_cds_WP_001067557.1_2811	27.586	232	342
WP_004462894.1	lcl|NZ_JADDXF010000007.1_cds_WP_001074779.1_3999	25.726	241	342
WP_004462893.1	lcl|NZ_JADDXF010000024.1_cds_WP_000861670.1_1560	25.349	430	427
WP_004462893.1	lcl|NZ_JADDXF010000024.1_cds_WP_000861670.1_1560	25.349	430	427
WP_004462893.1	lcl|NZ_JADDXF010000024.1_cds_WP_000861670.1_1560	25.349	430	427
WP_004477915.1	lcl|NZ_JADDXF010000004.1_cds_WP_002175471.1_2993	28.634	227	587
WP_004477915.1	lcl|NZ_JADDXF010000014.1_cds_IQB77_RS09655_487	26.224	286	587
WP_004477915.1	lcl|NZ_JADDXF010000596.1_cds_IQB77_RS22045_3503	26.036	169	587
WP_004477915.1	lcl|NZ_JADDXF010000010.1_cds_WP_000721854.1_125	33.333	66	587
WP_004477915.1	lcl|NZ_JADDXF010000004.1_cds_WP_002175471.1_2993	28.634	227	587
WP_004477915.1	lcl|NZ_JADDXF010000014.1_cds_IQB77_RS09655_487	26.224	286	587
WP_004477915.1	lcl|NZ_JADDXF010000596.1_cds_IQB77_RS22045_3503	26.036	169	587
WP_004477915.1	lcl|NZ_JADDXF010000010.1_cds_WP_000721854.1_125	33.333	66	587
WP_004477915.1	lcl|NZ_JADDXF010000004.1_cds_WP_002175471.1_2993	28.634	227	587
WP_004477915.1	lcl|NZ_JADDXF010000014.1_cds_IQB77_RS09655_487	26.224	286	587
WP_004477915.1	lcl|NZ_JADDXF010000596.1_cds_IQB77_RS22045_3503	26.036	169	587
WP_004477915.1	lcl|NZ_JADDXF010000010.1_cds_WP_000721854.1_125	33.333	66	587
WP_004491540.1	lcl|NZ_JADDXF010000018.1_cds_WP_000282882.1_800	38.679	106	224
