WP_004462903.1	lcl|NZ_JADDWX010000021.1_cds_WP_002725873.1_921	95.402	87	106
WP_004462901.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669917.1_922	90.446	314	318
WP_004462901.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669955.1_1068	21.379	290	318
WP_004462901.1	lcl|NZ_JADDWX010000067.1_cds_WP_011671202.1_2609	22.936	327	318
WP_004462901.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669957.1_1066	25.789	190	318
WP_004462901.1	lcl|NZ_JADDWX010000024.1_cds_WP_011669973.1_1042	22.867	293	318
WP_004462901.1	lcl|NZ_JADDWX010000071.1_cds_WP_011670961.1_2771	23.397	312	318
WP_004462901.1	lcl|NZ_JADDWX010000091.1_cds_WP_011670813.1_3137	23.392	171	318
WP_016551805.1	lcl|NZ_JADDWX010000060.1_cds_WP_011669421.1_2491	36.685	368	592
WP_016551805.1	lcl|NZ_JADDWX010000002.1_cds_WP_011669275.1_1281	32.741	394	592
WP_016551805.1	lcl|NZ_JADDWX010000040.1_cds_WP_011671171.1_1810	31.552	393	592
WP_016551805.1	lcl|NZ_JADDWX010000021.1_cds_WP_011669933.1_948	33.061	245	592
WP_016551805.1	lcl|NZ_JADDWX010000010.1_cds_WP_011670593.1_106	28.378	222	592
WP_016551805.1	lcl|NZ_JADDWX010000013.1_cds_WP_011670503.1_336	31.579	209	592
WP_016551805.1	lcl|NZ_JADDWX010000004.1_cds_WP_011670774.1_2135	26.106	226	592
WP_016551805.1	lcl|NZ_JADDWX010000004.1_cds_WP_011670766.1_2145	32.895	228	592
WP_016551805.1	lcl|NZ_JADDWX010000001.1_cds_WP_002721914.1_827	28.241	216	592
WP_016551805.1	lcl|NZ_JADDWX010000028.1_cds_WP_011669511.1_1234	29.185	233	592
WP_016551805.1	lcl|NZ_JADDWX010000001.1_cds_WP_011670085.1_776	29.279	222	592
WP_016551805.1	lcl|NZ_JADDWX010000036.1_cds_WP_307898175.1_1613	30.688	189	592
WP_016551805.1	lcl|NZ_JADDWX010000015.1_cds_WP_002724285.1_480	30.000	220	592
WP_016551805.1	lcl|NZ_JADDWX010000016.1_cds_WP_011670265.1_528	25.962	208	592
WP_016551805.1	lcl|NZ_JADDWX010000001.1_cds_WP_011670070.1_795	29.767	215	592
WP_016551805.1	lcl|NZ_JADDWX010000015.1_cds_WP_002724311.1_479	25.681	257	592
WP_016551805.1	lcl|NZ_JADDWX010000010.1_cds_WP_002725984.1_79	24.336	226	592
WP_016551805.1	lcl|NZ_JADDWX010000065.1_cds_WP_011670431.1_2578	27.869	244	592
WP_016551805.1	lcl|NZ_JADDWX010000065.1_cds_WP_011670431.1_2578	25.683	183	592
WP_016551805.1	lcl|NZ_JADDWX010000019.1_cds_WP_011669577.1_707	23.047	256	592
WP_016551805.1	lcl|NZ_JADDWX010000019.1_cds_WP_011669577.1_707	28.025	157	592
WP_016551805.1	lcl|NZ_JADDWX010000002.1_cds_WP_011669346.1_1369	28.421	190	592
WP_016551805.1	lcl|NZ_JADDWX010000004.1_cds_WP_011670779.1_2128	25.941	239	592
