WP_004462903.1	lcl|NZ_JQOY01000020.1_cds_WP_000340715.1_812	95.402	87	106
WP_004462901.1	lcl|NZ_JQOY01000020.1_cds_WP_000410273.1_811	92.581	310	318
WP_004462901.1	lcl|NZ_JQOY01000001.1_cds_WP_000744700.1_44	24.771	327	318
WP_004462901.1	lcl|NZ_JQOY01000020.1_cds_WP_000646256.1_808	26.667	270	318
WP_004462901.1	lcl|NZ_JQOY01000020.1_cds_WP_000093099.1_792	53.968	63	318
WP_004462901.1	lcl|NZ_JQOY01000020.1_cds_WP_000600889.1_783	23.118	186	318
WP_004462901.1	lcl|NZ_JQOY01000020.1_cds_WP_000723092.1_730	23.288	292	318
WP_004462901.1	lcl|NZ_JQOY01000012.1_cds_WP_001984071.1_449	21.678	286	318
WP_004462901.1	lcl|NZ_JQOY01000020.1_cds_WP_001067556.1_805	24.012	329	318
WP_016551805.1	lcl|NZ_JQOY01000106.1_cds_WP_000667645.1_2932	33.249	394	592
WP_016551805.1	lcl|NZ_JQOY01000187.1_cds_WP_000172203.1_3709	36.043	369	592
WP_016551805.1	lcl|NZ_JQOY01000023.1_cds_WP_000828456.1_963	30.612	392	592
WP_016551805.1	lcl|NZ_JQOY01000020.1_cds_WP_000834715.1_789	31.688	385	592
WP_016551805.1	lcl|NZ_JQOY01000073.1_cds_WP_000510777.1_2295	29.358	218	592
WP_016551805.1	lcl|NZ_JQOY01000083.1_cds_WP_001161020.1_2498	30.045	223	592
WP_016551805.1	lcl|NZ_JQOY01000014.1_cds_JH09_RS02695_525	25.514	243	592
WP_016551805.1	lcl|NZ_JQOY01000116.1_cds_WP_000942282.1_3103	30.043	233	592
WP_016551805.1	lcl|NZ_JQOY01000054.1_cds_WP_000619172.1_1775	27.490	251	592
WP_016551805.1	lcl|NZ_JQOY01000062.1_cds_WP_001982953.1_1966	26.050	238	592
WP_016551805.1	lcl|NZ_JQOY01000185.1_cds_WP_001141162.1_3699	30.317	221	592
WP_016551805.1	lcl|NZ_JQOY01000043.1_cds_WP_000666552.1_1476	26.923	234	592
WP_016551805.1	lcl|NZ_JQOY01000054.1_cds_WP_000127309.1_1774	28.750	240	592
WP_016551805.1	lcl|NZ_JQOY01000027.1_cds_WP_000184524.1_1042	28.311	219	592
WP_016551805.1	lcl|NZ_JQOY01000043.1_cds_WP_000433117.1_1424	27.778	216	592
WP_016551805.1	lcl|NZ_JQOY01000050.1_cds_WP_000047473.1_1713	25.481	208	592
WP_016551805.1	lcl|NZ_JQOY01000043.1_cds_WP_061227325.1_1456	26.809	235	592
WP_016551805.1	lcl|NZ_JQOY01000021.1_cds_WP_000052667.1_816	26.638	229	592
WP_016551805.1	lcl|NZ_JQOY01000065.1_cds_WP_000651460.1_2046	26.908	249	592
WP_016551805.1	lcl|NZ_JQOY01000084.1_cds_WP_000603361.1_2506	23.009	226	592
WP_016551805.1	lcl|NZ_JQOY01000039.1_cds_WP_001288326.1_1298	28.151	238	592
WP_016551805.1	lcl|NZ_JQOY01000078.1_cds_WP_000590871.1_2420	22.314	242	592
WP_016551805.1	lcl|NZ_JQOY01000078.1_cds_WP_000590871.1_2420	26.415	159	592
WP_016551805.1	lcl|NZ_JQOY01000150.1_cds_WP_000054169.1_3479	26.866	201	592
WP_016551805.1	lcl|NZ_JQOY01000035.1_cds_WP_001049207.1_1237	27.049	244	592
WP_016551805.1	lcl|NZ_JQOY01000035.1_cds_WP_001049207.1_1237	24.891	229	592
WP_016551805.1	lcl|NZ_JQOY01000188.1_cds_WP_000626143.1_3715	27.885	208	592
WP_016551805.1	lcl|NZ_JQOY01000188.1_cds_WP_000626143.1_3715	23.596	178	592
WP_016551805.1	lcl|NZ_JQOY01000019.1_cds_WP_000481723.1_709	24.786	234	592
WP_016551805.1	lcl|NZ_JQOY01000072.1_cds_WP_000136057.1_2283	26.316	228	592
WP_016551805.1	lcl|NZ_JQOY01000106.1_cds_WP_000667645.1_2932	33.249	394	592
WP_016551805.1	lcl|NZ_JQOY01000187.1_cds_WP_000172203.1_3709	36.043	369	592
WP_016551805.1	lcl|NZ_JQOY01000023.1_cds_WP_000828456.1_963	30.612	392	592
WP_016551805.1	lcl|NZ_JQOY01000020.1_cds_WP_000834715.1_789	31.688	385	592
WP_016551805.1	lcl|NZ_JQOY01000073.1_cds_WP_000510777.1_2295	29.358	218	592
WP_016551805.1	lcl|NZ_JQOY01000083.1_cds_WP_001161020.1_2498	30.045	223	592
WP_016551805.1	lcl|NZ_JQOY01000014.1_cds_JH09_RS02695_525	25.514	243	592
WP_016551805.1	lcl|NZ_JQOY01000116.1_cds_WP_000942282.1_3103	30.043	233	592
WP_016551805.1	lcl|NZ_JQOY01000054.1_cds_WP_000619172.1_1775	27.490	251	592
WP_016551805.1	lcl|NZ_JQOY01000062.1_cds_WP_001982953.1_1966	26.050	238	592
WP_016551805.1	lcl|NZ_JQOY01000185.1_cds_WP_001141162.1_3699	30.317	221	592
WP_016551805.1	lcl|NZ_JQOY01000043.1_cds_WP_000666552.1_1476	26.923	234	592
WP_016551805.1	lcl|NZ_JQOY01000054.1_cds_WP_000127309.1_1774	28.750	240	592
WP_016551805.1	lcl|NZ_JQOY01000027.1_cds_WP_000184524.1_1042	28.311	219	592
WP_016551805.1	lcl|NZ_JQOY01000043.1_cds_WP_000433117.1_1424	27.778	216	592
WP_016551805.1	lcl|NZ_JQOY01000050.1_cds_WP_000047473.1_1713	25.481	208	592
WP_016551805.1	lcl|NZ_JQOY01000043.1_cds_WP_061227325.1_1456	26.809	235	592
WP_016551805.1	lcl|NZ_JQOY01000021.1_cds_WP_000052667.1_816	26.638	229	592
WP_016551805.1	lcl|NZ_JQOY01000065.1_cds_WP_000651460.1_2046	26.908	249	592
WP_016551805.1	lcl|NZ_JQOY01000084.1_cds_WP_000603361.1_2506	23.009	226	592
WP_016551805.1	lcl|NZ_JQOY01000039.1_cds_WP_001288326.1_1298	28.151	238	592
WP_016551805.1	lcl|NZ_JQOY01000078.1_cds_WP_000590871.1_2420	22.314	242	592
WP_016551805.1	lcl|NZ_JQOY01000078.1_cds_WP_000590871.1_2420	26.415	159	592
WP_016551805.1	lcl|NZ_JQOY01000150.1_cds_WP_000054169.1_3479	26.866	201	592
WP_016551805.1	lcl|NZ_JQOY01000035.1_cds_WP_001049207.1_1237	27.049	244	592
