WP_004462903.1	lcl|NZ_RQHD01000007.1_cds_WP_135576183.1_3020	64.103	78	106
WP_004462901.1	lcl|NZ_RQHD01000007.1_cds_WP_135737733.1_3019	80.000	315	318
WP_004462901.1	lcl|NZ_RQHD01000003.1_cds_WP_135576905.1_388	23.926	326	318
WP_004462901.1	lcl|NZ_RQHD01000007.1_cds_WP_135737736.1_3015	23.077	195	318
WP_004462901.1	lcl|NZ_RQHD01000003.1_cds_WP_135736992.1_961	22.910	323	318
WP_004462901.1	lcl|NZ_RQHD01000011.1_cds_WP_012476594.1_2808	25.146	171	318
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736780.1_1416	34.190	389	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135577291.1_678	33.333	426	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736989.1_967	35.463	313	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135737166.1_614	39.149	235	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736987.1_969	28.169	355	592
WP_016551805.1	lcl|NZ_RQHD01000008.1_cds_WP_135737910.1_3286	28.176	433	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736626.1_1733	31.651	218	592
WP_016551805.1	lcl|NZ_RQHD01000012.1_cds_WP_135738061.1_2681	29.245	212	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135575225.1_2395	29.358	218	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_233440954.1_940	29.493	217	592
WP_016551805.1	lcl|NZ_RQHD01000012.1_cds_WP_135579585.1_2598	27.004	237	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_012387529.1_1091	28.358	201	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_246843668.1_198	31.401	207	592
WP_016551805.1	lcl|NZ_RQHD01000015.1_cds_WP_135736304.1_3533	28.821	229	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135737030.1_875	29.075	227	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736428.1_2156	29.630	216	592
WP_016551805.1	lcl|NZ_RQHD01000012.1_cds_WP_135579493.1_2521	25.893	224	592
WP_016551805.1	lcl|NZ_RQHD01000007.1_cds_WP_135737735.1_3016	28.079	203	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135737464.1_31	24.348	230	592
WP_016551805.1	lcl|NZ_RQHD01000001.1_cds_WP_135737776.1_3446	28.226	248	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_041769999.1_2183	25.676	222	592
WP_016551805.1	lcl|NZ_RQHD01000012.1_cds_WP_135738056.1_2673	30.882	204	592
WP_016551805.1	lcl|NZ_RQHD01000001.1_cds_WP_135737764.1_3472	24.771	218	592
WP_016551805.1	lcl|NZ_RQHD01000012.1_cds_WP_135579491.1_2520	24.797	246	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736975.1_988	26.991	226	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135578371.1_1499	25.248	202	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736999.1_939	28.821	229	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_012388483.1_2029	25.962	208	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135736821.1_1329	27.753	227	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_012476221.1_1793	26.882	186	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135737061.1_818	26.126	222	592
WP_016551805.1	lcl|NZ_RQHD01000008.1_cds_WP_012389374.1_3141	28.426	197	592
WP_016551805.1	lcl|NZ_RQHD01000015.1_cds_WP_135736286.1_3500	26.050	238	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135578119.1_1286	26.923	208	592
WP_016551805.1	lcl|NZ_RQHD01000003.1_cds_WP_135578119.1_1286	27.869	183	592
