WP_004462903.1	lcl|NZ_JQOX01000022.1_cds_WP_000340715.1_556	95.402	87	106
WP_004462901.1	lcl|NZ_JQOX01000022.1_cds_WP_000410273.1_557	92.581	310	318
WP_004462901.1	lcl|NZ_JQOX01000010.1_cds_WP_000744700.1_269	24.771	327	318
WP_004462901.1	lcl|NZ_JQOX01000022.1_cds_WP_000646256.1_560	26.667	270	318
WP_004462901.1	lcl|NZ_JQOX01000022.1_cds_WP_000093099.1_577	53.968	63	318
WP_004462901.1	lcl|NZ_JQOX01000022.1_cds_WP_000600889.1_586	23.118	186	318
WP_004462901.1	lcl|NZ_JQOX01000022.1_cds_WP_000723092.1_640	23.288	292	318
WP_004462901.1	lcl|NZ_JQOX01000023.1_cds_WP_001984071.1_674	21.678	286	318
WP_004462901.1	lcl|NZ_JQOX01000022.1_cds_WP_001067556.1_563	24.012	329	318
WP_016551805.1	lcl|NZ_JQOX01000071.1_cds_WP_000667645.1_2086	33.249	394	592
WP_016551805.1	lcl|NZ_JQOX01000112.1_cds_WP_000172203.1_2934	36.043	369	592
WP_016551805.1	lcl|NZ_JQOX01000030.1_cds_WP_000828456.1_843	30.612	392	592
WP_016551805.1	lcl|NZ_JQOX01000022.1_cds_WP_000834715.1_580	31.688	385	592
WP_016551805.1	lcl|NZ_JQOX01000177.1_cds_WP_000510777.1_3661	29.358	218	592
WP_016551805.1	lcl|NZ_JQOX01000104.1_cds_WP_001161020.1_2718	30.045	223	592
WP_016551805.1	lcl|NZ_JQOX01000049.1_cds_JH08_RS21490_1411	25.514	243	592
WP_016551805.1	lcl|NZ_JQOX01000021.1_cds_WP_000942282.1_546	30.043	233	592
WP_016551805.1	lcl|NZ_JQOX01000100.1_cds_WP_000619172.1_2630	27.490	251	592
WP_016551805.1	lcl|NZ_JQOX01000056.1_cds_WP_001982953.1_1624	26.050	238	592
WP_016551805.1	lcl|NZ_JQOX01000004.1_cds_WP_001141162.1_121	30.317	221	592
WP_016551805.1	lcl|NZ_JQOX01000014.1_cds_WP_000666552.1_384	26.923	234	592
WP_016551805.1	lcl|NZ_JQOX01000100.1_cds_WP_000127309.1_2631	28.750	240	592
WP_016551805.1	lcl|NZ_JQOX01000027.1_cds_WP_000184524.1_785	28.311	219	592
WP_016551805.1	lcl|NZ_JQOX01000014.1_cds_WP_000433117.1_436	27.778	216	592
WP_016551805.1	lcl|NZ_JQOX01000109.1_cds_WP_000047473.1_2821	25.481	208	592
WP_016551805.1	lcl|NZ_JQOX01000014.1_cds_WP_061227325.1_404	26.809	235	592
WP_016551805.1	lcl|NZ_JQOX01000050.1_cds_WP_000052667.1_1470	26.638	229	592
WP_016551805.1	lcl|NZ_JQOX01000075.1_cds_WP_000651460.1_2165	26.908	249	592
WP_016551805.1	lcl|NZ_JQOX01000157.1_cds_WP_000603361.1_3533	23.009	226	592
WP_016551805.1	lcl|NZ_JQOX01000043.1_cds_WP_001288326.1_1318	28.151	238	592
WP_016551805.1	lcl|NZ_JQOX01000137.1_cds_WP_000590871.1_3311	22.314	242	592
WP_016551805.1	lcl|NZ_JQOX01000137.1_cds_WP_000590871.1_3311	26.415	159	592
WP_016551805.1	lcl|NZ_JQOX01000120.1_cds_WP_000054169.1_3104	26.866	201	592
WP_016551805.1	lcl|NZ_JQOX01000032.1_cds_WP_001049207.1_988	27.049	244	592
WP_016551805.1	lcl|NZ_JQOX01000032.1_cds_WP_001049207.1_988	24.891	229	592
WP_016551805.1	lcl|NZ_JQOX01000182.1_cds_WP_000626143.1_3681	27.885	208	592
WP_016551805.1	lcl|NZ_JQOX01000182.1_cds_WP_000626143.1_3681	23.596	178	592
WP_016551805.1	lcl|NZ_JQOX01000058.1_cds_WP_000481723.1_1691	24.786	234	592
WP_016551805.1	lcl|NZ_JQOX01000098.1_cds_WP_000136057.1_2573	26.316	228	592
