WP_004462903.1	lcl|NZ_RQFD01000015.1_cds_WP_135594790.1_2675	62.821	78	106
WP_004462901.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	80.968	310	318
WP_004462901.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	23.926	326	318
WP_004462901.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	23.214	280	318
WP_004462901.1	lcl|NZ_RQFD01000015.1_cds_WP_135754281.1_2620	22.549	306	318
WP_004462901.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	24.062	320	318
WP_004462901.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	25.269	186	318
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_167881980.1_2672	32.228	543	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135741237.1_1444	34.190	389	592
WP_016551805.1	lcl|NZ_RQFD01000013.1_cds_WP_135740247.1_3364	33.255	424	592
WP_016551805.1	lcl|NZ_RQFD01000008.1_cds_WP_135753581.1_2825	36.806	288	592
WP_016551805.1	lcl|NZ_RQFD01000013.1_cds_WP_135753924.1_3427	37.234	282	592
WP_016551805.1	lcl|NZ_RQFD01000008.1_cds_WP_135753580.1_2823	32.000	250	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135752919.1_11	30.220	364	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135741548.1_1794	30.275	218	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135753079.1_292	29.048	210	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135753125.1_384	27.426	237	592
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_135742140.1_2473	29.358	218	592
WP_016551805.1	lcl|NZ_RQFD01000001.1_cds_WP_135752867.1_3575	28.959	221	592
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_135754247.1_2537	30.909	220	592
WP_016551805.1	lcl|NZ_RQFD01000008.1_cds_WP_135740827.1_2850	30.455	220	592
WP_016551805.1	lcl|NZ_RQFD01000008.1_cds_WP_135740414.1_2916	28.634	227	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135754447.1_1104	28.856	201	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135740568.1_461	26.339	224	592
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_135742477.1_2259	25.225	222	592
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_135754092.1_2232	28.704	216	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135742946.1_159	28.155	206	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135753231.1_567	23.830	235	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135753084.1_300	28.365	208	592
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_135742175.1_2511	25.229	218	592
WP_016551805.1	lcl|NZ_RQFD01000003.1_cds_WP_135641489.1_462	24.797	246	592
WP_016551805.1	lcl|NZ_RQFD01000015.1_cds_WP_135741791.1_2102	26.106	226	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135754837.1_1845	25.888	197	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135754667.1_1529	25.455	220	592
WP_016551805.1	lcl|NZ_RQFD01000008.1_cds_WP_135753658.1_2974	25.893	224	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135754580.1_1356	29.327	208	592
WP_016551805.1	lcl|NZ_RQFD01000008.1_cds_WP_135753593.1_2851	27.948	229	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135754551.1_1305	26.699	206	592
WP_016551805.1	lcl|NZ_RQFD01000016.1_cds_WP_135754551.1_1305	46.341	41	592
