WP_004462903.1	lcl|NZ_JADDXA010000021.1_cds_WP_002725873.1_1021	95.402	87	106
WP_004462901.1	lcl|NZ_JADDXA010000021.1_cds_WP_011669917.1_1022	90.446	314	318
WP_004462901.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669955.1_2464	21.379	290	318
WP_004462901.1	lcl|NZ_JADDXA010000071.1_cds_WP_011671202.1_2890	22.936	327	318
WP_004462901.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669957.1_2462	25.789	190	318
WP_004462901.1	lcl|NZ_JADDXA010000060.1_cds_WP_011669973.1_2612	22.867	293	318
WP_004462901.1	lcl|NZ_JADDXA010000035.1_cds_WP_011670961.1_1652	23.397	312	318
WP_004462901.1	lcl|NZ_JADDXA010000092.1_cds_WP_011670813.1_3307	23.392	171	318
WP_016551805.1	lcl|NZ_JADDXA010000063.1_cds_WP_011669421.1_2674	36.685	368	592
WP_016551805.1	lcl|NZ_JADDXA010000015.1_cds_WP_011669275.1_543	32.741	394	592
WP_016551805.1	lcl|NZ_JADDXA010000042.1_cds_WP_011671171.1_1966	31.552	393	592
WP_016551805.1	lcl|NZ_JADDXA010000021.1_cds_WP_011669933.1_1048	33.061	245	592
WP_016551805.1	lcl|NZ_JADDXA010000010.1_cds_WP_011670593.1_118	28.378	222	592
WP_016551805.1	lcl|NZ_JADDXA010000013.1_cds_WP_011670503.1_373	31.579	209	592
WP_016551805.1	lcl|NZ_JADDXA010000004.1_cds_WP_011670774.1_2235	26.106	226	592
WP_016551805.1	lcl|NZ_JADDXA010000004.1_cds_WP_011670766.1_2245	32.895	228	592
WP_016551805.1	lcl|NZ_JADDXA010000001.1_cds_WP_002721914.1_835	28.241	216	592
WP_016551805.1	lcl|NZ_JADDXA010000029.1_cds_WP_011669511.1_1341	29.185	233	592
WP_016551805.1	lcl|NZ_JADDXA010000001.1_cds_WP_011670085.1_886	29.279	222	592
WP_016551805.1	lcl|NZ_JADDXA010000022.1_cds_WP_307898175.1_1093	30.688	189	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002724285.1_3072	30.000	220	592
WP_016551805.1	lcl|NZ_JADDXA010000017.1_cds_WP_011670265.1_644	25.962	208	592
WP_016551805.1	lcl|NZ_JADDXA010000001.1_cds_WP_011670070.1_867	29.767	215	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002724311.1_3071	25.681	257	592
WP_016551805.1	lcl|NZ_JADDXA010000010.1_cds_WP_002725984.1_91	24.336	226	592
WP_016551805.1	lcl|NZ_JADDXA010000067.1_cds_WP_011670431.1_2744	27.869	244	592
WP_016551805.1	lcl|NZ_JADDXA010000067.1_cds_WP_011670431.1_2744	25.683	183	592
WP_016551805.1	lcl|NZ_JADDXA010000019.1_cds_WP_011669577.1_771	23.047	256	592
WP_016551805.1	lcl|NZ_JADDXA010000019.1_cds_WP_011669577.1_771	28.025	157	592
WP_016551805.1	lcl|NZ_JADDXA010000009.1_cds_WP_011669346.1_3415	28.421	190	592
WP_016551805.1	lcl|NZ_JADDXA010000004.1_cds_WP_011670779.1_2228	25.941	239	592
WP_016551805.1	lcl|NZ_JADDXA010000097.1_cds_WP_011669271.1_3360	24.790	238	592
WP_016551805.1	lcl|NZ_JADDXA010000081.1_cds_IP949_RS15145_3119	31.731	104	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002759225.1_3029	27.404	208	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002759225.1_3029	23.118	186	592
WP_016551805.1	lcl|NZ_JADDXA010000006.1_cds_WP_011670548.1_2829	22.816	206	592
WP_016551805.1	lcl|NZ_JADDXA010000019.1_cds_WP_011669571.1_780	26.754	228	592
WP_016551805.1	lcl|NZ_JADDXA010000063.1_cds_WP_011669421.1_2674	36.685	368	592
WP_016551805.1	lcl|NZ_JADDXA010000015.1_cds_WP_011669275.1_543	32.741	394	592
WP_016551805.1	lcl|NZ_JADDXA010000042.1_cds_WP_011671171.1_1966	31.552	393	592
WP_016551805.1	lcl|NZ_JADDXA010000021.1_cds_WP_011669933.1_1048	33.061	245	592
WP_016551805.1	lcl|NZ_JADDXA010000010.1_cds_WP_011670593.1_118	28.378	222	592
WP_016551805.1	lcl|NZ_JADDXA010000013.1_cds_WP_011670503.1_373	31.579	209	592
WP_016551805.1	lcl|NZ_JADDXA010000004.1_cds_WP_011670774.1_2235	26.106	226	592
WP_016551805.1	lcl|NZ_JADDXA010000004.1_cds_WP_011670766.1_2245	32.895	228	592
WP_016551805.1	lcl|NZ_JADDXA010000001.1_cds_WP_002721914.1_835	28.241	216	592
WP_016551805.1	lcl|NZ_JADDXA010000029.1_cds_WP_011669511.1_1341	29.185	233	592
WP_016551805.1	lcl|NZ_JADDXA010000001.1_cds_WP_011670085.1_886	29.279	222	592
WP_016551805.1	lcl|NZ_JADDXA010000022.1_cds_WP_307898175.1_1093	30.688	189	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002724285.1_3072	30.000	220	592
WP_016551805.1	lcl|NZ_JADDXA010000017.1_cds_WP_011670265.1_644	25.962	208	592
WP_016551805.1	lcl|NZ_JADDXA010000001.1_cds_WP_011670070.1_867	29.767	215	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002724311.1_3071	25.681	257	592
WP_016551805.1	lcl|NZ_JADDXA010000010.1_cds_WP_002725984.1_91	24.336	226	592
WP_016551805.1	lcl|NZ_JADDXA010000067.1_cds_WP_011670431.1_2744	27.869	244	592
WP_016551805.1	lcl|NZ_JADDXA010000067.1_cds_WP_011670431.1_2744	25.683	183	592
WP_016551805.1	lcl|NZ_JADDXA010000019.1_cds_WP_011669577.1_771	23.047	256	592
WP_016551805.1	lcl|NZ_JADDXA010000019.1_cds_WP_011669577.1_771	28.025	157	592
WP_016551805.1	lcl|NZ_JADDXA010000009.1_cds_WP_011669346.1_3415	28.421	190	592
WP_016551805.1	lcl|NZ_JADDXA010000004.1_cds_WP_011670779.1_2228	25.941	239	592
WP_016551805.1	lcl|NZ_JADDXA010000097.1_cds_WP_011669271.1_3360	24.790	238	592
WP_016551805.1	lcl|NZ_JADDXA010000081.1_cds_IP949_RS15145_3119	31.731	104	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002759225.1_3029	27.404	208	592
WP_016551805.1	lcl|NZ_JADDXA010000007.1_cds_WP_002759225.1_3029	23.118	186	592
WP_016551805.1	lcl|NZ_JADDXA010000006.1_cds_WP_011670548.1_2829	22.816	206	592
WP_016551805.1	lcl|NZ_JADDXA010000019.1_cds_WP_011669571.1_780	26.754	228	592
WP_004462894.1	lcl|NZ_JADDXA010000060.1_cds_WP_011669973.1_2612	26.629	353	342
WP_004462894.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669955.1_2464	25.568	352	342
