WP_004462903.1	lcl|NZ_JADHZW010000048.1_cds_WP_000340715.1_2745	95.402	87	106
WP_004462901.1	lcl|NZ_JADHZW010000048.1_cds_WP_000410266.1_2746	91.935	310	318
WP_004462901.1	lcl|NZ_JADHZW010000017.1_cds_WP_000744698.1_763	24.771	327	318
WP_004462901.1	lcl|NZ_JADHZW010000048.1_cds_WP_000646254.1_2749	26.667	270	318
WP_004462901.1	lcl|NZ_JADHZW010000021.1_cds_WP_000723091.1_1245	23.711	291	318
WP_004462901.1	lcl|NZ_JADHZW010000019.1_cds_WP_002072074.1_942	22.800	250	318
WP_004462901.1	lcl|NZ_JADHZW010000048.1_cds_WP_001067557.1_2752	24.012	329	318
WP_016551805.1	lcl|NZ_JADHZW010000028.1_cds_WP_002072224.1_1676	52.614	593	592
WP_016551805.1	lcl|NZ_JADHZW010000009.1_cds_WP_000667646.1_3897	33.249	394	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_000172209.1_1946	36.043	369	592
WP_016551805.1	lcl|NZ_JADHZW010000041.1_cds_WP_000828456.1_2569	30.612	392	592
WP_016551805.1	lcl|NZ_JADHZW010000002.1_cds_WP_000510770.1_1785	29.358	218	592
WP_016551805.1	lcl|NZ_JADHZW010000002.1_cds_WP_001161019.1_1885	31.100	209	592
WP_016551805.1	lcl|NZ_JADHZW010000003.1_cds_WP_001052496.1_2445	25.514	243	592
WP_016551805.1	lcl|NZ_JADHZW010000003.1_cds_WP_000619182.1_2400	27.888	251	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_002071818.1_1960	29.614	233	592
WP_016551805.1	lcl|NZ_JADHZW010000006.1_cds_WP_001982953.1_3407	26.050	238	592
WP_016551805.1	lcl|NZ_JADHZW010000010.1_cds_WP_001141162.1_112	30.317	221	592
WP_016551805.1	lcl|NZ_JADHZW010000005.1_cds_WP_000666552.1_3203	26.923	234	592
WP_016551805.1	lcl|NZ_JADHZW010000003.1_cds_WP_000218832.1_2399	28.750	240	592
WP_016551805.1	lcl|NZ_JADHZW010000061.1_cds_WP_000184524.1_3310	28.311	219	592
WP_016551805.1	lcl|NZ_JADHZW010000005.1_cds_WP_000433117.1_3151	27.778	216	592
WP_016551805.1	lcl|NZ_JADHZW010000004.1_cds_WP_000047473.1_2823	25.481	208	592
WP_016551805.1	lcl|NZ_JADHZW010000005.1_cds_WP_001089503.1_3183	26.809	235	592
WP_016551805.1	lcl|NZ_JADHZW010000001.1_cds_WP_000052667.1_1058	26.638	229	592
WP_016551805.1	lcl|NZ_JADHZW010000021.1_cds_WP_000651462.1_1290	26.908	249	592
WP_016551805.1	lcl|NZ_JADHZW010000027.1_cds_WP_000603361.1_1642	23.009	226	592
WP_016551805.1	lcl|NZ_JADHZW010000049.1_cds_WP_001288322.1_2774	28.151	238	592
WP_016551805.1	lcl|NZ_JADHZW010000042.1_cds_WP_000590871.1_2584	22.314	242	592
WP_016551805.1	lcl|NZ_JADHZW010000042.1_cds_WP_000590871.1_2584	26.415	159	592
WP_016551805.1	lcl|NZ_JADHZW010000027.1_cds_WP_000054169.1_1659	26.866	201	592
WP_016551805.1	lcl|NZ_JADHZW010000015.1_cds_WP_001049212.1_580	27.049	244	592
WP_016551805.1	lcl|NZ_JADHZW010000015.1_cds_WP_001049212.1_580	25.328	229	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_000626143.1_1941	27.885	208	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_000626143.1_1941	23.596	178	592
WP_016551805.1	lcl|NZ_JADHZW010000036.1_cds_WP_000481721.1_2215	24.786	234	592
WP_016551805.1	lcl|NZ_JADHZW010000009.1_cds_WP_000136058.1_3847	26.087	230	592
WP_016551805.1	lcl|NZ_JADHZW010000028.1_cds_WP_002072224.1_1676	52.614	593	592
WP_016551805.1	lcl|NZ_JADHZW010000009.1_cds_WP_000667646.1_3897	33.249	394	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_000172209.1_1946	36.043	369	592
WP_016551805.1	lcl|NZ_JADHZW010000041.1_cds_WP_000828456.1_2569	30.612	392	592
WP_016551805.1	lcl|NZ_JADHZW010000002.1_cds_WP_000510770.1_1785	29.358	218	592
WP_016551805.1	lcl|NZ_JADHZW010000002.1_cds_WP_001161019.1_1885	31.100	209	592
WP_016551805.1	lcl|NZ_JADHZW010000003.1_cds_WP_001052496.1_2445	25.514	243	592
WP_016551805.1	lcl|NZ_JADHZW010000003.1_cds_WP_000619182.1_2400	27.888	251	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_002071818.1_1960	29.614	233	592
WP_016551805.1	lcl|NZ_JADHZW010000006.1_cds_WP_001982953.1_3407	26.050	238	592
WP_016551805.1	lcl|NZ_JADHZW010000010.1_cds_WP_001141162.1_112	30.317	221	592
WP_016551805.1	lcl|NZ_JADHZW010000005.1_cds_WP_000666552.1_3203	26.923	234	592
WP_016551805.1	lcl|NZ_JADHZW010000003.1_cds_WP_000218832.1_2399	28.750	240	592
WP_016551805.1	lcl|NZ_JADHZW010000061.1_cds_WP_000184524.1_3310	28.311	219	592
WP_016551805.1	lcl|NZ_JADHZW010000005.1_cds_WP_000433117.1_3151	27.778	216	592
WP_016551805.1	lcl|NZ_JADHZW010000004.1_cds_WP_000047473.1_2823	25.481	208	592
WP_016551805.1	lcl|NZ_JADHZW010000005.1_cds_WP_001089503.1_3183	26.809	235	592
WP_016551805.1	lcl|NZ_JADHZW010000001.1_cds_WP_000052667.1_1058	26.638	229	592
WP_016551805.1	lcl|NZ_JADHZW010000021.1_cds_WP_000651462.1_1290	26.908	249	592
WP_016551805.1	lcl|NZ_JADHZW010000027.1_cds_WP_000603361.1_1642	23.009	226	592
WP_016551805.1	lcl|NZ_JADHZW010000049.1_cds_WP_001288322.1_2774	28.151	238	592
WP_016551805.1	lcl|NZ_JADHZW010000042.1_cds_WP_000590871.1_2584	22.314	242	592
WP_016551805.1	lcl|NZ_JADHZW010000042.1_cds_WP_000590871.1_2584	26.415	159	592
WP_016551805.1	lcl|NZ_JADHZW010000027.1_cds_WP_000054169.1_1659	26.866	201	592
WP_016551805.1	lcl|NZ_JADHZW010000015.1_cds_WP_001049212.1_580	27.049	244	592
WP_016551805.1	lcl|NZ_JADHZW010000015.1_cds_WP_001049212.1_580	25.328	229	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_000626143.1_1941	27.885	208	592
WP_016551805.1	lcl|NZ_JADHZW010000030.1_cds_WP_000626143.1_1941	23.596	178	592
WP_016551805.1	lcl|NZ_JADHZW010000036.1_cds_WP_000481721.1_2215	24.786	234	592
WP_016551805.1	lcl|NZ_JADHZW010000009.1_cds_WP_000136058.1_3847	26.087	230	592
WP_004462894.1	lcl|NZ_JADHZW010000048.1_cds_WP_000646254.1_2749	31.503	346	342
WP_004462894.1	lcl|NZ_JADHZW010000021.1_cds_WP_000723091.1_1245	26.554	354	342
WP_004462894.1	lcl|NZ_JADHZW010000017.1_cds_WP_000744698.1_763	25.074	339	342
WP_004462894.1	lcl|NZ_JADHZW010000001.1_cds_WP_000649924.1_1089	25.378	331	342
WP_004462894.1	lcl|NZ_JADHZW010000019.1_cds_WP_002072074.1_942	25.098	255	342
WP_004462894.1	lcl|NZ_JADHZW010000048.1_cds_WP_001067557.1_2752	27.586	232	342
WP_004462894.1	lcl|NZ_JADHZW010000004.1_cds_WP_001074779.1_2889	25.726	241	342
WP_004462893.1	lcl|NZ_JADHZW010000027.1_cds_WP_000861670.1_1660	25.349	430	427
WP_004462893.1	lcl|NZ_JADHZW010000027.1_cds_WP_000861670.1_1660	25.349	430	427
WP_004462893.1	lcl|NZ_JADHZW010000027.1_cds_WP_000861670.1_1660	25.349	430	427
WP_004477915.1	lcl|NZ_JADHZW010000020.1_cds_WP_002175471.1_1212	28.634	227	587
WP_004477915.1	lcl|NZ_JADHZW010000016.1_cds_WP_000421042.1_641	26.224	286	587
WP_004477915.1	lcl|NZ_JADHZW010000009.1_cds_WP_000721854.1_3853	33.333	66	587
WP_004477915.1	lcl|NZ_JADHZW010000020.1_cds_WP_002175471.1_1212	28.634	227	587
