WP_004462903.1	lcl|NZ_JASEXG010000002.1_cds_WP_004462903.1_314	100.000	87	106
WP_004462901.1	lcl|NZ_JASEXG010000002.1_cds_WP_004472299.1_313	99.685	317	318
WP_004462901.1	lcl|NZ_JASEXG010000011.1_cds_WP_004471108.1_1761	25.617	324	318
WP_004462901.1	lcl|NZ_JASEXG010000002.1_cds_WP_282967932.1_310	28.044	271	318
WP_004462901.1	lcl|NZ_JASEXG010000025.1_cds_WP_004465060.1_2918	22.867	293	318
WP_004462901.1	lcl|NZ_JASEXG010000003.1_cds_WP_004461234.1_517	22.420	281	318
WP_004462901.1	lcl|NZ_JASEXG010000002.1_cds_WP_282968181.1_283	23.616	271	318
WP_016551805.1	lcl|NZ_JASEXG010000035.1_cds_WP_004467560.1_3299	33.503	394	592
WP_016551805.1	lcl|NZ_JASEXG010000031.1_cds_WP_004457781.1_3194	36.170	376	592
WP_016551805.1	lcl|NZ_JASEXG010000002.1_cds_WP_282968183.1_279	31.034	377	592
WP_016551805.1	lcl|NZ_JASEXG010000004.1_cds_WP_282967674.1_698	31.378	392	592
WP_016551805.1	lcl|NZ_JASEXG010000026.1_cds_WP_004461439.1_2966	29.279	222	592
WP_016551805.1	lcl|NZ_JASEXG010000006.1_cds_WP_004464005.1_1141	31.100	209	592
WP_016551805.1	lcl|NZ_JASEXG010000039.1_cds_WP_004467144.1_3387	24.790	238	592
WP_016551805.1	lcl|NZ_JASEXG010000006.1_cds_WP_004464119.1_1059	30.851	188	592
WP_016551805.1	lcl|NZ_JASEXG010000007.1_cds_WP_282964797.1_1186	29.046	241	592
WP_016551805.1	lcl|NZ_JASEXG010000008.1_cds_WP_004466497.1_1366	25.847	236	592
WP_016551805.1	lcl|NZ_JASEXG010000013.1_cds_WP_004467557.1_1989	31.050	219	592
WP_016551805.1	lcl|NZ_JASEXG010000005.1_cds_WP_004460086.1_836	27.004	237	592
WP_016551805.1	lcl|NZ_JASEXG010000005.1_cds_WP_061205418.1_869	29.767	215	592
WP_016551805.1	lcl|NZ_JASEXG010000008.1_cds_WP_004466635.1_1345	29.386	228	592
WP_016551805.1	lcl|NZ_JASEXG010000015.1_cds_WP_282967938.1_2166	25.481	208	592
WP_016551805.1	lcl|NZ_JASEXG010000005.1_cds_WP_004470658.1_888	27.928	222	592
WP_016551805.1	lcl|NZ_JASEXG010000013.1_cds_WP_004467532.1_1988	27.126	247	592
WP_016551805.1	lcl|NZ_JASEXG010000029.1_cds_WP_004466161.1_3123	24.779	226	592
WP_016551805.1	lcl|NZ_JASEXG010000003.1_cds_WP_004467270.1_594	28.230	209	592
WP_016551805.1	lcl|NZ_JASEXG010000032.1_cds_WP_004461802.1_3230	22.807	228	592
WP_016551805.1	lcl|NZ_JASEXG010000032.1_cds_WP_004461802.1_3230	27.044	159	592
WP_016551805.1	lcl|NZ_JASEXG010000008.1_cds_WP_004466296.1_1373	26.471	238	592
WP_016551805.1	lcl|NZ_JASEXG010000017.1_cds_WP_282965970.1_2378	25.203	246	592
WP_016551805.1	lcl|NZ_JASEXG010000013.1_cds_WP_004467533.1_1887	26.271	236	592
WP_016551805.1	lcl|NZ_JASEXG010000012.1_cds_WP_061205548.1_1804	25.911	247	592
WP_016551805.1	lcl|NZ_JASEXG010000012.1_cds_WP_061205548.1_1804	28.492	179	592
WP_016551805.1	lcl|NZ_JASEXG010000002.1_cds_WP_004487067.1_418	24.444	225	592
WP_016551805.1	lcl|NZ_JASEXG010000004.1_cds_WP_004459333.1_738	27.885	208	592
WP_016551805.1	lcl|NZ_JASEXG010000004.1_cds_WP_004459333.1_738	22.581	186	592
WP_016551805.1	lcl|NZ_JASEXG010000032.1_cds_WP_004461812.1_3221	28.070	228	592
