WP_004462903.1	lcl|NZ_JQOZ01000002.1_cds_WP_000340715.1_28	95.402	87	106
WP_004462901.1	lcl|NZ_JQOZ01000002.1_cds_WP_000410273.1_29	92.581	310	318
WP_004462901.1	lcl|NZ_JQOZ01000017.1_cds_WP_000744704.1_781	24.771	327	318
WP_004462901.1	lcl|NZ_JQOZ01000002.1_cds_WP_000646251.1_32	26.296	270	318
WP_004462901.1	lcl|NZ_JQOZ01000028.1_cds_WP_000723086.1_1127	23.368	291	318
WP_004462901.1	lcl|NZ_JQOZ01000019.1_cds_WP_002072074.1_844	22.800	250	318
WP_004462901.1	lcl|NZ_JQOZ01000002.1_cds_WP_001067557.1_35	24.012	329	318
WP_016551805.1	lcl|NZ_JQOZ01000002.1_cds_WP_002106376.1_51	52.445	593	592
WP_016551805.1	lcl|NZ_JQOZ01000099.1_cds_WP_000667646.1_2749	33.249	394	592
WP_016551805.1	lcl|NZ_JQOZ01000062.1_cds_WP_045191327.1_2073	36.314	369	592
WP_016551805.1	lcl|NZ_JQOZ01000050.1_cds_WP_000828456.1_1842	30.612	392	592
WP_016551805.1	lcl|NZ_JQOZ01000217.1_cds_WP_000510777.1_3884	29.358	218	592
WP_016551805.1	lcl|NZ_JQOZ01000020.1_cds_WP_001052498.1_930	25.514	243	592
WP_016551805.1	lcl|NZ_JQOZ01000158.1_cds_WP_045191718.1_3481	31.100	209	592
WP_016551805.1	lcl|NZ_JQOZ01000062.1_cds_WP_000942282.1_2059	30.043	233	592
WP_016551805.1	lcl|NZ_JQOZ01000020.1_cds_WP_000619177.1_886	27.490	251	592
WP_016551805.1	lcl|NZ_JQOZ01000010.1_cds_WP_001982953.1_431	26.050	238	592
WP_016551805.1	lcl|NZ_JQOZ01000184.1_cds_WP_001141158.1_3713	30.769	221	592
WP_016551805.1	lcl|NZ_JQOZ01000146.1_cds_WP_000184520.1_3359	28.311	219	592
WP_016551805.1	lcl|NZ_JQOZ01000013.1_cds_WP_000666552.1_543	26.923	234	592
WP_016551805.1	lcl|NZ_JQOZ01000020.1_cds_WP_000218838.1_885	28.750	240	592
WP_016551805.1	lcl|NZ_JQOZ01000107.1_cds_WP_000433117.1_2864	27.778	216	592
WP_016551805.1	lcl|NZ_JQOZ01000035.1_cds_WP_000047473.1_1334	25.481	208	592
WP_016551805.1	lcl|NZ_JQOZ01000013.1_cds_WP_001089499.1_523	26.809	235	592
WP_016551805.1	lcl|NZ_JQOZ01000053.1_cds_WP_000052667.1_1893	26.638	229	592
WP_016551805.1	lcl|NZ_JQOZ01000210.1_cds_WP_000651459.1_3831	26.908	249	592
