WP_004462903.1	lcl|NZ_JQQA01000042.1_cds_WP_002614501.1_1230	93.103	87	106
WP_004462901.1	lcl|NZ_JQQA01000042.1_cds_WP_004503085.1_1231	90.323	310	318
WP_004462901.1	lcl|NZ_JQQA01000042.1_cds_JF93_RS21300_1251	58.730	63	318
WP_004462901.1	lcl|NZ_JQQA01000042.1_cds_WP_004503081.1_1234	27.711	249	318
WP_004462901.1	lcl|NZ_JQQA01000040.1_cds_WP_002615921.1_1156	25.000	324	318
WP_004462901.1	lcl|NZ_JQQA01000169.1_cds_WP_004499129.1_3569	24.573	293	318
WP_004462901.1	lcl|NZ_JQQA01000169.1_cds_WP_004503537.1_3595	21.474	312	318
WP_004462901.1	lcl|NZ_JQQA01000144.1_cds_WP_004495474.1_3274	23.397	312	318
WP_004462901.1	lcl|NZ_JQQA01000172.1_cds_WP_004503074.1_3626	22.018	327	318
WP_016551805.1	lcl|NZ_JQQA01000145.1_cds_WP_016760306.1_3283	36.968	376	592
WP_016551805.1	lcl|NZ_JQQA01000087.1_cds_WP_004497075.1_2308	33.503	394	592
WP_016551805.1	lcl|NZ_JQQA01000066.1_cds_WP_004502606.1_1840	31.807	393	592
WP_016551805.1	lcl|NZ_JQQA01000172.1_cds_WP_004503077.1_3630	30.214	374	592
WP_016551805.1	lcl|NZ_JQQA01000101.1_cds_WP_004497687.1_2595	29.439	214	592
WP_016551805.1	lcl|NZ_JQQA01000057.1_cds_WP_004496565.1_1589	30.380	237	592
WP_016551805.1	lcl|NZ_JQQA01000088.1_cds_WP_061216669.1_2327	30.144	209	592
WP_016551805.1	lcl|NZ_JQQA01000049.1_cds_WP_002620193.1_1413	26.271	236	592
WP_016551805.1	lcl|NZ_JQQA01000034.1_cds_WP_002616524.1_860	29.787	188	592
WP_016551805.1	lcl|NZ_JQQA01000077.1_cds_WP_002630438.1_2056	28.704	216	592
WP_016551805.1	lcl|NZ_JQQA01000153.1_cds_WP_016758634.1_3371	26.180	233	592
