WP_004462903.1	lcl|NZ_MVIT01000044.1_cds_WP_004753574.1_2684	93.103	87	106
WP_004462901.1	lcl|NZ_MVIT01000044.1_cds_WP_082292714.1_2683	93.226	310	318
WP_004462901.1	lcl|NZ_MVIT01000078.1_cds_WP_004753565.1_408	25.688	327	318
WP_004462901.1	lcl|NZ_MVIT01000044.1_cds_WP_020765358.1_2680	25.633	316	318
WP_004462901.1	lcl|NZ_MVIT01000032.1_cds_WP_020778800.1_3332	22.867	293	318
WP_016551805.1	lcl|NZ_MVIT01000036.1_cds_WP_082292659.1_3394	52.703	592	592
WP_016551805.1	lcl|NZ_MVIT01000075.1_cds_WP_004752998.1_2806	33.503	394	592
WP_016551805.1	lcl|NZ_MVIT01000077.1_cds_WP_004763548.1_1513	35.772	369	592
WP_016551805.1	lcl|NZ_MVIT01000078.1_cds_WP_004768876.1_322	30.612	392	592
WP_016551805.1	lcl|NZ_MVIT01000030.1_cds_WP_004750725.1_3254	28.444	225	592
WP_016551805.1	lcl|NZ_MVIT01000056.1_cds_WP_004759288.1_1934	31.579	209	592
WP_016551805.1	lcl|NZ_MVIT01000059.1_cds_WP_020766302.1_1069	29.365	252	592
WP_016551805.1	lcl|NZ_MVIT01000031.1_cds_WP_004754759.1_3031	25.523	239	592
WP_016551805.1	lcl|NZ_MVIT01000077.1_cds_WP_004754327.1_1530	30.043	233	592
WP_016551805.1	lcl|NZ_MVIT01000075.1_cds_WP_082293331.1_2722	30.769	221	592
WP_016551805.1	lcl|NZ_MVIT01000065.1_cds_WP_004753899.1_862	31.088	193	592
WP_016551805.1	lcl|NZ_MVIT01000072.1_cds_WP_020779123.1_3170	28.704	216	592
WP_016551805.1	lcl|NZ_MVIT01000059.1_cds_WP_082292921.1_1068	27.530	247	592
WP_016551805.1	lcl|NZ_MVIT01000068.1_cds_WP_020766634.1_974	25.112	223	592
WP_016551805.1	lcl|NZ_MVIT01000064.1_cds_WP_016749953.1_623	25.481	208	592
WP_016551805.1	lcl|NZ_MVIT01000063.1_cds_WP_082293021.1_1270	26.496	234	592
WP_016551805.1	lcl|NZ_MVIT01000048.1_cds_WP_082292756.1_2405	26.638	229	592
WP_016551805.1	lcl|NZ_MVIT01000020.1_cds_WP_004752322.1_3317	28.182	220	592
WP_016551805.1	lcl|NZ_MVIT01000074.1_cds_WP_004769666.1_3629	22.414	232	592
WP_016551805.1	lcl|NZ_MVIT01000078.1_cds_WP_082293509.1_58	27.660	235	592
WP_016551805.1	lcl|NZ_MVIT01000067.1_cds_WP_020779391.1_790	23.810	252	592
WP_016551805.1	lcl|NZ_MVIT01000042.1_cds_WP_020765659.1_2481	24.841	157	592
WP_016551805.1	lcl|NZ_MVIT01000042.1_cds_WP_020765659.1_2481	21.379	290	592
WP_016551805.1	lcl|NZ_MVIT01000071.1_cds_WP_082293201.1_3797	26.050	238	592
WP_016551805.1	lcl|NZ_MVIT01000071.1_cds_WP_082293201.1_3797	45.455	44	592
WP_016551805.1	lcl|NZ_MVIT01000078.1_cds_WP_082293499.1_23	25.641	234	592
WP_016551805.1	lcl|NZ_MVIT01000054.1_cds_WP_020767037.1_1777	25.000	220	592
WP_016551805.1	lcl|NZ_MVIT01000077.1_cds_WP_020778733.1_1518	27.885	208	592
WP_016551805.1	lcl|NZ_MVIT01000077.1_cds_WP_020778733.1_1518	23.596	178	592
WP_016551805.1	lcl|NZ_MVIT01000075.1_cds_WP_004778396.1_2761	25.877	228	592
WP_016551805.1	lcl|NZ_MVIT01000036.1_cds_WP_082292659.1_3394	52.703	592	592
WP_016551805.1	lcl|NZ_MVIT01000075.1_cds_WP_004752998.1_2806	33.503	394	592
WP_016551805.1	lcl|NZ_MVIT01000077.1_cds_WP_004763548.1_1513	35.772	369	592
WP_016551805.1	lcl|NZ_MVIT01000078.1_cds_WP_004768876.1_322	30.612	392	592
WP_016551805.1	lcl|NZ_MVIT01000030.1_cds_WP_004750725.1_3254	28.444	225	592
WP_016551805.1	lcl|NZ_MVIT01000056.1_cds_WP_004759288.1_1934	31.579	209	592
WP_016551805.1	lcl|NZ_MVIT01000059.1_cds_WP_020766302.1_1069	29.365	252	592
WP_016551805.1	lcl|NZ_MVIT01000031.1_cds_WP_004754759.1_3031	25.523	239	592
WP_016551805.1	lcl|NZ_MVIT01000077.1_cds_WP_004754327.1_1530	30.043	233	592
WP_016551805.1	lcl|NZ_MVIT01000075.1_cds_WP_082293331.1_2722	30.769	221	592
WP_016551805.1	lcl|NZ_MVIT01000065.1_cds_WP_004753899.1_862	31.088	193	592
WP_016551805.1	lcl|NZ_MVIT01000072.1_cds_WP_020779123.1_3170	28.704	216	592
WP_016551805.1	lcl|NZ_MVIT01000059.1_cds_WP_082292921.1_1068	27.530	247	592
WP_016551805.1	lcl|NZ_MVIT01000068.1_cds_WP_020766634.1_974	25.112	223	592
WP_016551805.1	lcl|NZ_MVIT01000064.1_cds_WP_016749953.1_623	25.481	208	592
WP_016551805.1	lcl|NZ_MVIT01000063.1_cds_WP_082293021.1_1270	26.496	234	592
WP_016551805.1	lcl|NZ_MVIT01000048.1_cds_WP_082292756.1_2405	26.638	229	592
WP_016551805.1	lcl|NZ_MVIT01000020.1_cds_WP_004752322.1_3317	28.182	220	592
