WP_004462903.1	lcl|NZ_MUKL01000007.1_cds_WP_000340715.1_3635	95.402	87	106
WP_004462901.1	lcl|NZ_MUKL01000007.1_cds_WP_000410273.1_3636	92.581	310	318
WP_004462901.1	lcl|NZ_MUKL01000007.1_cds_WP_000646255.1_3639	27.037	270	318
WP_004462901.1	lcl|NZ_MUKL01000002.1_cds_WP_000744695.1_1953	25.382	327	318
WP_004462901.1	lcl|NZ_MUKL01000024.1_cds_WP_000649929.1_1550	28.485	330	318
WP_004462901.1	lcl|NZ_MUKL01000008.1_cds_WP_000600891.1_3679	23.118	186	318
WP_004462901.1	lcl|NZ_MUKL01000008.1_cds_WP_000723081.1_3731	23.368	291	318
WP_004462901.1	lcl|NZ_MUKL01000007.1_cds_WP_001067557.1_3642	24.012	329	318
WP_004462901.1	lcl|NZ_MUKL01000005.1_cds_WP_002064390.1_3184	22.093	258	318
WP_016551805.1	lcl|NZ_MUKL01000012.1_cds_WP_000667646.1_358	33.249	394	592
WP_016551805.1	lcl|NZ_MUKL01000022.1_cds_WP_000172209.1_1387	36.043	369	592
WP_016551805.1	lcl|NZ_MUKL01000002.1_cds_WP_000828456.1_1862	30.612	392	592
WP_016551805.1	lcl|NZ_MUKL01000008.1_cds_WP_000834719.1_3673	31.688	385	592
WP_016551805.1	lcl|NZ_MUKL01000001.1_cds_WP_000510772.1_1214	29.817	218	592
WP_016551805.1	lcl|NZ_MUKL01000001.1_cds_WP_001161019.1_1114	31.100	209	592
WP_016551805.1	lcl|NZ_MUKL01000014.1_cds_WP_001052496.1_545	25.514	243	592
WP_016551805.1	lcl|NZ_MUKL01000014.1_cds_WP_000619183.1_500	29.960	247	592
WP_016551805.1	lcl|NZ_MUKL01000022.1_cds_WP_002071818.1_1373	29.614	233	592
WP_016551805.1	lcl|NZ_MUKL01000038.1_cds_WP_001982953.1_2396	26.050	238	592
WP_016551805.1	lcl|NZ_MUKL01000012.1_cds_WP_001141155.1_268	30.769	221	592
WP_016551805.1	lcl|NZ_MUKL01000004.1_cds_WP_000666544.1_2952	27.350	234	592
WP_016551805.1	lcl|NZ_MUKL01000014.1_cds_WP_000218834.1_499	28.814	236	592
WP_016551805.1	lcl|NZ_MUKL01000006.1_cds_WP_000184524.1_3435	28.311	219	592
WP_016551805.1	lcl|NZ_MUKL01000004.1_cds_WP_000433117.1_2900	27.778	216	592
WP_016551805.1	lcl|NZ_MUKL01000017.1_cds_WP_000047473.1_794	25.481	208	592
WP_016551805.1	lcl|NZ_MUKL01000004.1_cds_WP_001089503.1_2932	26.809	235	592
WP_016551805.1	lcl|NZ_MUKL01000011.1_cds_WP_000052667.1_250	26.638	229	592
WP_016551805.1	lcl|NZ_MUKL01000008.1_cds_WP_000651462.1_3774	26.908	249	592
WP_016551805.1	lcl|NZ_MUKL01000007.1_cds_WP_000603361.1_3526	23.009	226	592
WP_016551805.1	lcl|NZ_MUKL01000011.1_cds_WP_001288322.1_136	28.151	238	592
WP_016551805.1	lcl|NZ_MUKL01000034.1_cds_WP_000590871.1_2210	22.314	242	592
