WP_004462903.1	lcl|NZ_AHPU01000126.1_cds_WP_000340715.1_2236	95.402	87	106
WP_004462901.1	lcl|NZ_AHPU01000126.1_cds_WP_000712240.1_2235	92.258	310	318
WP_004462901.1	lcl|NZ_AHPU01000149.1_cds_WP_000744700.1_1531	24.771	327	318
WP_004462901.1	lcl|NZ_AHPU01000126.1_cds_WP_000646251.1_2232	26.296	270	318
WP_004462901.1	lcl|NZ_AHPU01000126.1_cds_WP_000600886.1_2204	23.118	186	318
WP_004462901.1	lcl|NZ_AHPU01000049.1_cds_WP_000723084.1_3194	23.711	291	318
WP_004462901.1	lcl|NZ_AHPU01000126.1_cds_WP_000025488.1_2210	22.910	323	318
WP_004462901.1	lcl|NZ_AHPU01000078.1_cds_WP_001984071.1_2555	21.678	286	318
WP_004462901.1	lcl|NZ_AHPU01000126.1_cds_WP_001067556.1_2229	24.012	329	318
WP_016551805.1	lcl|NZ_AHPU01000148.1_cds_WP_000667645.1_1540	33.249	394	592
WP_016551805.1	lcl|NZ_AHPU01000092.1_cds_WP_000172199.1_2350	35.792	366	592
WP_016551805.1	lcl|NZ_AHPU01000130.1_cds_WP_000828451.1_2036	30.612	392	592
WP_016551805.1	lcl|NZ_AHPU01000126.1_cds_WP_000797355.1_2206	29.584	409	592
WP_016551805.1	lcl|NZ_AHPU01000202.1_cds_WP_000510774.1_649	29.358	218	592
WP_016551805.1	lcl|NZ_AHPU01000054.1_cds_WP_001052492.1_3063	25.926	243	592
WP_016551805.1	lcl|NZ_AHPU01000041.1_cds_WP_001161019.1_3483	31.100	209	592
WP_016551805.1	lcl|NZ_AHPU01000092.1_cds_WP_000942282.1_2364	30.043	233	592
WP_016551805.1	lcl|NZ_AHPU01000147.1_cds_WP_000619178.1_1564	27.490	251	592
WP_016551805.1	lcl|NZ_AHPU01000068.1_cds_WP_001141161.1_2704	30.942	223	592
WP_016551805.1	lcl|NZ_AHPU01000005.1_cds_WP_001982953.1_3708	26.050	238	592
WP_016551805.1	lcl|NZ_AHPU01000004.1_cds_WP_000666552.1_3743	26.923	234	592
WP_016551805.1	lcl|NZ_AHPU01000147.1_cds_WP_000218838.1_1563	28.750	240	592
WP_016551805.1	lcl|NZ_AHPU01000137.1_cds_WP_000184524.1_1824	28.311	219	592
WP_016551805.1	lcl|NZ_AHPU01000004.1_cds_WP_000433115.1_3795	28.241	216	592
WP_016551805.1	lcl|NZ_AHPU01000141.1_cds_WP_000047473.1_1738	25.481	208	592
