WP_004462903.1	lcl|NZ_JADDXI010000013.1_cds_WP_002725873.1_802	95.402	87	106
WP_004462901.1	lcl|NZ_JADDXI010000013.1_cds_WP_061209188.1_803	91.935	310	318
WP_004462901.1	lcl|NZ_JADDXI010000471.1_cds_WP_002733534.1_2970	25.926	270	318
WP_004462901.1	lcl|NZ_JADDXI010000287.1_cds_WP_061208146.1_1536	22.936	327	318
WP_004462901.1	lcl|NZ_JADDXI010000369.1_cds_WP_061209097.1_2108	22.043	186	318
WP_004462901.1	lcl|NZ_JADDXI010000122.1_cds_WP_011671706.1_226	22.867	293	318
WP_004462901.1	lcl|NZ_JADDXI010000031.1_cds_WP_061208650.1_2261	23.397	312	318
WP_004462901.1	lcl|NZ_JADDXI010000042.1_cds_WP_002729504.1_3137	23.392	171	318
WP_016551805.1	lcl|NZ_JADDXI010000013.1_cds_WP_061208759.1_805	82.432	592	592
WP_016551805.1	lcl|NZ_JADDXI010000238.1_cds_WP_061207593.1_1202	36.885	366	592
WP_016551805.1	lcl|NZ_JADDXI010000306.1_cds_WP_061207469.1_1706	32.995	394	592
WP_016551805.1	lcl|NZ_JADDXI010000349.1_cds_WP_011671171.1_1994	31.552	393	592
WP_016551805.1	lcl|NZ_JADDXI010000269.1_cds_IQA55_RS09155_1440	29.095	409	592
WP_016551805.1	lcl|NZ_JADDXI010000394.1_cds_WP_061208601.1_2308	28.378	222	592
WP_016551805.1	lcl|NZ_JADDXI010000037.1_cds_WP_061209087.1_2769	31.100	209	592
WP_016551805.1	lcl|NZ_JADDXI010000371.1_cds_WP_061209175.1_2117	30.851	188	592
WP_016551805.1	lcl|NZ_JADDXI010000470.1_cds_WP_061208213.1_2957	26.271	236	592
WP_016551805.1	lcl|NZ_JADDXI010000386.1_cds_WP_061207927.1_2267	29.614	233	592
WP_016551805.1	lcl|NZ_JADDXI010000470.1_cds_WP_061208218.1_2948	32.895	228	592
WP_016551805.1	lcl|NZ_JADDXI010000437.1_cds_WP_002721914.1_2645	28.241	216	592
WP_016551805.1	lcl|NZ_JADDXI010000510.1_cds_WP_002730493.1_3280	27.315	216	592
WP_016551805.1	lcl|NZ_JADDXI010000050.1_cds_WP_002724285.1_3350	30.000	220	592
WP_016551805.1	lcl|NZ_JADDXI010000198.1_cds_WP_061207856.1_893	28.829	222	592
WP_016551805.1	lcl|NZ_JADDXI010000242.1_cds_WP_228042156.1_1221	32.520	123	592
WP_016551805.1	lcl|NZ_JADDXI010000313.1_cds_WP_002751341.1_1765	25.481	208	592
WP_016551805.1	lcl|NZ_JADDXI010000198.1_cds_WP_011670070.1_912	29.767	215	592
WP_016551805.1	lcl|NZ_JADDXI010000186.1_cds_WP_002725984.1_747	24.336	226	592
WP_016551805.1	lcl|NZ_JADDXI010000285.1_cds_WP_061208560.1_1520	27.869	244	592
WP_016551805.1	lcl|NZ_JADDXI010000285.1_cds_WP_061208560.1_1520	26.230	183	592
WP_016551805.1	lcl|NZ_JADDXI010000135.1_cds_WP_061209043.1_328	23.047	256	592
WP_016551805.1	lcl|NZ_JADDXI010000135.1_cds_WP_061209043.1_328	28.025	157	592
WP_016551805.1	lcl|NZ_JADDXI010000470.1_cds_WP_011671589.1_2964	25.941	239	592
WP_016551805.1	lcl|NZ_JADDXI010000383.1_cds_WP_002735056.1_2232	28.421	190	592
WP_016551805.1	lcl|NZ_JADDXI010000125.1_cds_WP_061208076.1_265	25.911	247	592
WP_016551805.1	lcl|NZ_JADDXI010000044.1_cds_WP_193826356.1_3305	26.457	223	592
WP_016551805.1	lcl|NZ_JADDXI010000414.1_cds_WP_061208303.1_2464	25.210	238	592
WP_016551805.1	lcl|NZ_JADDXI010000127.1_cds_WP_061208842.1_280	26.923	208	592
WP_016551805.1	lcl|NZ_JADDXI010000127.1_cds_WP_061208842.1_280	23.118	186	592
WP_016551805.1	lcl|NZ_JADDXI010000281.1_cds_WP_061208192.1_1480	22.816	206	592
WP_016551805.1	lcl|NZ_JADDXI010000135.1_cds_WP_061209046.1_319	26.754	228	592
WP_016551805.1	lcl|NZ_JADDXI010000013.1_cds_WP_061208759.1_805	82.432	592	592
WP_016551805.1	lcl|NZ_JADDXI010000238.1_cds_WP_061207593.1_1202	36.885	366	592
WP_016551805.1	lcl|NZ_JADDXI010000306.1_cds_WP_061207469.1_1706	32.995	394	592
WP_016551805.1	lcl|NZ_JADDXI010000349.1_cds_WP_011671171.1_1994	31.552	393	592
WP_016551805.1	lcl|NZ_JADDXI010000269.1_cds_IQA55_RS09155_1440	29.095	409	592
WP_016551805.1	lcl|NZ_JADDXI010000394.1_cds_WP_061208601.1_2308	28.378	222	592
WP_016551805.1	lcl|NZ_JADDXI010000037.1_cds_WP_061209087.1_2769	31.100	209	592
WP_016551805.1	lcl|NZ_JADDXI010000371.1_cds_WP_061209175.1_2117	30.851	188	592
WP_016551805.1	lcl|NZ_JADDXI010000470.1_cds_WP_061208213.1_2957	26.271	236	592
WP_016551805.1	lcl|NZ_JADDXI010000386.1_cds_WP_061207927.1_2267	29.614	233	592
WP_016551805.1	lcl|NZ_JADDXI010000470.1_cds_WP_061208218.1_2948	32.895	228	592
WP_016551805.1	lcl|NZ_JADDXI010000437.1_cds_WP_002721914.1_2645	28.241	216	592
WP_016551805.1	lcl|NZ_JADDXI010000510.1_cds_WP_002730493.1_3280	27.315	216	592
