WP_004462903.1	lcl|NZ_JQOR01000010.1_cds_WP_000340715.1_287	95.402	87	106
WP_004462901.1	lcl|NZ_JQOR01000010.1_cds_WP_000410267.1_286	92.258	310	318
WP_004462901.1	lcl|NZ_JQOR01000040.1_cds_WP_000744698.1_972	24.771	327	318
WP_004462901.1	lcl|NZ_JQOR01000010.1_cds_WP_000646251.1_283	26.296	270	318
WP_004462901.1	lcl|NZ_JQOR01000077.1_cds_WP_000723090.1_2023	23.368	291	318
WP_004462901.1	lcl|NZ_JQOR01000039.1_cds_WP_001984071.1_902	21.678	286	318
WP_004462901.1	lcl|NZ_JQOR01000010.1_cds_WP_001067557.1_280	24.012	329	318
WP_016551805.1	lcl|NZ_JQOR01000010.1_cds_WP_002068488.1_264	52.445	593	592
WP_016551805.1	lcl|NZ_JQOR01000001.1_cds_WP_000667646.1_14	33.249	394	592
WP_016551805.1	lcl|NZ_JQOR01000225.1_cds_WP_000172205.1_3767	35.792	366	592
WP_016551805.1	lcl|NZ_JQOR01000044.1_cds_WP_000828456.1_1190	30.612	392	592
WP_016551805.1	lcl|NZ_JQOR01000182.1_cds_WP_002105621.1_3479	29.358	218	592
WP_016551805.1	lcl|NZ_JQOR01000070.1_cds_WP_001161019.1_1799	31.100	209	592
WP_016551805.1	lcl|NZ_JQOR01000068.1_cds_WP_001052496.1_1768	25.514	243	592
WP_016551805.1	lcl|NZ_JQOR01000124.1_cds_WP_000942282.1_2854	30.043	233	592
WP_016551805.1	lcl|NZ_JQOR01000050.1_cds_WP_061252136.1_1421	29.555	247	592
WP_016551805.1	lcl|NZ_JQOR01000166.1_cds_WP_001982953.1_3357	26.050	238	592
WP_016551805.1	lcl|NZ_JQOR01000189.1_cds_WP_001141158.1_3542	30.769	221	592
WP_016551805.1	lcl|NZ_JQOR01000005.1_cds_WP_000666554.1_96	26.923	234	592
WP_016551805.1	lcl|NZ_JQOR01000050.1_cds_WP_000218838.1_1422	28.750	240	592
WP_016551805.1	lcl|NZ_JQOR01000013.1_cds_WP_000184524.1_385	28.311	219	592
WP_016551805.1	lcl|NZ_JQOR01000005.1_cds_WP_000433117.1_149	27.778	216	592
WP_016551805.1	lcl|NZ_JQOR01000029.1_cds_WP_000047473.1_729	25.481	208	592
WP_016551805.1	lcl|NZ_JQOR01000005.1_cds_WP_001089499.1_117	26.809	235	592
WP_016551805.1	lcl|NZ_JQOR01000226.1_cds_WP_000052667.1_3777	26.638	229	592
WP_016551805.1	lcl|NZ_JQOR01000081.1_cds_WP_000651459.1_2132	26.908	249	592
WP_016551805.1	lcl|NZ_JQOR01000061.1_cds_WP_000603361.1_1677	23.009	226	592
