WP_004462903.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725873.1_2675	95.402	87	106
WP_004462901.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	90.764	314	318
WP_004462901.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	21.379	290	318
WP_004462901.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	22.936	327	318
WP_004462901.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	25.789	190	318
WP_004462901.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	22.867	293	318
WP_004462901.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	23.397	312	318
WP_004462901.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	23.392	171	318
WP_016551805.1	lcl|NZ_JADHZV010000018.1_cds_WP_061207593.1_984	36.885	366	592
WP_016551805.1	lcl|NZ_JADHZV010000016.1_cds_WP_193817007.1_880	32.316	393	592
WP_016551805.1	lcl|NZ_JADHZV010000078.1_cds_WP_193816858.1_3209	31.552	393	592
WP_016551805.1	lcl|NZ_JADHZV010000010.1_cds_WP_193817015.1_164	33.061	245	592
WP_016551805.1	lcl|NZ_JADHZV010000027.1_cds_WP_002739451.1_1569	28.378	222	592
WP_016551805.1	lcl|NZ_JADHZV010000041.1_cds_WP_002726143.1_2207	31.579	209	592
WP_016551805.1	lcl|NZ_JADHZV010000100.1_cds_WP_061209175.1_6	30.851	188	592
WP_016551805.1	lcl|NZ_JADHZV010000004.1_cds_WP_061208213.1_2452	26.271	236	592
WP_016551805.1	lcl|NZ_JADHZV010000004.1_cds_WP_061221507.1_2462	32.895	228	592
WP_016551805.1	lcl|NZ_JADHZV010000024.1_cds_WP_061207927.1_1427	29.614	233	592
WP_016551805.1	lcl|NZ_JADHZV010000001.1_cds_WP_193817089.1_1106	27.778	216	592
WP_016551805.1	lcl|NZ_JADHZV010000029.1_cds_WP_193817159.1_1650	26.852	216	592
