WP_004462903.1	lcl|NZ_JAHERX010000056.1_cds_WP_000340715.1_2812	95.402	87	106
WP_004462901.1	lcl|NZ_JAHERX010000056.1_cds_WP_000410266.1_2811	91.935	310	318
WP_004462901.1	lcl|NZ_JAHERX010000013.1_cds_WP_000744698.1_619	24.771	327	318
WP_004462901.1	lcl|NZ_JAHERX010000056.1_cds_WP_000646254.1_2808	26.667	270	318
WP_004462901.1	lcl|NZ_JAHERX010000054.1_cds_WP_000723091.1_2769	23.711	291	318
WP_004462901.1	lcl|NZ_JAHERX010000119.1_cds_WP_002072074.1_423	22.800	250	318
WP_004462901.1	lcl|NZ_JAHERX010000056.1_cds_WP_001067557.1_2805	24.012	329	318
WP_016551805.1	lcl|NZ_JAHERX010000052.1_cds_WP_002072224.1_2716	52.614	593	592
WP_016551805.1	lcl|NZ_JAHERX010000019.1_cds_WP_218198309.1_1293	33.249	394	592
WP_016551805.1	lcl|NZ_JAHERX010000048.1_cds_WP_000172209.1_2574	36.043	369	592
WP_016551805.1	lcl|NZ_JAHERX010000042.1_cds_WP_000828456.1_2406	30.612	392	592
WP_016551805.1	lcl|NZ_JAHERX010000034.1_cds_KKQ77_RS07495_2121	29.358	218	592
WP_016551805.1	lcl|NZ_JAHERX010000051.1_cds_WP_001161019.1_2682	31.100	209	592
WP_016551805.1	lcl|NZ_JAHERX010000060.1_cds_WP_001052496.1_2980	25.514	243	592
WP_016551805.1	lcl|NZ_JAHERX010000008.1_cds_WP_000619182.1_3403	27.888	251	592
WP_016551805.1	lcl|NZ_JAHERX010000048.1_cds_WP_002071818.1_2560	29.614	233	592
WP_016551805.1	lcl|NZ_JAHERX010000001.1_cds_WP_001982953.1_16	26.050	238	592
WP_016551805.1	lcl|NZ_JAHERX010000086.1_cds_WP_001141162.1_3566	30.317	221	592
WP_016551805.1	lcl|NZ_JAHERX010000002.1_cds_WP_000666552.1_1357	26.923	234	592
WP_016551805.1	lcl|NZ_JAHERX010000008.1_cds_WP_000218832.1_3402	28.750	240	592
WP_016551805.1	lcl|NZ_JAHERX010000120.1_cds_WP_000184524.1_481	28.311	219	592
WP_016551805.1	lcl|NZ_JAHERX010000002.1_cds_WP_000433117.1_1409	27.778	216	592
WP_016551805.1	lcl|NZ_JAHERX010000046.1_cds_WP_000047473.1_2500	25.481	208	592
WP_016551805.1	lcl|NZ_JAHERX010000002.1_cds_KKQ77_RS00405_1377	26.809	235	592
WP_016551805.1	lcl|NZ_JAHERX010000113.1_cds_WP_155572125.1_349	26.638	229	592
WP_016551805.1	lcl|NZ_JAHERX010000031.1_cds_WP_000651462.1_2029	26.908	249	592
WP_016551805.1	lcl|NZ_JAHERX010000091.1_cds_WP_000603361.1_3666	23.009	226	592
WP_016551805.1	lcl|NZ_JAHERX010000154.1_cds_WP_001288322.1_928	28.151	238	592
WP_016551805.1	lcl|NZ_JAHERX010000045.1_cds_WP_000590871.1_2461	22.314	242	592
WP_016551805.1	lcl|NZ_JAHERX010000045.1_cds_WP_000590871.1_2461	26.415	159	592
WP_016551805.1	lcl|NZ_JAHERX010000123.1_cds_WP_000054169.1_525	26.866	201	592
WP_016551805.1	lcl|NZ_JAHERX010000009.1_cds_WP_001049212.1_3639	27.049	244	592
WP_016551805.1	lcl|NZ_JAHERX010000009.1_cds_WP_001049212.1_3639	25.328	229	592
WP_016551805.1	lcl|NZ_JAHERX010000069.1_cds_WP_000626143.1_3165	27.885	208	592
WP_016551805.1	lcl|NZ_JAHERX010000069.1_cds_WP_000626143.1_3165	23.596	178	592
WP_016551805.1	lcl|NZ_JAHERX010000027.1_cds_WP_000481721.1_1814	24.786	234	592
WP_016551805.1	lcl|NZ_JAHERX010000010.1_cds_KKQ77_RS02660_83	26.087	230	592
WP_016551805.1	lcl|NZ_JAHERX010000052.1_cds_WP_002072224.1_2716	52.614	593	592
WP_016551805.1	lcl|NZ_JAHERX010000019.1_cds_WP_218198309.1_1293	33.249	394	592
WP_016551805.1	lcl|NZ_JAHERX010000048.1_cds_WP_000172209.1_2574	36.043	369	592
WP_016551805.1	lcl|NZ_JAHERX010000042.1_cds_WP_000828456.1_2406	30.612	392	592
WP_016551805.1	lcl|NZ_JAHERX010000034.1_cds_KKQ77_RS07495_2121	29.358	218	592
WP_016551805.1	lcl|NZ_JAHERX010000051.1_cds_WP_001161019.1_2682	31.100	209	592
WP_016551805.1	lcl|NZ_JAHERX010000060.1_cds_WP_001052496.1_2980	25.514	243	592
WP_016551805.1	lcl|NZ_JAHERX010000008.1_cds_WP_000619182.1_3403	27.888	251	592
WP_016551805.1	lcl|NZ_JAHERX010000048.1_cds_WP_002071818.1_2560	29.614	233	592
WP_016551805.1	lcl|NZ_JAHERX010000001.1_cds_WP_001982953.1_16	26.050	238	592
WP_016551805.1	lcl|NZ_JAHERX010000086.1_cds_WP_001141162.1_3566	30.317	221	592
WP_016551805.1	lcl|NZ_JAHERX010000002.1_cds_WP_000666552.1_1357	26.923	234	592
WP_016551805.1	lcl|NZ_JAHERX010000008.1_cds_WP_000218832.1_3402	28.750	240	592
WP_016551805.1	lcl|NZ_JAHERX010000120.1_cds_WP_000184524.1_481	28.311	219	592
WP_016551805.1	lcl|NZ_JAHERX010000002.1_cds_WP_000433117.1_1409	27.778	216	592
WP_016551805.1	lcl|NZ_JAHERX010000046.1_cds_WP_000047473.1_2500	25.481	208	592
WP_016551805.1	lcl|NZ_JAHERX010000002.1_cds_KKQ77_RS00405_1377	26.809	235	592
WP_016551805.1	lcl|NZ_JAHERX010000113.1_cds_WP_155572125.1_349	26.638	229	592
WP_016551805.1	lcl|NZ_JAHERX010000031.1_cds_WP_000651462.1_2029	26.908	249	592
WP_016551805.1	lcl|NZ_JAHERX010000091.1_cds_WP_000603361.1_3666	23.009	226	592
WP_016551805.1	lcl|NZ_JAHERX010000154.1_cds_WP_001288322.1_928	28.151	238	592
WP_016551805.1	lcl|NZ_JAHERX010000045.1_cds_WP_000590871.1_2461	22.314	242	592
WP_016551805.1	lcl|NZ_JAHERX010000045.1_cds_WP_000590871.1_2461	26.415	159	592
