WP_004462903.1	lcl|NZ_AFLP01000207.1_cds_WP_000340715.1_1625	95.402	87	106
WP_004462901.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	92.581	310	318
WP_004462901.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	27.037	270	318
WP_004462901.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	25.382	327	318
WP_004462901.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	28.485	330	318
WP_004462901.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	23.118	186	318
WP_004462901.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	23.368	291	318
WP_004462901.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	24.012	329	318
WP_004462901.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	22.093	258	318
WP_016551805.1	lcl|NZ_AFLP01000073.1_cds_WP_000667646.1_3130	33.249	394	592
WP_016551805.1	lcl|NZ_AFLP01000213.1_cds_WP_000172209.1_1536	36.043	369	592
WP_016551805.1	lcl|NZ_AFLP01000114.1_cds_WP_000828456.1_2506	30.612	392	592
WP_016551805.1	lcl|NZ_AFLP01000076.1_cds_WP_000834719.1_3082	31.688	385	592
WP_016551805.1	lcl|NZ_AFLP01000065.1_cds_WP_000510772.1_3328	29.817	218	592
WP_016551805.1	lcl|NZ_AFLP01000373.1_cds_WP_001161019.1_553	31.100	209	592
WP_016551805.1	lcl|NZ_AFLP01000062.1_cds_WP_001052496.1_3415	25.514	243	592
WP_016551805.1	lcl|NZ_AFLP01000119.1_cds_WP_000619183.1_2442	29.960	247	592
WP_016551805.1	lcl|NZ_AFLP01000213.1_cds_WP_002071818.1_1522	29.614	233	592
WP_016551805.1	lcl|NZ_AFLP01000129.1_cds_WP_001982953.1_2317	26.050	238	592
WP_016551805.1	lcl|NZ_AFLP01000264.1_cds_WP_001141155.1_941	30.769	221	592
WP_016551805.1	lcl|NZ_AFLP01000270.1_cds_WP_000666544.1_875	27.350	234	592
WP_016551805.1	lcl|NZ_AFLP01000119.1_cds_WP_000218834.1_2441	28.814	236	592
WP_016551805.1	lcl|NZ_AFLP01000229.1_cds_WP_000184524.1_1332	28.311	219	592
WP_016551805.1	lcl|NZ_AFLP01000249.1_cds_WP_000433117.1_1076	27.778	216	592
WP_016551805.1	lcl|NZ_AFLP01000082.1_cds_WP_000047473.1_2877	25.481	208	592
WP_016551805.1	lcl|NZ_AFLP01000193.1_cds_WP_001089503.1_1763	26.809	235	592
WP_016551805.1	lcl|NZ_AFLP01000061.1_cds_WP_000052667.1_3434	26.638	229	592
WP_016551805.1	lcl|NZ_AFLP01000123.1_cds_WP_000651462.1_2372	26.908	249	592
WP_016551805.1	lcl|NZ_AFLP01000387.1_cds_WP_000603361.1_344	23.009	226	592
WP_016551805.1	lcl|NZ_AFLP01000386.1_cds_WP_001288322.1_355	28.151	238	592
WP_016551805.1	lcl|NZ_AFLP01000202.1_cds_WP_000590871.1_1650	22.314	242	592
WP_016551805.1	lcl|NZ_AFLP01000202.1_cds_WP_000590871.1_1650	26.415	159	592
WP_016551805.1	lcl|NZ_AFLP01000391.1_cds_WP_000054169.1_298	26.866	201	592
WP_016551805.1	lcl|NZ_AFLP01000058.1_cds_WP_001049213.1_3471	27.049	244	592
WP_016551805.1	lcl|NZ_AFLP01000058.1_cds_WP_001049213.1_3471	26.484	219	592
WP_016551805.1	lcl|NZ_AFLP01000305.1_cds_WP_000626143.1_681	27.885	208	592
WP_016551805.1	lcl|NZ_AFLP01000305.1_cds_WP_000626143.1_681	23.596	178	592
WP_016551805.1	lcl|NZ_AFLP01000215.1_cds_WP_000481721.1_1504	24.786	234	592
WP_016551805.1	lcl|NZ_AFLP01000157.1_cds_WP_000136058.1_2053	26.087	230	592
WP_016551805.1	lcl|NZ_AFLP01000073.1_cds_WP_000667646.1_3130	33.249	394	592
WP_016551805.1	lcl|NZ_AFLP01000213.1_cds_WP_000172209.1_1536	36.043	369	592
WP_016551805.1	lcl|NZ_AFLP01000114.1_cds_WP_000828456.1_2506	30.612	392	592
WP_016551805.1	lcl|NZ_AFLP01000076.1_cds_WP_000834719.1_3082	31.688	385	592
WP_016551805.1	lcl|NZ_AFLP01000065.1_cds_WP_000510772.1_3328	29.817	218	592
WP_016551805.1	lcl|NZ_AFLP01000373.1_cds_WP_001161019.1_553	31.100	209	592
WP_016551805.1	lcl|NZ_AFLP01000062.1_cds_WP_001052496.1_3415	25.514	243	592
WP_016551805.1	lcl|NZ_AFLP01000119.1_cds_WP_000619183.1_2442	29.960	247	592
WP_016551805.1	lcl|NZ_AFLP01000213.1_cds_WP_002071818.1_1522	29.614	233	592
WP_016551805.1	lcl|NZ_AFLP01000129.1_cds_WP_001982953.1_2317	26.050	238	592
WP_016551805.1	lcl|NZ_AFLP01000264.1_cds_WP_001141155.1_941	30.769	221	592
