WP_004462903.1	lcl|NZ_JPUC01000062.1_cds_WP_002725873.1_1198	95.402	87	106
WP_004462901.1	lcl|NZ_JPUC01000062.1_cds_WP_002733579.1_1199	91.935	310	318
WP_004462901.1	lcl|NZ_JPUC01000062.1_cds_WP_002733534.1_1202	25.926	270	318
WP_004462901.1	lcl|NZ_JPUC01000004.1_cds_WP_002722638.1_102	23.242	327	318
WP_004462901.1	lcl|NZ_JPUC01000064.1_cds_WP_002740024.1_1342	22.867	293	318
WP_004462901.1	lcl|NZ_JPUC01000150.1_cds_WP_002728309.1_2762	23.397	312	318
WP_004462901.1	lcl|NZ_JPUC01000062.1_cds_WP_016749081.1_1231	23.313	326	318
WP_004462901.1	lcl|NZ_JPUC01000024.1_cds_WP_002743770.1_723	23.392	171	318
WP_016551805.1	lcl|NZ_JPUC01000017.1_cds_WP_002742222.1_462	36.612	366	592
WP_016551805.1	lcl|NZ_JPUC01000010.1_cds_WP_002723347.1_292	32.995	394	592
WP_016551805.1	lcl|NZ_JPUC01000062.1_cds_WP_002740724.1_1224	34.383	381	592
WP_016551805.1	lcl|NZ_JPUC01000158.1_cds_WP_002741286.1_3043	31.633	392	592
WP_016551805.1	lcl|NZ_JPUC01000062.1_cds_IQ66_RS0117215_1235	29.095	409	592
WP_016551805.1	lcl|NZ_JPUC01000112.1_cds_WP_002739451.1_2205	28.378	222	592
WP_016551805.1	lcl|NZ_JPUC01000107.1_cds_WP_002726143.1_2061	31.579	209	592
WP_016551805.1	lcl|NZ_JPUC01000043.1_cds_WP_002738485.1_977	30.851	188	592
WP_016551805.1	lcl|NZ_JPUC01000131.1_cds_WP_002752475.1_2494	26.271	236	592
WP_016551805.1	lcl|NZ_JPUC01000023.1_cds_WP_002734207.1_587	29.614	233	592
WP_016551805.1	lcl|NZ_JPUC01000091.1_cds_WP_002721914.1_1823	28.241	216	592
WP_016551805.1	lcl|NZ_JPUC01000008.1_cds_WP_002730493.1_238	27.315	216	592
WP_016551805.1	lcl|NZ_JPUC01000131.1_cds_WP_002729758.1_2485	32.456	228	592
WP_016551805.1	lcl|NZ_JPUC01000008.1_cds_WP_002724285.1_226	30.000	220	592
WP_016551805.1	lcl|NZ_JPUC01000086.1_cds_WP_002728388.1_1700	25.962	208	592
WP_016551805.1	lcl|NZ_JPUC01000067.1_cds_WP_002729296.1_1419	28.829	222	592
WP_016551805.1	lcl|NZ_JPUC01000091.1_cds_WP_002721827.1_1855	29.767	215	592
WP_016551805.1	lcl|NZ_JPUC01000008.1_cds_WP_002724311.1_225	25.681	257	592
WP_016551805.1	lcl|NZ_JPUC01000112.1_cds_WP_002725984.1_2237	24.336	226	592
WP_016551805.1	lcl|NZ_JPUC01000061.1_cds_WP_002733837.1_1188	27.869	244	592
WP_016551805.1	lcl|NZ_JPUC01000061.1_cds_WP_002733837.1_1188	26.230	183	592
WP_016551805.1	lcl|NZ_JPUC01000024.1_cds_WP_032853264.1_693	23.047	256	592
WP_016551805.1	lcl|NZ_JPUC01000024.1_cds_WP_032853264.1_693	28.025	157	592
WP_016551805.1	lcl|NZ_JPUC01000131.1_cds_WP_002729133.1_2502	25.941	239	592
WP_016551805.1	lcl|NZ_JPUC01000011.1_cds_WP_002735056.1_369	28.421	190	592
WP_016551805.1	lcl|NZ_JPUC01000066.1_cds_WP_002733736.1_1389	25.101	247	592
